theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
1.000000000000000056e-01,3.286034108322823886e+06,9.127872523118957915e+00,9.309580641172141013e-03
1.022042723892966909e-01,3.268282748428300489e+06,9.483206821070234938e+00,9.697867961844026941e-03
1.044571329462555542e-01,3.249924833141699899e+06,9.850244682862932422e+00,1.010122710653968935e-02
1.067596526864408035e-01,3.230947310622175690e+06,1.022920022403891416e+01,1.052015097603322021e-02
1.091129262335170658e-01,3.211337456605757587e+06,1.062027714418621294e+01,1.095514119249705980e-02
1.115180723396361623e-01,3.191082942612146959e+06,1.102366734449336505e+01,1.140670763875214003e-02
1.139762344172946806e-01,3.170171962649406865e+06,1.143954968688035301e+01,1.187536793845442480e-02
1.164885810829151824e-01,3.148593221112747677e+06,1.186808821791392354e+01,1.236164687475966445e-02
1.190563067124093821e-01,3.126336058022815268e+06,1.230943079205696833e+01,1.286607574542757496e-02
1.216806320089874049e-01,3.103390525133345742e+06,1.276370748652389864e+01,1.338919165195634475e-02
1.243628045834832413e-01,3.079747420885379426e+06,1.323102879140678034e+01,1.393153672150802477e-02
1.271040995474719826e-01,3.055398429061590694e+06,1.371148417601305525e+01,1.449365725995043971e-02
1.299058201194610851e-01,3.030336171692197211e+06,1.420514028849389021e+01,1.507610283494497522e-02
1.327692982444438063e-01,3.004554270621013828e+06,1.471203914554613768e+01,1.567942528883826958e-02
1.356958952271090646e-01,2.978047504219780210e+06,1.523219677386846982e+01,1.630417768094345049e-02
1.386870023790091888e-01,2.950811825267876033e+06,1.576560121419119831e+01,1.695091315971427107e-02
1.417440416799929659e-01,2.922844477244461887e+06,1.631221101152930331e+01,1.762018376609448059e-02
1.448684664542182476e-01,2.894144100270268042e+06,1.687195373324561842e+01,1.831253916963920120e-02
1.480617620610661100e-01,2.864710780451210216e+06,1.744472424263087262e+01,1.902852533964312365e-02
1.513254466012843857e-01,2.834546166950730141e+06,1.803038344074677468e+01,1.976868315490934100e-02
1.546610716386964124e-01,2.803653546001323964e+06,1.862875689376837229e+01,2.053354695583859899e-02
1.580702229378185830e-01,2.772037908477216493e+06,1.923963355025050603e+01,2.132364304383766243e-02
1.615545212177366408e-01,2.739706049321176019e+06,1.986276484455625990e+01,2.213948813393883455e-02
1.651156229225996808e-01,2.706666621353304014e+06,2.049786370655199974e+01,2.298158776710477330e-02
1.687552210090977889e-01,2.672930209328047931e+06,2.114460393945748251e+01,2.385043469020893883e-02
1.724750457512979618e-01,2.638509381847383920e+06,2.180261970554719042e+01,2.474650721205398987e-02
1.762768655632206694e-01,2.603418752551006153e+06,2.247150538517057328e+01,2.567026754510831621e-02
1.801624878395484131e-01,2.567675018001335673e+06,2.315081558990160104e+01,2.662216014354398461e-02
1.841337598148655996e-01,2.531296974930329714e+06,2.384006534784449727e+01,2.760261004905736545e-02
1.881925694418385697e-01,2.494305581719505135e+06,2.453873109479279435e+01,2.861202125644144584e-02
1.923408462887530312e-01,2.456723924490944482e+06,2.524625122622579099e+01,2.965077511264121307e-02
1.965805624568356114e-01,2.418577227456622291e+06,2.596202748108566638e+01,3.071922876270710701e-02
