theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
1.076778888360542030e+00,2.338608444114403683e+05,7.531961246689066058e+01,3.802124091872154943e-01
1.100514028090449292e+00,2.230403443310222647e+05,7.503641760510605252e+01,3.833495357945458926e-01
1.124772354951983910e+00,2.128105275686787500e+05,7.478592587255781154e+01,3.864755241887247172e-01
1.149565401414632815e+00,2.031386014333972125e+05,7.456882948371733733e+01,3.895917535791207365e-01
1.174904954154923242e+00,1.939934191142669879e+05,7.438578780173247651e+01,3.926996319342527242e-01
1.200803059659839356e+00,1.853453495431313058e+05,7.423740193563178025e+01,3.958005929839565895e-01
1.227272029953750954e+00,1.771660741478993732e+05,7.412415133542066314e+01,3.988960931696839407e-01
1.254324448451582752e+00,1.694287734741383174e+05,7.404648389136842468e+01,4.019876085066305116e-01
1.281973175940998910e+00,1.621079207635050116e+05,7.400475255649082840e+01,4.050766313572209398e-01
1.310231356696456517e+00,1.551792405344423605e+05,7.399921266365662120e+01,4.081646671319708597e-01
1.339112424728023942e+00,1.486197864141785540e+05,7.403007872876908380e+01,4.112532308766111977e-01
1.368630110167945224e+00,1.424077119228290394e+05,7.409743740783528665e+01,4.143438437661908780e-01
1.398798445797978296e+00,1.365223417551422899e+05,7.420129937785684149e+01,4.174380295045477807e-01
1.429631773720614563e+00,1.309441595532997162e+05,7.434161910405423157e+01,4.205373105998735928e-01
1.461144752177350625e+00,1.256545941434533015e+05,7.451820005063795804e+01,4.236432045431209881e-01
