theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
1.017275908742454327e+01,1.892290140054401490e+02,5.439547141343541448e+00,9.929647202667368777e-01
1.039699440721831358e+01,1.525011409517429115e+02,4.579164158705932408e+00,9.931432603877324850e-01
1.062617248425334715e+01,1.121040271290438284e+02,3.516190818365382942e+00,9.933358903843734211e-01
1.086040227036278694e+01,1.286008302732304003e+02,4.213403924587940885e+00,9.935189599487249668e-01
1.109979511897494575e+01,1.386544568696541830e+02,4.745273607365914970e+00,9.936811280980967220e-01
1.134446483805101380e+01,1.107216302807525068e+02,3.958202399505056590e+00,9.938391653870395359e-01
1.159452774418964438e+01,8.305155814625696564e+01,3.101354508268338694e+00,9.940010464545725455e-01
1.185010271792416248e+01,8.057505237892637240e+01,3.142985124063935487e+00,9.941617596261879131e-01
1.211131126023866145e+01,9.046130888392862346e+01,3.685892779934877961e+00,9.943102815568234387e-01
1.237827755032988364e+01,9.347243743807501914e+01,3.978336366375559763e+00,9.944513315591644309e-01
1.265112850464231720e+01,8.516340900596537722e+01,3.786248122462730237e+00,9.945840179080875920e-01
1.292999383720459150e+01,7.176793416960663308e+01,3.332917627696464269e+00,9.947166737062970165e-01
1.321500612129585761e+01,5.966435795161811484e+01,2.894324414602886364e+00,9.948472563604933150e-01
1.350630085247145118e+01,5.108630919818442351e+01,2.588659121268845009e+00,9.949743897285501237e-01
1.380401651297782273e+01,4.544235948320779528e+01,2.405300338969361462e+00,9.950984553445674230e-01
1.410829463758735081e+01,4.163120182663513447e+01,2.301788889736069876e+00,9.952177230259736662e-01
1.441927988088431434e+01,3.855840464916939681e+01,2.226915300685119892e+00,9.953337720372192887e-01
1.473712008603406254e+01,3.596329269230717784e+01,2.169612586384134012e+00,9.954456691966449000e-01
1.506196635506800874e+01,3.374130808222682987e+01,2.126291293242275948e+00,9.955540590958896763e-01
1.539397312071793067e+01,3.256706320065104165e+01,2.143766815735420828e+00,9.956585425065346273e-01
1.573329821983367083e+01,3.282850894932357733e+01,2.257294411315877269e+00,9.957609096026746043e-01
1.608010296841917253e+01,3.426176521341363213e+01,2.460848540515358174e+00,9.958603401827333945e-01
1.643455223832251733e+01,3.536171065696928650e+01,2.653056615629232340e+00,9.959595608957668711e-01
1.679681453561640225e+01,3.342975037211569855e+01,2.619898623462184606e+00,9.960564747669462538e-01
1.716706208070636919e+01,2.709659961589912314e+01,2.218218120727041054e+00,9.961506740779347835e-01
1.754547089020480044e+01,2.066735331718192015e+01,1.767308719060519673e+00,9.962383573149840021e-01
1.793222086060967513e+01,2.090673090589253746e+01,1.867462058627428201e+00,9.963228242191182193e-01
1.832749585382779856e+01,2.493340474298303278e+01,2.326405125781006777e+00,9.964088931172292440e-01
1.873148378458322227e+01,2.131890579449997247e+01,2.077814492532065849e+00,9.964949130634124241e-01
1.914437670975237538e+01,1.541474626012128013e+01,1.569337463285401801e+00,9.965737829624436994e-01
1.956637091966839748e+01,1.930762786612960724e+01,2.053274356614742668e+00,9.966509753308201436e-01
1.999766703143802360e+01,1.701079468790950955e+01,1.889647372716758644e+00,9.967304741179291439e-01
2.043847008431550094e+01,1.318333859555050935e+01,1.529747221606360785e+00,9.968030721349339096e-01
2.088898963717873514e+01,1.672268376685571667e+01,2.026928108268445161e+00,9.968773507592951777e-01
2.134943986815411421e+01,1.088445570720022637e+01,1.378088745729960429e+00,9.969482907958194806e-01
2.182003967643733588e+01,1.468423050271787034e+01,1.942047125631313209e+00,9.970177828594740665e-01
2.230101278635862982e+01,9.585461266770330724e+00,1.324218616964765394e+00,9.970854738706816933e-01
2.279258785374185692e+01,1.253649815590472727e+01,1.809093508499872271e+00,9.971522851651564157e-01
2.329499857460808343e+01,9.349300893092920006e+00,1.409295329888293313e+00,9.972154296587395494e-01
2.380848379627522604e+01,8.917756965949058312e+00,1.404160039964586826e+00,9.972808504998756929e-01
2.433328763090669966e+01,1.045785971241559942e+01,1.720053242770040347e+00,9.973412424190711834e-01
2.486965957156292362e+01,7.642618006476774362e+00,1.313044162880423249e+00,9.974006436654440089e-01
2.541785461081096997e+01,6.604622945148816093e+00,1.185286425486310691e+00,9.974612043105782755e-01
2.597813336194865386e+01,7.759681552607593069e+00,1.454645882267316725e+00,9.975192611623616701e-01
2.655076218290076184e+01,8.002480351618281418e+00,1.567025635107290427e+00,9.975746290990431531e-01
2.713601330284627267e+01,7.089765481569463290e+00,1.450178479076963400e+00,9.976288788835671051e-01
2.773416495163679230e+01,6.036876592798711805e+00,1.289852309739005554e+00,9.976823630170474910e-01
2.834550149206772218e+01,5.293132762584689566e+00,1.181349974685353077e+00,9.977349731941620448e-01
2.897031355506505435e+01,4.851192409472599998e+00,1.130973400439535981e+00,9.977863393482194754e-01
2.960889817785203348e+01,4.683808237555284748e+00,1.140620304418157094e+00,9.978365711547437789e-01
3.026155894516139711e+01,4.543530126138037417e+00,1.155775557569024725e+00,9.978852116259359084e-01
3.092860613356033639e+01,4.194302789063550918e+00,1.114494615119540954e+00,9.979328660259877415e-01
3.161035685895673097e+01,3.970245436215571466e+00,1.101979846290203513e+00,9.979796640835008059e-01
3.230713522735686638e+01,3.719844805741014504e+00,1.078497690551755150e+00,9.980244928915118496e-01
3.301927248894624256e+01,3.420791627915312549e+00,1.035998485145447123e+00,9.980680318395224182e-01
3.374710719556672700e+01,3.224110830834713060e+00,1.019953949023882034e+00,9.981103769752527333e-01
3.449098536166496132e+01,2.987391737097572442e+00,9.871902972715911329e-01,9.981532146136820050e-01
3.525126062878850774e+01,2.723573259762534171e+00,9.401255718498597869e-01,9.981933401406022366e-01
3.602829443370791296e+01,2.672154333500929013e+00,9.634882961721261685e-01,9.982344544564345501e-01
