t_s,dot_x,dot_y,bg_dark_Ylin,bg_dark_Ymax_code,bg_dark_sat,leftchk_neutral_Ylin,leftchk_neutral_Ymax_code,leftchk_neutral_sat,leftchk_colour_Ylin,leftchk_colour_Ymax_code,leftchk_colour_sat,rightchk_neutral_Ylin,rightchk_neutral_Ymax_code,rightchk_neutral_sat,lamp_face_Ylin,lamp_face_Ymax_code,lamp_face_sat,leftchk_edge_rel
41.6333,506.2,301.8,0.004490,18.3,0.5746,0.010219,38.2,0.2635,0.008723,33.4,0.4124,0.308893,202.9,0.4116,0.663511,221.1,0.1730,0.10827
41.6667,505.8,299.2,0.004531,18.4,0.5775,0.010237,38.2,0.2641,0.008801,33.8,0.4128,0.310270,202.6,0.4127,0.664412,220.5,0.1732,0.11000
41.7000,506.2,297.2,0.004545,18.6,0.5819,0.010248,38.2,0.2662,0.008829,33.8,0.4129,0.310928,203.2,0.4132,0.665097,221.1,0.1728,0.11040
41.7333,506.8,294.8,0.004544,18.3,0.5806,0.010275,38.4,0.2662,0.008874,34.3,0.4131,0.311323,202.9,0.4132,0.666273,220.8,0.1731,0.10656
41.7667,506.2,292.8,0.004542,18.3,0.5796,0.010268,38.7,0.2653,0.008870,34.3,0.4130,0.311430,202.7,0.4135,0.666273,220.5,0.1730,0.10758
41.8000,505.8,293.8,0.004546,18.3,0.5832,0.010278,38.6,0.2651,0.008884,34.0,0.4120,0.311322,202.8,0.4133,0.665741,220.8,0.1739,0.11270
41.8333,505.8,293.8,0.004551,18.6,0.5854,0.010287,38.7,0.2664,0.008879,34.3,0.4119,0.311273,202.6,0.4135,0.665946,220.7,0.1735,0.11651
41.8667,506.2,294.2,0.004525,18.1,0.5860,0.010291,38.4,0.2725,0.008907,34.9,0.4100,0.311870,202.8,0.4128,0.664962,219.6,0.1712,0.08405
41.9000,505.8,293.8,0.004525,18.1,0.5860,0.010291,38.4,0.2725,0.008906,34.9,0.4100,0.311871,202.8,0.4129,0.664962,219.6,0.1712,0.08402
41.9333,505.8,293.8,0.004526,18.1,0.5860,0.010291,38.4,0.2732,0.008912,34.8,0.4097,0.311793,202.8,0.4135,0.664962,219.6,0.1712,0.08452
41.9667,505.9,294.2,0.004526,18.1,0.5860,0.010291,38.4,0.2732,0.008912,34.8,0.4097,0.311793,202.8,0.4135,0.664962,219.6,0.1712,0.08452
42.0000,505.8,294.2,0.004528,18.1,0.5864,0.010291,38.4,0.2736,0.008913,34.8,0.4092,0.311805,202.8,0.4127,0.664962,219.6,0.1712,0.08453
42.0333,505.8,293.8,0.004528,18.1,0.5864,0.010291,38.4,0.2736,0.008913,34.8,0.4092,0.311805,202.8,0.4127,0.664962,219.6,0.1712,0.08453
42.0667,505.8,293.8,0.004527,18.1,0.5841,0.010281,38.4,0.2727,0.008909,34.9,0.4095,0.311689,202.8,0.4120,0.665097,220.1,0.1727,0.08441
42.1000,505.2,293.2,0.004529,18.1,0.5851,0.010281,38.4,0.2727,0.008910,34.9,0.4092,0.311703,202.8,0.4122,0.665097,220.1,0.1727,0.08442
42.1333,505.2,292.8,0.004523,18.1,0.5828,0.010283,38.4,0.2720,0.008907,34.9,0.4090,0.311644,202.8,0.4130,0.665045,220.1,0.1727,0.08477
42.1667,505.2,292.8,0.004524,18.1,0.5831,0.010283,38.4,0.2720,0.008907,34.9,0.4100,0.311648,202.8,0.4129,0.665045,220.1,0.1727,0.08490
42.2000,505.8,292.8,0.004521,18.1,0.5802,0.010286,38.6,0.2718,0.008913,34.9,0.4098,0.311604,202.8,0.4122,0.664850,219.5,0.1749,0.08540
42.2333,505.8,292.8,0.004519,18.1,0.5802,0.010285,38.6,0.2686,0.008914,34.9,0.4091,0.311629,202.8,0.4120,0.664850,219.5,0.1749,0.08544
42.2667,505.8,291.8,0.004536,18.1,0.5815,0.010289,38.6,0.2713,0.008923,34.8,0.4098,0.311825,203.1,0.4122,0.665633,219.8,0.1735,0.08558
42.3000,506.2,291.2,0.004536,18.1,0.5815,0.010289,38.6,0.2713,0.008923,34.8,0.4105,0.311825,203.1,0.4122,0.665633,219.8,0.1735,0.08571
42.3333,506.8,291.2,0.004546,18.1,0.5870,0.010312,39.1,0.2724,0.008931,34.8,0.4091,0.311889,203.0,0.4125,0.666355,219.8,0.1738,0.08780
42.3667,506.8,291.2,0.004547,18.1,0.5864,0.010316,38.6,0.2736,0.008934,34.8,0.4102,0.311923,203.0,0.4128,0.666355,220.1,0.1746,0.08759
42.4000,506.8,291.8,0.004562,18.1,0.5870,0.010313,38.6,0.2705,0.008924,34.3,0.4105,0.311788,203.3,0.4130,0.666443,219.6,0.1726,0.09054
42.4333,506.2,291.2,0.004567,18.1,0.5862,0.010309,38.6,0.2712,0.008922,34.3,0.4090,0.311789,203.3,0.4125,0.666597,220.1,0.1733,0.09011
42.4667,506.8,291.2,0.004543,18.1,0.5822,0.010301,38.6,0.2698,0.008903,34.3,0.4117,0.311618,203.0,0.4127,0.666169,219.6,0.1725,0.09035
42.5000,506.8,290.8,0.004545,18.1,0.5821,0.010299,38.6,0.2698,0.008901,34.3,0.4120,0.311577,203.0,0.4122,0.666169,219.6,0.1725,0.09046
42.5333,506.2,290.8,0.004542,18.1,0.5852,0.010298,38.6,0.2725,0.008908,34.3,0.4117,0.311396,203.0,0.4122,0.666073,219.6,0.1718,0.09043
42.5667,506.2,291.2,0.004542,18.1,0.5852,0.010298,38.6,0.2725,0.008908,34.3,0.4117,0.311396,203.0,0.4122,0.666073,219.6,0.1718,0.09043
42.6000,506.2,290.2,0.004539,18.1,0.5823,0.010301,38.6,0.2723,0.008909,34.3,0.4119,0.311496,203.0,0.4126,0.666287,219.6,0.1710,0.09063
42.6333,506.2,289.8,0.004538,18.1,0.5812,0.010297,38.6,0.2720,0.008904,34.3,0.4121,0.311475,203.0,0.4126,0.666287,219.6,0.1710,0.09088
42.6667,506.2,289.8,0.004535,18.1,0.5796,0.010296,38.6,0.2717,0.008903,34.1,0.4118,0.311337,203.0,0.4123,0.666060,219.6,0.1721,0.08982
42.7000,505.8,289.8,0.004536,18.1,0.5801,0.010298,38.6,0.2717,0.008902,34.1,0.4118,0.311314,203.0,0.4123,0.666060,219.6,0.1721,0.08989
42.7333,505.8,289.8,0.004533,18.1,0.5789,0.010292,38.6,0.2702,0.008895,34.5,0.4120,0.311153,203.0,0.4117,0.666186,219.6,0.1717,0.09028
42.7667,505.8,289.8,0.004528,18.1,0.5787,0.010292,38.6,0.2708,0.008895,34.5,0.4117,0.311070,203.0,0.4118,0.665763,219.6,0.1720,0.09054
42.8000,505.8,289.2,0.004528,18.1,0.5781,0.010286,38.6,0.2708,0.008897,34.1,0.4126,0.311103,203.0,0.4120,0.665404,219.6,0.1724,0.09058
42.8333,505.8,288.8,0.004530,18.1,0.5798,0.010288,38.6,0.2699,0.008898,34.0,0.4140,0.311146,203.0,0.4125,0.665857,220.1,0.1731,0.09166
42.8667,506.2,288.8,0.004519,18.1,0.5839,0.010311,38.2,0.2662,0.008844,34.0,0.4127,0.310529,202.3,0.4131,0.664869,220.8,0.1724,0.11097
42.9000,505.8,288.8,0.004528,18.1,0.5889,0.010309,38.2,0.2661,0.008843,34.0,0.4125,0.310480,202.3,0.4131,0.664869,220.8,0.1724,0.11151
42.9333,506.2,288.2,0.004539,18.1,0.5773,0.010292,38.2,0.2673,0.008867,34.0,0.4122,0.310562,202.3,0.4131,0.664702,220.2,0.1730,0.10455
42.9667,507.2,288.2,0.004533,18.1,0.5798,0.010292,38.2,0.2675,0.008866,34.0,0.4127,0.310590,202.3,0.4129,0.664662,220.2,0.1730,0.10329
43.0000,507.2,288.2,0.004536,18.1,0.5792,0.010278,38.2,0.2673,0.008882,34.0,0.4122,0.310520,202.3,0.4128,0.664927,220.2,0.1726,0.10092
43.0333,507.8,288.2,0.004531,18.1,0.5794,0.010283,38.2,0.2674,0.008884,34.0,0.4131,0.310547,202.3,0.4129,0.665014,220.2,0.1723,0.10071
43.0667,507.8,288.2,0.004538,18.1,0.5827,0.010293,38.2,0.2674,0.008883,34.0,0.4121,0.310525,202.3,0.4132,0.664960,220.3,0.1719,0.09991
43.1000,507.8,288.2,0.004533,18.1,0.5803,0.010288,38.2,0.2667,0.008881,34.0,0.4121,0.310501,202.3,0.4131,0.664930,220.3,0.1721,0.10041
43.1333,508.2,288.2,0.004538,18.3,0.5812,0.010293,38.2,0.2669,0.008890,33.8,0.4119,0.310571,202.3,0.4131,0.665016,220.8,0.1727,0.10375
43.1667,508.2,288.8,0.004541,18.3,0.5806,0.010292,38.2,0.2656,0.008893,34.0,0.4116,0.310603,202.3,0.4129,0.664906,220.3,0.1731,0.10318
43.2000,508.2,287.8,0.004544,18.3,0.5817,0.010299,38.2,0.2657,0.008892,33.8,0.4118,0.310596,202.3,0.4129,0.664989,220.3,0.1731,0.10632
43.2333,508.2,287.8,0.004541,18.3,0.5812,0.010298,38.2,0.2666,0.008887,34.0,0.4110,0.310555,202.3,0.4124,0.664960,220.3,0.1728,0.10738
43.2667,507.8,287.8,0.004539,18.3,0.5788,0.010289,38.2,0.2653,0.008881,34.3,0.4115,0.310544,202.3,0.4128,0.664924,220.7,0.1727,0.10806
43.3000,507.2,287.8,0.004538,18.3,0.5790,0.010289,38.2,0.2654,0.008883,34.3,0.4111,0.310557,202.3,0.4129,0.665047,220.8,0.1728,0.10805
43.3333,507.2,287.2,0.004538,18.3,0.5829,0.010290,38.2,0.2647,0.008882,33.8,0.4105,0.310503,202.3,0.4125,0.664882,220.7,0.1724,0.11018
43.3667,506.2,287.2,0.004536,18.3,0.5819,0.010303,38.2,0.2636,0.008885,33.8,0.4105,0.310506,202.3,0.4125,0.665030,220.3,0.1720,0.11192
43.4000,506.2,286.8,0.004533,18.3,0.5787,0.010289,38.2,0.2607,0.008876,34.0,0.4102,0.310534,202.3,0.4125,0.665039,220.3,0.1719,0.11246
43.4333,506.8,286.8,0.004538,18.3,0.5815,0.010299,38.2,0.2621,0.008877,34.3,0.4107,0.310482,202.3,0.4123,0.664978,220.7,0.1727,0.11391
43.4667,505.8,287.2,0.004537,18.3,0.5812,0.010297,38.2,0.2628,0.008882,34.0,0.4104,0.310494,202.3,0.4123,0.664961,220.3,0.1735,0.11458
43.5000,505.8,286.8,0.004540,18.6,0.5818,0.010298,38.2,0.2627,0.008880,34.0,0.4106,0.310423,202.3,0.4124,0.664994,220.7,0.1724,0.11499
43.5333,506.2,287.2,0.004526,18.3,0.5787,0.010292,38.4,0.2627,0.008873,34.0,0.4100,0.310302,202.3,0.4121,0.665216,220.7,0.1726,0.11323
43.5667,506.2,287.2,0.004532,18.6,0.5821,0.010298,38.2,0.2643,0.008883,33.8,0.4105,0.310316,202.3,0.4124,0.665120,220.2,0.1723,0.11397
43.6000,506.2,287.2,0.004534,18.3,0.5808,0.010300,38.2,0.2627,0.008883,34.0,0.4100,0.310483,202.3,0.4126,0.665089,220.7,0.1727,0.11583
43.6333,506.8,287.2,0.004536,18.6,0.5813,0.010300,38.2,0.2623,0.008877,34.0,0.4105,0.310386,202.3,0.4125,0.665074,220.7,0.1722,0.11607
43.6667,507.2,286.8,0.004535,18.6,0.5819,0.010288,38.2,0.2634,0.008886,34.3,0.4107,0.310456,202.3,0.4121,0.665223,220.3,0.1722,0.11439
43.7000,507.2,287.2,0.004536,18.6,0.5819,0.010293,38.2,0.2633,0.008888,34.3,0.4110,0.310449,202.3,0.4125,0.665117,220.3,0.1721,0.11438
43.7333,507.2,286.8,0.004534,18.3,0.5813,0.010295,38.2,0.2621,0.008877,34.0,0.4104,0.310273,202.3,0.4124,0.665015,220.7,0.1728,0.11579
43.7667,508.2,286.2,0.004535,18.3,0.5817,0.010292,38.2,0.2616,0.008878,34.0,0.4109,0.310265,202.5,0.4125,0.664950,220.7,0.1720,0.11584
43.8000,508.8,286.2,0.004526,18.3,0.5784,0.010285,38.2,0.2607,0.008873,34.0,0.4104,0.310295,202.3,0.4123,0.664861,220.3,0.1722,0.11254
43.8333,508.2,285.8,0.004538,18.6,0.5853,0.010306,38.2,0.2639,0.008875,34.0,0.4110,0.310362,202.3,0.4126,0.665262,220.7,0.1723,0.11761
43.8667,508.8,284.8,0.004525,18.6,0.5853,0.010304,38.2,0.2640,0.008827,33.8,0.4127,0.309607,202.4,0.4129,0.664365,219.6,0.1735,0.11885
43.9000,507.8,284.8,0.004526,18.6,0.5858,0.010303,38.2,0.2642,0.008826,33.8,0.4129,0.309607,202.4,0.4129,0.664365,219.6,0.1735,0.11818
43.9333,507.8,283.8,0.004524,18.6,0.5847,0.010303,38.2,0.2652,0.008814,33.8,0.4130,0.309439,202.4,0.4125,0.664261,219.6,0.1733,0.11668
43.9667,508.2,282.8,0.004515,18.6,0.5854,0.010303,38.2,0.2644,0.008792,33.8,0.4141,0.307115,202.4,0.4138,0.663532,219.6,0.1733,0.11594
44.0000,508.8,282.8,0.004497,18.6,0.5871,0.010300,38.2,0.2643,0.008754,33.8,0.4151,0.306689,202.3,0.4138,0.662771,219.6,0.1734,0.11372
44.0333,508.2,281.8,0.004495,18.6,0.5873,0.010294,38.2,0.2647,0.008758,33.8,0.4143,0.306692,202.4,0.4139,0.663517,219.6,0.1732,0.11329
44.0667,480.8,230.3,0.004437,18.1,0.5793,0.010221,38.6,0.2680,0.008671,33.8,0.4139,0.304081,201.3,0.4136,0.659490,219.6,0.1738,0.10420
44.1000,480.9,230.3,0.004394,18.1,0.5768,0.010062,38.2,0.2698,0.008618,33.8,0.4121,0.300224,201.3,0.4142,0.653894,218.5,0.1735,0.10341
44.1333,480.3,230.9,0.004354,17.6,0.5760,0.009771,37.2,0.2697,0.008466,34.0,0.4104,0.298359,200.7,0.4129,0.651328,218.5,0.1738,0.10229
44.1667,480.3,228.9,0.004312,17.6,0.5778,0.009713,37.2,0.2717,0.008387,33.5,0.4104,0.294148,199.6,0.4135,0.645503,217.4,0.1761,0.10328
44.2000,476.2,223.2,0.004306,17.6,0.5772,0.009725,37.2,0.2712,0.008393,33.5,0.4094,0.293874,199.9,0.4135,0.645606,217.5,0.1753,0.10696
44.2333,476.2,223.2,0.004321,18.1,0.5801,0.009716,37.2,0.2685,0.008412,33.5,0.4086,0.296601,199.9,0.4131,0.647758,218.4,0.1745,0.10645
44.2667,475.2,223.8,0.004353,18.1,0.5791,0.009769,37.2,0.2658,0.008460,34.0,0.4096,0.297816,201.3,0.4131,0.648898,219.1,0.1744,0.10903
44.3000,459.2,152.8,0.004364,18.3,0.5806,0.009880,37.2,0.2622,0.008489,33.8,0.4111,0.299720,201.3,0.4128,0.653672,218.6,0.1731,0.10945
44.3333,459.2,153.2,0.004364,18.3,0.5827,0.009827,37.3,0.2631,0.008468,33.5,0.4107,0.298556,200.6,0.4130,0.653010,218.7,0.1734,0.11209
44.3667,458.8,152.8,0.004329,18.3,0.5812,0.009723,37.2,0.2677,0.008421,33.8,0.4085,0.294377,199.6,0.4134,0.645797,217.5,0.1750,0.11325
44.4000,458.8,153.2,0.004287,17.6,0.5800,0.009706,36.7,0.2639,0.008352,33.5,0.4094,0.292531,199.6,0.4128,0.644367,217.5,0.1745,0.11392
44.4333,458.8,152.8,0.004251,17.6,0.5797,0.009647,36.6,0.2626,0.008295,33.2,0.4108,0.288476,198.9,0.4133,0.638032,217.4,0.1751,0.11596
44.4667,458.8,152.8,0.004221,17.6,0.5784,0.009570,36.1,0.2595,0.008132,33.0,0.4104,0.286401,198.3,0.4130,0.636875,216.5,0.1749,0.11766
44.5000,458.8,152.8,0.004191,17.6,0.5779,0.009453,36.1,0.2610,0.008104,32.9,0.4080,0.282300,197.3,0.4134,0.630778,215.8,0.1748,0.11871
44.5333,458.2,152.8,0.004122,17.6,0.5689,0.009242,35.8,0.2608,0.007896,32.2,0.4066,0.280233,196.5,0.4125,0.628851,215.7,0.1732,0.10323
44.5667,458.2,152.8,0.004087,17.1,0.5674,0.009083,35.6,0.2652,0.007849,32.2,0.4073,0.276115,195.4,0.4139,0.623146,214.7,0.1728,0.10098
44.6000,458.2,152.8,0.004068,16.2,0.5682,0.009001,35.1,0.2620,0.007784,31.9,0.4074,0.273797,195.4,0.4128,0.621723,214.8,0.1728,0.10617
44.6333,457.8,152.2,0.004028,16.2,0.5727,0.008926,35.1,0.2574,0.007696,31.2,0.4077,0.269714,194.3,0.4138,0.615366,213.8,0.1738,0.10925
44.6667,457.8,152.2,0.003987,16.1,0.5723,0.008868,34.7,0.2614,0.007582,31.1,0.4076,0.267490,193.8,0.4130,0.613966,213.5,0.1733,0.10055
44.7000,457.2,152.2,0.003945,16.1,0.5759,0.008839,34.7,0.2641,0.007494,31.1,0.4097,0.264434,193.2,0.4140,0.607405,212.5,0.1731,0.10019
44.7333,457.2,151.8,0.003913,16.1,0.5689,0.008765,34.6,0.2617,0.007384,30.9,0.4076,0.261163,191.9,0.4129,0.605587,212.3,0.1727,0.10454
44.7667,457.2,151.8,0.003886,16.1,0.5700,0.008557,34.6,0.2679,0.007306,30.6,0.4093,0.257389,191.3,0.4131,0.599043,211.5,0.1731,0.11032
44.8000,457.8,151.2,0.003837,16.1,0.5686,0.008434,33.7,0.2686,0.007225,30.9,0.4101,0.255990,191.5,0.4121,0.597939,211.5,0.1728,0.10127
44.8333,457.8,151.2,0.003812,16.1,0.5721,0.008382,33.7,0.2651,0.007207,30.3,0.4083,0.252405,190.8,0.4134,0.593166,210.8,0.1731,0.10362
44.8667,457.8,150.2,0.003741,15.6,0.5739,0.008235,33.2,0.2758,0.007035,29.6,0.4093,0.249131,189.2,0.4123,0.587628,210.8,0.1725,0.08780
44.9000,458.8,149.8,0.003731,15.6,0.5771,0.008235,33.2,0.2639,0.007000,29.6,0.4082,0.244990,188.2,0.4136,0.580962,209.8,0.1734,0.08777
44.9333,458.2,150.2,0.003713,14.6,0.5733,0.008099,32.9,0.2642,0.006941,29.5,0.4070,0.242777,187.5,0.4125,0.579486,209.8,0.1725,0.08648
44.9667,458.8,150.2,0.003689,14.6,0.5725,0.007943,32.9,0.2682,0.006856,28.9,0.4089,0.238531,186.4,0.4137,0.573159,208.8,0.1729,0.08954
45.0000,458.8,149.8,0.003651,14.8,0.5772,0.007867,32.6,0.2644,0.006732,28.9,0.4109,0.236047,185.8,0.4132,0.570550,207.2,0.1725,0.08899
45.0333,458.2,150.2,0.003628,14.8,0.5716,0.007791,32.6,0.2610,0.006624,28.9,0.4146,0.232009,184.8,0.4147,0.563132,206.0,0.1719,0.08907
45.0667,458.8,150.2,0.003605,14.8,0.5828,0.007607,31.9,0.2664,0.006545,29.2,0.4134,0.229488,184.5,0.4133,0.559801,205.9,0.1726,0.08767
45.1000,458.2,150.8,0.003573,14.8,0.5844,0.007555,31.9,0.2627,0.006511,28.9,0.4153,0.225752,182.8,0.4145,0.554495,205.0,0.1731,0.08558
45.1333,457.8,150.8,0.003509,14.5,0.5704,0.007325,31.6,0.2541,0.006383,27.9,0.4178,0.223177,181.9,0.4129,0.551976,205.0,0.1718,0.08424
45.1667,457.8,150.8,0.003488,14.5,0.5767,0.007207,30.1,0.2572,0.006258,27.5,0.4209,0.219982,181.0,0.4141,0.546910,204.0,0.1715,0.08341
45.2000,457.9,150.2,0.003465,14.3,0.5773,0.007172,30.1,0.2522,0.006198,27.1,0.4175,0.217038,180.8,0.4128,0.541239,204.0,0.1721,0.08441
45.2333,457.8,150.8,0.003437,13.8,0.5812,0.007137,29.6,0.2524,0.006123,27.1,0.4194,0.213887,180.0,0.4137,0.535272,203.0,0.1728,0.08313
45.2667,457.2,150.9,0.003411,13.8,0.5817,0.007052,29.9,0.2542,0.006064,27.1,0.4143,0.210667,178.9,0.4128,0.530787,203.0,0.1717,0.08195
45.3000,456.8,150.2,0.003360,13.8,0.5903,0.006944,29.9,0.2557,0.006041,27.1,0.4151,0.207503,178.0,0.4138,0.526341,201.2,0.1721,0.08296
45.3333,456.2,150.8,0.003291,13.8,0.5938,0.006792,28.9,0.2565,0.005995,26.8,0.4112,0.204437,176.9,0.4121,0.521630,200.2,0.1735,0.08456
45.3667,456.3,150.8,0.003258,13.8,0.5997,0.006733,28.9,0.2600,0.005864,26.3,0.4139,0.201179,175.9,0.4121,0.515763,199.0,0.1743,0.08436
45.4000,456.9,151.2,0.003211,13.8,0.5963,0.006709,28.4,0.2574,0.005765,25.6,0.4044,0.198276,175.0,0.4117,0.511382,199.0,0.1712,0.08092
45.4333,456.9,151.2,0.003169,13.8,0.5968,0.006607,28.1,0.2562,0.005684,25.6,0.4058,0.195048,174.2,0.4134,0.506495,198.0,0.1731,0.08309
45.4667,456.3,151.3,0.003124,13.6,0.5996,0.006538,28.1,0.2562,0.005642,25.2,0.4053,0.191857,173.0,0.4127,0.500366,197.0,0.1740,0.08197
45.5000,456.3,151.3,0.003098,13.6,0.6018,0.006352,28.1,0.2571,0.005616,25.2,0.4041,0.188635,172.1,0.4121,0.494693,196.0,0.1740,0.08409
45.5333,457.3,150.3,0.003062,12.8,0.6074,0.006268,27.1,0.2459,0.005530,25.3,0.4047,0.185698,170.9,0.4120,0.488820,196.0,0.1723,0.08597
45.5667,457.2,150.8,0.003033,12.8,0.6045,0.006223,27.1,0.2413,0.005432,24.8,0.4051,0.182564,170.5,0.4131,0.482560,194.2,0.1734,0.08733
45.6000,457.2,149.8,0.002995,12.8,0.6051,0.006144,27.1,0.2423,0.005353,25.3,0.4039,0.179562,168.8,0.4121,0.478458,193.4,0.1727,0.09052
45.6333,457.3,148.8,0.002964,12.8,0.6043,0.006071,27.1,0.2469,0.005244,24.1,0.4086,0.176541,168.0,0.4129,0.472697,191.4,0.1737,0.09746
45.6667,457.8,148.8,0.002917,12.8,0.6027,0.005975,26.9,0.2527,0.005170,23.8,0.4080,0.173720,167.2,0.4122,0.467133,191.2,0.1732,0.09409
45.7000,457.9,148.2,0.002856,11.9,0.6104,0.005893,26.9,0.2497,0.005114,24.3,0.4095,0.170458,165.9,0.4125,0.461276,190.0,0.1742,0.09865
45.7333,458.3,148.3,0.002804,12.8,0.6103,0.005866,26.9,0.2417,0.005081,23.8,0.4088,0.167497,164.5,0.4119,0.455553,189.7,0.1724,0.09617
45.7667,457.9,148.2,0.002749,12.8,0.6124,0.005815,26.1,0.2377,0.005022,23.3,0.4117,0.164366,163.8,0.4128,0.450298,188.1,0.1744,0.09965
45.8000,458.3,147.3,0.002702,11.9,0.6006,0.005621,26.1,0.2418,0.004943,23.3,0.4079,0.162457,162.6,0.4115,0.446573,187.5,0.1734,0.10094
45.8333,458.3,148.3,0.002724,11.9,0.6040,0.005620,26.1,0.2532,0.004889,22.8,0.4089,0.159387,161.5,0.4128,0.441055,186.4,0.1741,0.12222
45.8667,457.9,148.2,0.002670,11.9,0.6072,0.005522,25.1,0.2572,0.004780,22.5,0.4118,0.156055,160.2,0.4123,0.434020,185.5,0.1733,0.12551
45.9000,457.9,148.8,0.002649,11.6,0.6066,0.005494,25.1,0.2600,0.004760,22.5,0.4134,0.153349,159.5,0.4143,0.429152,185.5,0.1739,0.12312
45.9333,457.3,148.3,0.002619,11.6,0.6057,0.005317,24.3,0.2614,0.004706,22.2,0.4145,0.149968,158.2,0.4137,0.422416,183.5,0.1738,0.10848
45.9667,457.2,147.9,0.002589,11.9,0.6077,0.005166,24.3,0.2622,0.004624,21.8,0.4180,0.147338,156.9,0.4146,0.417092,182.5,0.1743,0.10570
46.0000,457.3,146.8,0.002571,11.6,0.6012,0.005130,24.1,0.2581,0.004517,21.2,0.4222,0.144484,155.5,0.4137,0.410707,181.5,0.1719,0.09638
46.0333,457.3,147.3,0.002542,11.6,0.6038,0.005105,23.9,0.2592,0.004440,21.2,0.4264,0.141898,154.9,0.4132,0.405534,180.5,0.1747,0.09110
46.0667,457.9,146.8,0.002502,11.1,0.5925,0.005014,23.3,0.2535,0.004393,21.2,0.4228,0.138802,153.5,0.4141,0.398490,179.0,0.1719,0.08525
46.1000,456.9,146.2,0.002459,11.1,0.5976,0.004959,23.3,0.2548,0.004342,20.8,0.4237,0.136026,152.8,0.4140,0.393763,178.7,0.1730,0.08574
46.1333,457.3,145.2,0.002410,10.6,0.5941,0.004839,23.3,0.2538,0.004260,20.5,0.4260,0.133223,151.5,0.4133,0.387900,176.4,0.1748,0.08783
46.1667,457.9,144.8,0.002389,10.3,0.5971,0.004733,23.1,0.2526,0.004210,20.4,0.4268,0.130279,149.6,0.4136,0.380583,175.4,0.1725,0.08832
46.2000,457.9,144.8,0.002386,10.0,0.5937,0.004675,22.1,0.2477,0.004173,19.2,0.4265,0.129775,149.6,0.4133,0.379673,175.4,0.1727,0.09000
46.2333,457.9,144.8,0.002078,9.0,0.5866,0.004010,19.3,0.2696,0.003552,17.6,0.4158,0.096277,129.8,0.4113,0.277227,151.3,0.1776,0.08530
46.2667,-1.0,-1.0,0.001763,8.3,0.5249,0.003258,16.6,0.3114,0.002947,15.1,0.4170,0.067961,109.8,0.4111,0.193208,128.1,0.1737,0.08926
46.3000,-1.0,-1.0,0.001415,6.4,0.5349,0.002609,14.3,0.3363,0.002366,12.7,0.4235,0.045529,90.2,0.4115,0.125984,105.2,0.1674,0.09452
46.3333,-1.0,-1.0,0.001076,4.9,0.7112,0.002085,10.6,0.2915,0.001844,9.9,0.4215,0.028146,70.4,0.4122,0.074839,81.9,0.1744,0.10548
46.3667,-1.0,-1.0,0.000774,4.1,0.6586,0.001459,8.1,0.1226,0.001294,6.5,0.3972,0.015446,50.2,0.4134,0.038718,58.7,0.1715,0.13437
46.4000,-1.0,-1.0,0.000391,3.0,0.1524,0.000822,5.0,0.0226,0.000770,4.1,0.3332,0.006905,30.3,0.4219,0.015461,35.3,0.1741,0.09595
46.4333,-1.0,-1.0,0.000060,1.0,0.0002,0.000314,2.0,0.0086,0.000303,1.6,0.0165,0.001880,10.6,0.4046,0.003458,12.1,0.1904,0.06260
46.4667,-1.0,-1.0,0.000000,0.0,0.0000,0.000186,1.0,0.0000,0.000151,1.6,0.0072,0.001292,8.0,0.3796,0.002660,10.1,0.2379,0.39445
46.5000,-1.0,-1.0,0.000304,2.0,0.0000,0.000515,3.0,0.0015,0.000485,2.6,0.2237,0.004301,22.6,0.4180,0.009951,28.1,0.1936,0.15199
46.5333,-1.0,-1.0,0.000525,3.0,0.2003,0.000962,5.0,0.0181,0.000823,5.3,0.2551,0.008735,37.1,0.4151,0.023443,46.0,0.1824,0.10243
46.5667,-1.0,-1.0,0.000792,4.5,0.6826,0.001404,8.0,0.0901,0.001237,6.6,0.3961,0.015151,51.7,0.4137,0.043715,63.1,0.1594,0.12807
46.6000,-1.0,-1.0,0.001012,5.0,0.6436,0.001813,9.6,0.2869,0.001632,8.7,0.4233,0.023633,66.3,0.4092,0.071992,80.9,0.1738,0.13506
46.6333,-1.0,-1.0,0.001135,5.5,0.6202,0.002157,11.4,0.2833,0.001920,9.9,0.4014,0.034333,81.1,0.4099,0.108489,99.1,0.1677,0.11988
46.6667,459.4,147.9,0.001438,7.3,0.5281,0.002585,14.3,0.2811,0.002294,12.1,0.3941,0.047701,95.3,0.4106,0.154537,116.9,0.1719,0.10289
46.7000,459.3,147.8,0.001565,7.3,0.5210,0.002990,15.3,0.2970,0.002620,13.4,0.4231,0.063143,109.7,0.4126,0.209128,135.0,0.1740,0.13357
46.7333,459.3,147.8,0.001575,7.3,0.5427,0.002992,15.3,0.2941,0.002622,13.4,0.4282,0.063145,109.7,0.4126,0.209134,135.0,0.1738,0.13465
46.7667,459.3,147.8,0.001584,7.4,0.5539,0.002996,15.6,0.2945,0.002633,13.4,0.4278,0.063149,109.7,0.4127,0.209113,135.0,0.1736,0.13970
46.8000,459.3,147.8,0.001584,7.4,0.5539,0.002996,15.6,0.2945,0.002633,13.4,0.4278,0.063149,109.7,0.4127,0.209113,135.0,0.1736,0.13970
