t_s,dot_x,dot_y,bg_dark_Ylin,bg_dark_Ymax_code,bg_dark_sat,leftchk_neutral_Ylin,leftchk_neutral_Ymax_code,leftchk_neutral_sat,leftchk_colour_Ylin,leftchk_colour_Ymax_code,leftchk_colour_sat,rightchk_neutral_Ylin,rightchk_neutral_Ymax_code,rightchk_neutral_sat,lamp_face_Ylin,lamp_face_Ymax_code,lamp_face_sat,leftchk_edge_rel
27.0000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.0333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.0667,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.1000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.1333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.1667,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.2000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.2333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.2667,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.3000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.3333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.3667,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.4000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.4333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.4667,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.5000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.5333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.5667,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.6000,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.6333,-1.0,-1.0,0.001665,7.3,0.5898,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.6667,-1.0,-1.0,0.001665,7.3,0.5899,0.003122,16.4,0.3021,0.002776,14.6,0.4293,0.067887,113.5,0.4130,0.222798,138.9,0.1749,0.15132
27.7000,458.3,145.9,0.001845,7.5,0.5751,0.003394,17.6,0.2996,0.003045,15.6,0.4085,0.074858,119.3,0.4130,0.242699,144.9,0.1732,0.13434
27.7333,458.3,145.9,0.001751,7.9,0.5911,0.003316,17.3,0.3049,0.002911,15.1,0.4226,0.073793,118.2,0.4116,0.238652,142.8,0.1740,0.13018
27.7667,458.3,145.9,0.001758,7.9,0.5943,0.003313,16.9,0.3095,0.002916,15.5,0.4230,0.074513,119.3,0.4125,0.242314,145.0,0.1744,0.13497
27.8000,457.9,145.8,0.001765,7.9,0.5869,0.003315,16.6,0.3089,0.002913,15.4,0.4234,0.074781,118.7,0.4129,0.241934,143.9,0.1749,0.12900
27.8333,457.9,146.2,0.001746,7.4,0.5969,0.003273,16.9,0.3068,0.002903,15.1,0.4228,0.073748,118.0,0.4120,0.238602,142.5,0.1743,0.13459
27.8667,457.9,145.8,0.001749,7.4,0.6049,0.003261,16.3,0.3012,0.002905,14.6,0.4212,0.073182,117.3,0.4135,0.238148,142.6,0.1760,0.14012
27.9000,457.3,145.9,0.001743,7.4,0.6041,0.003246,16.4,0.3026,0.002900,14.6,0.4211,0.073391,117.2,0.4135,0.238349,142.9,0.1742,0.14116
27.9333,456.9,145.8,0.001791,7.4,0.5818,0.003303,16.3,0.3046,0.002928,14.6,0.4172,0.075055,119.1,0.4125,0.242709,144.8,0.1734,0.13202
27.9667,456.3,145.2,0.001806,7.4,0.5815,0.003310,16.4,0.3038,0.002937,14.6,0.4181,0.075640,120.3,0.4130,0.244752,145.9,0.1735,0.13314
28.0000,456.3,145.2,0.001848,8.3,0.5664,0.003342,16.6,0.3013,0.002969,15.2,0.4182,0.076632,120.3,0.4133,0.246689,145.6,0.1749,0.13554
28.0333,456.3,145.2,0.001854,8.3,0.5683,0.003344,16.6,0.2987,0.002971,15.1,0.4208,0.077772,121.5,0.4125,0.250035,146.8,0.1751,0.13520
28.0667,455.9,144.8,0.001873,8.3,0.5681,0.003393,16.6,0.2971,0.003004,15.4,0.4202,0.078893,121.5,0.4128,0.253887,146.8,0.1748,0.12979
28.1000,455.9,144.3,0.001880,8.3,0.5684,0.003401,17.6,0.2941,0.003009,15.3,0.4239,0.079984,122.5,0.4132,0.257224,147.5,0.1756,0.13021
28.1333,455.3,143.9,0.001890,8.4,0.5719,0.003459,17.4,0.2923,0.003042,15.6,0.4243,0.080917,122.6,0.4123,0.258922,148.5,0.1755,0.13033
28.1667,454.9,144.3,0.001898,8.6,0.5687,0.003461,17.4,0.2950,0.003049,15.4,0.4255,0.081850,123.3,0.4132,0.262588,149.3,0.1756,0.12865
28.2000,454.3,143.9,0.001921,8.6,0.5610,0.003503,17.4,0.2909,0.003103,15.6,0.4233,0.083366,124.3,0.4114,0.266146,149.3,0.1745,0.12493
28.2333,454.9,143.2,0.001932,9.0,0.5787,0.003508,17.7,0.3003,0.003116,15.8,0.4247,0.084378,124.8,0.4126,0.269386,150.3,0.1741,0.12759
28.2667,454.9,143.2,0.001943,9.0,0.5860,0.003538,17.6,0.3028,0.003145,15.8,0.4253,0.085349,125.8,0.4128,0.270832,151.3,0.1745,0.12534
28.3000,454.3,143.2,0.001949,8.6,0.5881,0.003541,17.9,0.3038,0.003152,16.1,0.4258,0.086374,127.3,0.4126,0.274700,152.8,0.1754,0.12453
28.3333,454.3,143.2,0.001978,8.6,0.5618,0.003629,17.9,0.2889,0.003238,16.6,0.4142,0.087797,127.3,0.4123,0.277270,152.8,0.1753,0.10855
28.3667,454.3,143.2,0.001992,8.6,0.5640,0.003637,17.9,0.2877,0.003251,16.6,0.4157,0.088811,128.3,0.4112,0.281409,154.3,0.1763,0.10733
28.4000,454.3,142.9,0.002016,9.3,0.5829,0.003660,18.3,0.2894,0.003302,16.9,0.4162,0.090475,128.8,0.4116,0.285215,154.8,0.1749,0.11015
28.4333,454.3,142.9,0.002025,9.3,0.5857,0.003659,18.3,0.2881,0.003304,17.1,0.4195,0.091271,129.3,0.4120,0.286327,154.5,0.1766,0.10951
28.4667,454.3,142.9,0.002049,9.3,0.5698,0.003735,18.9,0.2822,0.003333,17.4,0.4172,0.092045,129.6,0.4122,0.290089,154.8,0.1766,0.10137
28.5000,453.9,142.9,0.002055,9.3,0.5696,0.003769,18.9,0.2779,0.003336,17.6,0.4181,0.093641,130.8,0.4107,0.293263,156.3,0.1746,0.09979
28.5333,453.9,142.9,0.002069,9.3,0.5870,0.003839,19.3,0.2784,0.003388,17.8,0.4220,0.094920,131.8,0.4124,0.297344,157.3,0.1734,0.11205
28.5667,453.9,142.9,0.002072,9.6,0.5924,0.003860,19.1,0.2802,0.003391,17.8,0.4235,0.096122,131.8,0.4130,0.299436,158.8,0.1735,0.11318
28.6000,453.9,142.9,0.002084,9.3,0.5754,0.003951,19.4,0.2792,0.003447,17.8,0.4199,0.096943,132.6,0.4124,0.301828,158.3,0.1743,0.09507
28.6333,453.9,142.9,0.002094,9.3,0.5733,0.003951,19.4,0.2790,0.003456,17.8,0.4194,0.098514,133.3,0.4111,0.304993,159.5,0.1738,0.09502
28.6667,453.9,142.9,0.002103,9.4,0.5843,0.003957,19.4,0.2806,0.003480,17.8,0.4257,0.099987,134.6,0.4119,0.309932,161.3,0.1732,0.09924
28.7000,453.9,142.9,0.002103,9.6,0.5917,0.003962,19.4,0.2798,0.003479,17.8,0.4285,0.101066,134.6,0.4116,0.312127,160.8,0.1737,0.09922
28.7333,453.3,142.2,0.002127,9.3,0.5785,0.003987,19.4,0.2795,0.003565,18.3,0.4195,0.101855,135.9,0.4122,0.314502,161.3,0.1743,0.09893
28.7667,141.8,197.8,0.002123,9.3,0.5763,0.003991,19.4,0.2793,0.003576,17.8,0.4137,0.103537,136.9,0.4109,0.319062,162.0,0.1726,0.22761
28.8000,141.2,196.8,0.002149,9.6,0.5950,0.004023,19.3,0.2782,0.003636,18.1,0.4163,0.104897,137.9,0.4124,0.323955,163.1,0.1726,0.23261
28.8333,141.8,196.2,0.002151,9.4,0.6106,0.004029,19.4,0.2873,0.003643,17.8,0.4203,0.105592,137.6,0.4133,0.324663,163.3,0.1730,0.24183
28.8667,141.2,196.2,0.002243,9.3,0.5772,0.004220,20.3,0.2639,0.003715,19.3,0.4101,0.108194,139.2,0.4101,0.330017,164.0,0.1695,0.20951
28.9000,141.2,195.2,0.002249,9.3,0.5786,0.004229,20.1,0.2623,0.003728,19.3,0.4158,0.108872,139.2,0.4116,0.331409,164.0,0.1690,0.21094
28.9333,141.2,195.2,0.002274,9.3,0.5741,0.004252,20.4,0.2584,0.003753,19.0,0.4163,0.109761,139.6,0.4119,0.335823,167.0,0.1710,0.21047
28.9667,141.2,194.8,0.002272,9.3,0.5772,0.004251,20.4,0.2582,0.003764,19.0,0.4177,0.111682,140.6,0.4116,0.336960,167.0,0.1698,0.20765
29.0000,140.8,194.2,0.002290,9.3,0.5763,0.004300,20.4,0.2506,0.003833,19.0,0.4188,0.112529,140.6,0.4114,0.340717,167.3,0.1702,0.20706
29.0333,140.8,193.2,0.002285,9.3,0.5794,0.004309,20.4,0.2536,0.003843,19.0,0.4175,0.114321,141.9,0.4118,0.344326,168.3,0.1696,0.20918
29.0667,140.8,192.2,0.002298,9.3,0.5820,0.004340,20.3,0.2562,0.003902,19.6,0.4148,0.114954,142.2,0.4123,0.348674,168.5,0.1691,0.21092
29.1000,141.2,191.8,0.002291,9.3,0.5848,0.004350,20.4,0.2590,0.003911,20.5,0.4150,0.117012,143.2,0.4107,0.351174,169.3,0.1708,0.20592
29.1333,140.8,192.2,0.002302,9.3,0.5853,0.004430,21.3,0.2538,0.003990,19.6,0.4090,0.117841,144.6,0.4108,0.354181,169.1,0.1748,0.20850
29.1667,140.8,191.8,0.002299,9.3,0.5887,0.004489,21.3,0.2484,0.004007,19.6,0.4120,0.119787,144.9,0.4097,0.357438,170.8,0.1736,0.20573
29.2000,140.8,191.8,0.002320,10.0,0.5874,0.004570,21.4,0.2442,0.004072,20.2,0.4143,0.120939,145.3,0.4101,0.359503,170.8,0.1714,0.20521
29.2333,141.2,191.8,0.002316,10.0,0.5896,0.004575,21.4,0.2421,0.004082,20.2,0.4149,0.122595,146.2,0.4106,0.363624,171.6,0.1698,0.20446
29.2667,140.8,191.8,0.002340,10.0,0.5915,0.004601,21.4,0.2422,0.004120,20.2,0.4149,0.123789,146.8,0.4105,0.365173,172.3,0.1713,0.20070
29.3000,140.8,191.8,0.002341,10.0,0.5979,0.004600,21.4,0.2455,0.004119,20.2,0.4155,0.125310,147.1,0.4106,0.369854,173.0,0.1705,0.20103
29.3333,141.2,191.2,0.002328,10.0,0.5862,0.004623,21.4,0.2441,0.004131,19.6,0.4214,0.126216,147.8,0.4113,0.372186,173.8,0.1706,0.19802
29.3667,141.2,191.2,0.002338,10.0,0.5898,0.004622,21.4,0.2444,0.004149,19.6,0.4187,0.128037,148.5,0.4103,0.376211,175.0,0.1701,0.19835
29.4000,141.2,191.2,0.002363,10.0,0.5981,0.004683,22.4,0.2443,0.004200,19.6,0.4239,0.129216,149.1,0.4119,0.379602,175.1,0.1707,0.19638
29.4333,141.8,190.8,0.002372,10.0,0.5983,0.004717,22.4,0.2447,0.004217,19.6,0.4229,0.130942,150.1,0.4110,0.382880,176.1,0.1703,0.19750
29.4667,141.8,190.8,0.002380,10.0,0.6005,0.004765,22.4,0.2451,0.004261,20.2,0.4260,0.132138,150.5,0.4128,0.386149,176.7,0.1719,0.19755
29.5000,142.8,190.2,0.002386,10.0,0.5991,0.004804,22.9,0.2466,0.004271,20.2,0.4252,0.133861,151.1,0.4121,0.389093,176.7,0.1712,0.20008
29.5333,143.2,190.2,0.002421,10.1,0.5958,0.004878,22.9,0.2456,0.004337,20.5,0.4236,0.134987,151.5,0.4122,0.392324,177.2,0.1719,0.19707
29.5667,143.8,190.2,0.002435,10.0,0.5934,0.004948,22.9,0.2456,0.004357,20.5,0.4219,0.136704,152.6,0.4114,0.394681,177.7,0.1702,0.20094
29.6000,144.2,189.8,0.002488,10.3,0.5880,0.005005,23.3,0.2459,0.004411,20.5,0.4178,0.138107,152.8,0.4130,0.396947,177.7,0.1720,0.19735
29.6333,144.8,190.2,0.002499,10.3,0.5880,0.005010,23.3,0.2464,0.004424,20.5,0.4179,0.139795,153.6,0.4113,0.401113,179.2,0.1706,0.19662
29.6667,145.2,190.2,0.002530,11.0,0.5889,0.005079,23.9,0.2457,0.004461,21.2,0.4176,0.140615,153.6,0.4126,0.403095,179.2,0.1716,0.19412
29.7000,145.2,189.8,0.002538,11.0,0.5901,0.005083,23.9,0.2455,0.004470,21.2,0.4176,0.142765,154.9,0.4102,0.406990,180.2,0.1706,0.19315
29.7333,145.8,189.2,0.002548,11.0,0.5924,0.005107,23.9,0.2463,0.004517,21.2,0.4171,0.143523,155.6,0.4120,0.408888,180.4,0.1733,0.19807
29.7667,145.8,189.8,0.002557,11.1,0.5948,0.005108,23.9,0.2453,0.004525,21.2,0.4166,0.145736,156.0,0.4102,0.413605,181.4,0.1724,0.19733
29.8000,145.8,189.8,0.002572,11.6,0.5956,0.005135,23.9,0.2466,0.004579,21.6,0.4157,0.147651,157.2,0.4119,0.415545,182.7,0.1721,0.19925
29.8333,145.2,189.8,0.002578,11.6,0.6018,0.005143,23.9,0.2518,0.004595,21.8,0.4168,0.148632,157.2,0.4119,0.419573,182.9,0.1724,0.20478
29.8667,145.8,189.8,0.002612,11.9,0.5983,0.005262,24.9,0.2632,0.004662,21.6,0.4163,0.149628,158.2,0.4129,0.421876,182.9,0.1727,0.22760
29.9000,145.8,189.2,0.002618,11.9,0.6000,0.005277,24.1,0.2635,0.004671,22.2,0.4171,0.151806,158.8,0.4122,0.426855,184.1,0.1738,0.22634
29.9333,145.8,188.8,0.002655,12.3,0.6013,0.005350,24.7,0.2615,0.004718,22.5,0.4140,0.153168,159.2,0.4120,0.428363,183.9,0.1750,0.22142
29.9667,145.8,188.2,0.002659,12.3,0.6028,0.005382,24.3,0.2609,0.004725,22.1,0.4145,0.155033,160.2,0.4124,0.432501,185.2,0.1740,0.21857
30.0000,146.2,188.2,0.002685,12.3,0.6025,0.005457,24.9,0.2595,0.004755,21.8,0.4138,0.156024,160.2,0.4130,0.434662,185.4,0.1730,0.21823
30.0333,146.8,188.2,0.002691,12.3,0.6041,0.005471,24.9,0.2609,0.004767,22.5,0.4148,0.158163,161.3,0.4123,0.438551,186.2,0.1745,0.21723
30.0667,146.8,187.2,0.002711,12.3,0.6023,0.005526,25.9,0.2587,0.004859,22.5,0.4119,0.159046,161.3,0.4127,0.440210,186.4,0.1748,0.21639
30.1000,146.8,187.2,0.002719,12.9,0.6060,0.005537,25.9,0.2614,0.004876,22.6,0.4135,0.161349,162.6,0.4117,0.443854,187.4,0.1742,0.21733
30.1333,147.2,186.8,0.002750,12.6,0.6041,0.005618,25.9,0.2570,0.004961,22.8,0.4126,0.162207,163.2,0.4126,0.446112,187.4,0.1734,0.21769
30.1667,147.2,186.8,0.002759,12.4,0.6051,0.005648,25.9,0.2530,0.004970,23.0,0.4144,0.164413,163.5,0.4122,0.449791,188.4,0.1742,0.21582
30.2000,146.8,187.2,0.002789,12.8,0.6038,0.005755,26.1,0.2563,0.005031,23.1,0.4135,0.165574,164.5,0.4128,0.452662,188.4,0.1744,0.21286
30.2333,146.8,187.2,0.002800,12.9,0.6058,0.005751,26.1,0.2544,0.005041,23.1,0.4143,0.167636,164.5,0.4123,0.456573,189.5,0.1736,0.21251
30.2667,146.2,186.8,0.002816,12.8,0.6116,0.005827,26.1,0.2471,0.005097,23.8,0.4101,0.168740,165.5,0.4120,0.458062,189.7,0.1731,0.20083
30.3000,146.2,186.8,0.002849,12.6,0.6054,0.005837,26.1,0.2539,0.005106,23.8,0.4123,0.170835,166.0,0.4121,0.462700,189.7,0.1737,0.20476
30.3333,146.2,186.2,0.002896,12.8,0.5984,0.005890,26.1,0.2508,0.005138,23.9,0.4080,0.171788,166.0,0.4119,0.464376,189.7,0.1730,0.19991
30.3667,146.8,185.8,0.002915,12.8,0.5948,0.005906,26.1,0.2503,0.005158,23.9,0.4067,0.174212,167.2,0.4100,0.468481,190.9,0.1719,0.19842
30.4000,146.8,185.8,0.002943,12.8,0.6027,0.005966,26.1,0.2588,0.005199,23.8,0.4088,0.175065,167.2,0.4120,0.472520,191.7,0.1718,0.20078
30.4333,146.2,186.2,0.002962,12.9,0.6033,0.005990,26.1,0.2551,0.005214,23.8,0.4107,0.177091,168.3,0.4125,0.474192,192.0,0.1739,0.19742
30.4667,146.8,185.8,0.002984,12.8,0.5997,0.006084,26.9,0.2437,0.005293,23.8,0.4068,0.178463,168.8,0.4115,0.475926,192.5,0.1736,0.19485
30.5000,146.8,185.2,0.002991,12.8,0.6012,0.006100,27.6,0.2445,0.005353,24.0,0.4056,0.180437,169.5,0.4101,0.479744,193.5,0.1724,0.19406
30.5333,146.8,185.2,0.003015,12.9,0.6031,0.006167,27.6,0.2505,0.005413,24.3,0.4092,0.181873,169.5,0.4116,0.482970,194.0,0.1735,0.19235
30.5667,147.2,185.2,0.003026,12.8,0.6040,0.006169,27.6,0.2520,0.005428,24.5,0.4095,0.183204,169.9,0.4124,0.484507,194.0,0.1740,0.19249
30.6000,147.2,185.8,0.003040,12.9,0.6011,0.006234,27.1,0.2538,0.005532,25.9,0.4084,0.185184,170.9,0.4119,0.488070,195.2,0.1737,0.19222
30.6333,146.8,185.2,0.003050,12.9,0.6006,0.006247,27.1,0.2542,0.005560,25.9,0.4076,0.186847,171.0,0.4112,0.490818,195.2,0.1737,0.19252
30.6667,146.2,185.8,0.003079,13.8,0.6002,0.006281,27.6,0.2619,0.005607,25.9,0.4103,0.188410,172.2,0.4117,0.493912,196.2,0.1741,0.19376
30.7000,138.2,190.8,0.003085,13.8,0.6023,0.006293,27.6,0.2641,0.005639,25.8,0.4109,0.190259,172.9,0.4122,0.496845,196.5,0.1724,0.19266
30.7333,135.2,191.8,0.003117,13.8,0.5985,0.006498,28.1,0.2589,0.005670,25.8,0.4073,0.191247,173.0,0.4116,0.500219,196.2,0.1729,0.18861
30.7667,128.8,197.2,0.003127,13.8,0.5973,0.006535,28.1,0.2565,0.005649,25.8,0.4026,0.193724,174.0,0.4102,0.503175,198.0,0.1726,0.18770
30.8000,126.2,198.8,0.003163,13.6,0.6009,0.006568,28.1,0.2583,0.005661,25.8,0.4069,0.194951,174.0,0.4122,0.506219,197.5,0.1736,0.18962
30.8333,117.8,204.8,0.003174,13.6,0.6044,0.006560,28.1,0.2631,0.005677,25.8,0.4051,0.195668,173.9,0.4133,0.506987,197.5,0.1735,0.19198
30.8667,111.8,208.8,0.003222,13.8,0.6025,0.006747,29.1,0.2492,0.005833,26.9,0.3954,0.199296,175.1,0.4114,0.513508,198.4,0.1662,0.17136
30.9000,110.8,208.8,0.003225,13.8,0.6067,0.006741,29.1,0.2567,0.005845,26.9,0.3986,0.200207,175.1,0.4115,0.514817,198.5,0.1680,0.17096
30.9333,105.8,211.8,0.003248,13.8,0.6028,0.006718,29.1,0.2560,0.005894,26.9,0.4024,0.202232,176.2,0.4108,0.519362,198.5,0.1703,0.16877
30.9667,105.8,211.8,0.003249,13.8,0.6022,0.006718,29.1,0.2560,0.005922,26.9,0.4035,0.203521,176.2,0.4123,0.520385,198.7,0.1704,0.16859
31.0000,106.2,211.2,0.003310,13.8,0.5936,0.006838,29.1,0.2525,0.006048,26.8,0.4025,0.205630,177.5,0.4110,0.521855,199.2,0.1711,0.16665
31.0333,105.8,211.2,0.003314,13.8,0.5921,0.006896,29.1,0.2487,0.006047,26.8,0.4035,0.206815,177.5,0.4118,0.524321,200.1,0.1721,0.16464
31.0667,105.2,210.8,0.003385,13.8,0.5825,0.006999,29.4,0.2475,0.006070,26.6,0.4047,0.208123,178.5,0.4121,0.528952,201.2,0.1729,0.16641
31.1000,104.8,210.8,0.003387,14.2,0.5824,0.007036,29.9,0.2478,0.006072,26.6,0.4063,0.210209,179.5,0.4115,0.529715,201.2,0.1738,0.16678
31.1333,105.2,210.8,0.003423,13.8,0.5767,0.007109,29.9,0.2475,0.006118,27.1,0.4071,0.212171,180.1,0.4115,0.535412,202.4,0.1733,0.16753
31.1667,105.2,210.2,0.003425,13.8,0.5773,0.007124,29.9,0.2484,0.006123,27.1,0.4086,0.213472,180.1,0.4120,0.535412,202.4,0.1733,0.16805
31.2000,104.8,209.8,0.003455,13.8,0.5757,0.007179,29.9,0.2534,0.006195,26.8,0.4059,0.215607,181.0,0.4114,0.538648,203.0,0.1725,0.16927
31.2333,104.8,210.2,0.003455,13.8,0.5768,0.007186,29.9,0.2591,0.006195,26.8,0.4074,0.216800,181.3,0.4115,0.541056,203.0,0.1716,0.16724
31.2667,104.8,209.8,0.003473,14.2,0.5746,0.007257,30.1,0.2568,0.006271,27.8,0.4076,0.218609,181.9,0.4125,0.546754,203.5,0.1749,0.17061
31.3000,104.2,209.8,0.003474,13.8,0.5779,0.007280,30.1,0.2583,0.006272,27.5,0.4092,0.220331,181.9,0.4122,0.547111,204.0,0.1743,0.16985
31.3333,104.2,208.8,0.003492,14.6,0.5700,0.007316,30.6,0.2475,0.006338,27.9,0.4085,0.220771,181.9,0.4113,0.547477,204.0,0.1708,0.16642
31.3667,104.2,208.8,0.003494,14.6,0.5723,0.007324,30.6,0.2484,0.006380,27.3,0.4075,0.223543,182.8,0.4105,0.550659,205.2,0.1694,0.16652
31.4000,104.2,208.2,0.003521,14.8,0.5734,0.007410,30.6,0.2486,0.006458,27.6,0.4074,0.224480,182.8,0.4128,0.552023,205.4,0.1732,0.16309
31.4333,103.8,207.2,0.003527,14.8,0.5725,0.007457,31.1,0.2487,0.006477,27.6,0.4058,0.226907,183.0,0.4117,0.556874,205.2,0.1706,0.16310
31.4667,103.8,207.8,0.003554,14.9,0.5683,0.007496,31.6,0.2503,0.006511,28.1,0.4100,0.227953,183.0,0.4128,0.558736,206.0,0.1719,0.16296
31.5000,104.8,207.2,0.003560,14.8,0.5677,0.007497,31.6,0.2510,0.006522,28.1,0.4086,0.230015,184.5,0.4119,0.560409,206.0,0.1704,0.16289
31.5333,104.2,206.2,0.003594,14.9,0.5689,0.007607,31.6,0.2559,0.006566,28.1,0.4089,0.231313,184.5,0.4124,0.564081,207.0,0.1723,0.16371
31.5667,104.8,206.8,0.003598,14.9,0.5655,0.007689,31.6,0.2536,0.006584,28.1,0.4085,0.233372,185.8,0.4116,0.565903,207.0,0.1715,0.16428
31.6000,105.8,206.8,0.003627,14.8,0.5678,0.007766,31.6,0.2546,0.006656,27.8,0.4070,0.234577,185.9,0.4124,0.567779,207.0,0.1735,0.16463
31.6333,106.2,207.2,0.003635,14.8,0.5661,0.007779,31.6,0.2585,0.006679,28.1,0.4053,0.236757,185.9,0.4111,0.571700,207.0,0.1725,0.16433
31.6667,106.2,206.8,0.003661,15.3,0.5712,0.007843,31.6,0.2617,0.006751,28.9,0.4056,0.238312,186.9,0.4118,0.572552,207.0,0.1730,0.16554
31.7000,106.8,207.2,0.003661,15.3,0.5741,0.007850,32.1,0.2635,0.006791,28.9,0.4051,0.240164,186.9,0.4112,0.575455,208.2,0.1716,0.16959
31.7333,106.8,207.2,0.003684,15.1,0.5735,0.007930,32.2,0.2639,0.006883,29.1,0.4007,0.241185,187.5,0.4123,0.578666,209.0,0.1710,0.16791
31.7667,106.2,207.2,0.003689,15.1,0.5757,0.007984,32.2,0.2646,0.006902,29.1,0.4022,0.243559,187.8,0.4106,0.579666,209.2,0.1703,0.16846
31.8000,105.2,204.8,0.003711,14.9,0.5754,0.008103,32.9,0.2654,0.006945,29.6,0.4020,0.245329,188.5,0.4115,0.581948,209.0,0.1702,0.16732
31.8333,104.2,202.8,0.003716,15.2,0.5823,0.008122,32.9,0.2645,0.006955,29.1,0.4049,0.246568,188.5,0.4122,0.583764,209.1,0.1706,0.17274
31.8667,103.2,200.8,0.003766,16.1,0.5782,0.008213,32.9,0.2667,0.007058,29.5,0.4077,0.247705,188.8,0.4128,0.585346,210.1,0.1735,0.17944
31.9000,101.8,198.8,0.003779,16.3,0.5798,0.008217,32.9,0.2665,0.007076,29.5,0.4088,0.250513,189.8,0.4121,0.589590,210.4,0.1730,0.18042
31.9333,100.8,196.2,0.003813,16.3,0.5760,0.008248,33.7,0.2657,0.007132,29.6,0.4094,0.251433,189.8,0.4127,0.590769,210.0,0.1726,0.17962
31.9667,100.2,193.8,0.003818,16.6,0.5774,0.008251,33.2,0.2667,0.007134,29.6,0.4107,0.253763,189.8,0.4123,0.593953,211.8,0.1731,0.18006
32.0000,98.8,190.8,0.003846,16.3,0.5754,0.008345,33.6,0.2665,0.007195,29.9,0.4104,0.254718,190.8,0.4128,0.596976,211.8,0.1744,0.17869
32.0333,97.8,188.2,0.003853,16.3,0.5746,0.008378,33.6,0.2635,0.007212,30.0,0.4123,0.257088,191.3,0.4123,0.598830,211.8,0.1741,0.17838
32.0667,97.8,187.8,0.003875,16.3,0.5758,0.008595,33.9,0.2680,0.007312,30.0,0.4108,0.258368,191.6,0.4125,0.600673,211.2,0.1731,0.18047
32.1000,95.8,186.8,0.003885,16.1,0.5773,0.008603,33.9,0.2675,0.007322,30.0,0.4120,0.260446,192.8,0.4123,0.603616,211.8,0.1724,0.18151
32.1333,95.8,186.8,0.003918,16.1,0.5734,0.008681,34.4,0.2672,0.007434,30.9,0.4097,0.261458,192.8,0.4129,0.605926,212.8,0.1722,0.17713
32.1667,94.2,184.2,0.003932,16.2,0.5724,0.008691,34.4,0.2665,0.007447,30.9,0.4105,0.263746,193.5,0.4122,0.608326,212.3,0.1722,0.17755
