t_s,mean_Yp,mean_Ylin,sat,dot_x,dot_y,dot_n
0.0000,4.5461,0.007218,0.0000,-1.00,-1.00,0
0.0333,4.5569,0.007251,0.0000,-1.00,-1.00,0
0.0667,4.5471,0.007234,0.0000,-1.00,-1.00,0
0.1000,4.5607,0.007263,0.0000,-1.00,-1.00,0
0.1333,4.5444,0.007229,0.0000,-1.00,-1.00,0
0.1667,4.5448,0.007230,0.0000,-1.00,-1.00,0
0.2000,4.5443,0.007229,0.0000,-1.00,-1.00,0
0.2333,4.5546,0.007251,0.0000,-1.00,-1.00,0
0.2667,4.5444,0.007230,0.0000,-1.00,-1.00,0
0.3000,4.5444,0.007230,0.0000,-1.00,-1.00,0
0.3333,4.5443,0.007230,0.0000,-1.00,-1.00,0
0.3667,4.5538,0.007249,0.0000,-1.00,-1.00,0
0.4000,4.5418,0.007224,0.0000,-1.00,-1.00,0
0.4333,4.5419,0.007224,0.0000,-1.00,-1.00,0
0.4667,4.5417,0.007224,0.0000,-1.00,-1.00,0
0.5000,4.5510,0.007244,0.0000,-1.00,-1.00,0
0.5333,4.5433,0.007228,0.0000,-1.00,-1.00,0
0.5667,4.5438,0.007229,0.0000,-1.00,-1.00,0
0.6000,4.5422,0.007226,0.0000,-1.00,-1.00,0
0.6333,4.5422,0.007226,0.0000,-1.00,-1.00,0
0.6667,4.5422,0.007226,0.0000,-1.00,-1.00,0
0.7000,4.5515,0.007245,0.0000,-1.00,-1.00,0
0.7333,4.5403,0.007222,0.0000,-1.00,-1.00,0
0.7667,4.5410,0.007223,0.0000,-1.00,-1.00,0
0.8000,4.5401,0.007221,0.0000,-1.00,-1.00,0
0.8333,4.5401,0.007221,0.0000,-1.00,-1.00,0
0.8667,4.5401,0.007221,0.0000,-1.00,-1.00,0
0.9000,4.5401,0.007221,0.0000,-1.00,-1.00,0
0.9333,4.5401,0.007221,0.0000,-1.00,-1.00,0
0.9667,4.5401,0.007221,0.0000,-1.00,-1.00,0
1.0000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.0333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.0667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.1000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.1333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.1667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.2000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.2333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.2667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.3000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.3333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.3667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.4000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.4333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.4667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.5000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.5333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.5667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.6000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.6333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.6667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.7000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.7333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.7667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.8000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.8333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.8667,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.9000,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.9333,4.5383,0.007218,0.0000,-1.00,-1.00,0
1.9667,4.5383,0.007218,0.0000,-1.00,-1.00,0
2.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
2.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
3.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
4.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
5.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
6.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
7.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
8.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
9.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.8667,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.9000,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.9333,4.5376,0.007217,0.0000,-1.00,-1.00,0
10.9667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.0000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.0333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.0667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.1000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.1333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.1667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.2000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.2333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.2667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.3000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.3333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.3667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.4000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.4333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.4667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.5000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.5333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.5667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.6000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.6333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.6667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.7000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.7333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.7667,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.8000,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.8333,4.5376,0.007217,0.0000,-1.00,-1.00,0
11.8667,20.0167,0.014671,0.2223,-1.00,-1.00,0
11.9000,20.0167,0.014671,0.2223,-1.00,-1.00,0
11.9333,20.0167,0.014671,0.2223,-1.00,-1.00,0
11.9667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.0000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.0333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.0667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.1000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.1333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.1667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.2000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.2333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.2667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.3000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.3333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.3667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.4000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.4333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.4667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.5000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.5333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.5667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.6000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.6333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.6667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.7000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.7333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.7667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.8000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.8333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.8667,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.9000,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.9333,20.0167,0.014671,0.2223,-1.00,-1.00,0
12.9667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.0000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.0333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.0667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.1000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.1333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.1667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.2000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.2333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.2667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.3000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.3333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.3667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.4000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.4333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.4667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.5000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.5333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.5667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.6000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.6333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.6667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.7000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.7333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.7667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.8000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.8333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.8667,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.9000,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.9333,20.0167,0.014671,0.2223,-1.00,-1.00,0
13.9667,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.0000,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.0333,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.0667,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.1000,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.1333,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.1667,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.2000,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.2333,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.2667,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.3000,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.3333,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.3667,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.4000,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.4333,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.4667,20.0167,0.014671,0.2223,-1.00,-1.00,0
14.5000,20.0167,0.014671,0.2223,-1.00,-1.00,0
