t_s,mean_Yp,mean_Ylin,sat,dot_x,dot_y,dot_n
372.3333,2.9985,0.007015,0.0000,-1.00,-1.00,0
372.3667,2.9985,0.007015,0.0000,-1.00,-1.00,0
372.4000,2.9985,0.007015,0.0000,-1.00,-1.00,0
372.4333,2.9985,0.007015,0.0000,-1.00,-1.00,0
372.4667,2.9985,0.007015,0.0000,-1.00,-1.00,0
372.5000,2.9987,0.007014,0.0000,-1.00,-1.00,0
372.5333,2.9987,0.007014,0.0000,-1.00,-1.00,0
372.5667,3.0003,0.007020,0.0000,-1.00,-1.00,0
372.6000,3.0003,0.007020,0.0000,-1.00,-1.00,0
372.6333,3.0004,0.007020,0.0000,-1.00,-1.00,0
372.6667,3.0004,0.007020,0.0000,-1.00,-1.00,0
372.7000,2.9998,0.007018,0.0000,-1.00,-1.00,0
372.7333,2.9998,0.007018,0.0000,-1.00,-1.00,0
372.7667,2.9999,0.007018,0.0000,-1.00,-1.00,0
372.8000,2.9999,0.007018,0.0000,-1.00,-1.00,0
372.8333,2.9994,0.007017,0.0000,-1.00,-1.00,0
372.8667,2.9994,0.007017,0.0000,-1.00,-1.00,0
372.9000,2.9993,0.007017,0.0000,-1.00,-1.00,0
372.9333,2.9993,0.007017,0.0000,-1.00,-1.00,0
372.9667,2.9994,0.007017,0.0000,-1.00,-1.00,0
373.0000,2.9994,0.007017,0.0000,-1.00,-1.00,0
373.0333,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.0667,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.1000,2.9994,0.007017,0.0000,-1.00,-1.00,0
373.1333,2.9994,0.007017,0.0000,-1.00,-1.00,0
373.1667,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.2000,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.2333,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.2667,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.3000,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.3333,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.3667,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.4000,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.4333,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.4667,2.9993,0.007016,0.0000,-1.00,-1.00,0
373.5000,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.5333,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.5667,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.6000,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.6333,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.6667,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.7000,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.7333,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.7667,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.8000,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.8333,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.8667,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.9000,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.9333,2.9985,0.007015,0.0000,-1.00,-1.00,0
373.9667,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.0000,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.0333,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.0667,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.1000,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.1333,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.1667,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.2000,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.2333,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.2667,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.3000,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.3333,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.3667,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.4000,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.4333,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.4667,2.9985,0.007015,0.0000,-1.00,-1.00,0
374.5000,2.9987,0.007014,0.0000,-1.00,-1.00,0
374.5333,2.9987,0.007014,0.0000,-1.00,-1.00,0
374.5667,3.0003,0.007020,0.0000,-1.00,-1.00,0
374.6000,3.0003,0.007020,0.0000,-1.00,-1.00,0
374.6333,3.0004,0.007020,0.0000,-1.00,-1.00,0
374.6667,3.0004,0.007020,0.0000,-1.00,-1.00,0
374.7000,2.9998,0.007018,0.0000,-1.00,-1.00,0
374.7333,2.9998,0.007018,0.0000,-1.00,-1.00,0
374.7667,2.9999,0.007018,0.0000,-1.00,-1.00,0
374.8000,2.9999,0.007018,0.0000,-1.00,-1.00,0
374.8333,2.9994,0.007017,0.0000,-1.00,-1.00,0
374.8667,2.9994,0.007017,0.0000,-1.00,-1.00,0
374.9000,2.9993,0.007017,0.0000,-1.00,-1.00,0
374.9333,2.9993,0.007017,0.0000,-1.00,-1.00,0
374.9667,2.9994,0.007017,0.0000,-1.00,-1.00,0
375.0000,2.9994,0.007017,0.0000,-1.00,-1.00,0
375.0333,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.0667,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.1000,2.9994,0.007017,0.0000,-1.00,-1.00,0
375.1333,2.9994,0.007017,0.0000,-1.00,-1.00,0
375.1667,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.2000,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.2333,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.2667,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.3000,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.3333,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.3667,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.4000,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.4333,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.4667,2.9993,0.007016,0.0000,-1.00,-1.00,0
375.5000,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.5333,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.5667,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.6000,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.6333,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.6667,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.7000,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.7333,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.7667,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.8000,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.8333,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.8667,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.9000,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.9333,2.9985,0.007015,0.0000,-1.00,-1.00,0
375.9667,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.0000,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.0333,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.0667,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.1000,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.1333,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.1667,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.2000,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.2333,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.2667,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.3000,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.3333,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.3667,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.4000,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.4333,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.4667,2.9985,0.007015,0.0000,-1.00,-1.00,0
376.5000,2.9993,0.007016,0.0000,-1.00,-1.00,0
376.5333,2.9993,0.007016,0.0000,-1.00,-1.00,0
376.5667,2.9993,0.007017,0.0000,-1.00,-1.00,0
376.6000,2.9993,0.007017,0.0000,-1.00,-1.00,0
376.6333,2.9996,0.007017,0.0000,-1.00,-1.00,0
376.6667,2.9996,0.007017,0.0000,-1.00,-1.00,0
376.7000,2.9995,0.007017,0.0000,-1.00,-1.00,0
376.7333,2.9995,0.007017,0.0000,-1.00,-1.00,0
376.7667,2.9995,0.007017,0.0000,-1.00,-1.00,0
376.8000,2.9995,0.007017,0.0000,-1.00,-1.00,0
376.8333,2.9994,0.007017,0.0000,-1.00,-1.00,0
376.8667,2.9994,0.007017,0.0000,-1.00,-1.00,0
376.9000,2.9994,0.007017,0.0000,-1.00,-1.00,0
376.9333,2.9994,0.007017,0.0000,-1.00,-1.00,0
376.9667,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.0000,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.0333,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.0667,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.1000,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.1333,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.1667,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.2000,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.2333,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.2667,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.3000,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.3333,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.3667,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.4000,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.4333,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.4667,2.9994,0.007017,0.0000,-1.00,-1.00,0
377.5000,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.5333,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.5667,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.6000,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.6333,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.6667,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.7000,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.7333,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.7667,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.8000,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.8333,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.8667,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.9000,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.9333,2.9985,0.007015,0.0000,-1.00,-1.00,0
377.9667,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.0000,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.0333,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.0667,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.1000,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.1333,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.1667,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.2000,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.2333,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.2667,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.3000,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.3333,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.3667,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.4000,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.4333,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.4667,2.9985,0.007015,0.0000,-1.00,-1.00,0
378.5000,2.9993,0.007016,0.0000,-1.00,-1.00,0
378.5333,2.9993,0.007016,0.0000,-1.00,-1.00,0
378.5667,2.9993,0.007017,0.0000,-1.00,-1.00,0
378.6000,2.9993,0.007017,0.0000,-1.00,-1.00,0
378.6333,2.9996,0.007017,0.0000,-1.00,-1.00,0
378.6667,2.9996,0.007017,0.0000,-1.00,-1.00,0
378.7000,2.9995,0.007017,0.0000,-1.00,-1.00,0
378.7333,2.9995,0.007017,0.0000,-1.00,-1.00,0
378.7667,2.9995,0.007017,0.0000,-1.00,-1.00,0
378.8000,2.9995,0.007017,0.0000,-1.00,-1.00,0
378.8333,2.9994,0.007017,0.0000,-1.00,-1.00,0
378.8667,2.9994,0.007017,0.0000,-1.00,-1.00,0
378.9000,2.9994,0.007017,0.0000,-1.00,-1.00,0
378.9333,2.9994,0.007017,0.0000,-1.00,-1.00,0
378.9667,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.0000,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.0333,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.0667,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.1000,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.1333,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.1667,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.2000,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.2333,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.2667,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.3000,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.3333,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.3667,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.4000,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.4333,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.4667,2.9994,0.007017,0.0000,-1.00,-1.00,0
379.5000,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.5333,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.5667,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.6000,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.6333,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.6667,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.7000,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.7333,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.7667,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.8000,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.8333,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.8667,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.9000,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.9333,2.9985,0.007015,0.0000,-1.00,-1.00,0
379.9667,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.0000,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.0333,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.0667,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.1000,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.1333,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.1667,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.2000,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.2333,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.2667,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.3000,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.3333,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.3667,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.4000,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.4333,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.4667,2.9985,0.007015,0.0000,-1.00,-1.00,0
380.5000,2.9993,0.007016,0.0000,-1.00,-1.00,0
380.5333,2.9993,0.007016,0.0000,-1.00,-1.00,0
380.5667,2.9993,0.007017,0.0000,-1.00,-1.00,0
380.6000,2.9993,0.007017,0.0000,-1.00,-1.00,0
380.6333,2.9996,0.007017,0.0000,-1.00,-1.00,0
380.6667,2.9996,0.007017,0.0000,-1.00,-1.00,0
380.7000,2.9997,0.007018,0.0000,-1.00,-1.00,0
380.7333,2.9997,0.007018,0.0000,-1.00,-1.00,0
380.7667,2.9994,0.007017,0.0000,-1.00,-1.00,0
380.8000,2.9994,0.007017,0.0000,-1.00,-1.00,0
380.8333,2.9995,0.007017,0.0000,-1.00,-1.00,0
380.8667,2.9995,0.007017,0.0000,-1.00,-1.00,0
380.9000,2.9994,0.007017,0.0000,-1.00,-1.00,0
380.9333,2.9994,0.007017,0.0000,-1.00,-1.00,0
380.9667,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.0000,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.0333,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.0667,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.1000,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.1333,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.1667,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.2000,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.2333,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.2667,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.3000,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.3333,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.3667,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.4000,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.4333,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.4667,2.9994,0.007017,0.0000,-1.00,-1.00,0
381.5000,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.5333,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.5667,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.6000,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.6333,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.6667,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.7000,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.7333,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.7667,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.8000,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.8333,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.8667,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.9000,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.9333,2.9985,0.007015,0.0000,-1.00,-1.00,0
381.9667,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.0000,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.0333,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.0667,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.1000,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.1333,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.1667,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.2000,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.2333,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.2667,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.3000,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.3333,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.3667,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.4000,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.4333,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.4667,2.9985,0.007015,0.0000,-1.00,-1.00,0
382.5000,2.5997,0.005117,0.0000,-1.00,-1.00,0
382.5333,2.2009,0.003567,0.0000,-1.00,-1.00,0
382.5667,1.7950,0.002305,0.0000,-1.00,-1.00,0
382.6000,1.3951,0.001369,0.0000,-1.00,-1.00,0
382.6333,0.9964,0.000706,0.0000,-1.00,-1.00,0
382.6667,0.6002,0.000284,0.0000,-1.00,-1.00,0
382.7000,0.2052,0.000064,0.0000,-1.00,-1.00,0
382.7333,4.5983,0.001396,0.0000,-1.00,-1.00,0
382.7667,13.6204,0.004574,0.3909,-1.00,-1.00,0
382.8000,22.7162,0.009672,0.3385,-1.00,-1.00,0
382.8333,31.8154,0.017119,0.3465,-1.00,-1.00,0
382.8667,40.9002,0.027164,0.3468,-1.00,-1.00,0
382.9000,50.0076,0.040029,0.3465,-1.00,-1.00,0
382.9333,59.0969,0.055870,0.3459,-1.00,-1.00,0
382.9667,68.1923,0.074897,0.3467,-1.00,-1.00,0
383.0000,68.1853,0.074888,0.3466,-1.00,-1.00,0
383.0333,68.1914,0.074897,0.3467,-1.00,-1.00,0
383.0667,68.1894,0.074894,0.3467,-1.00,-1.00,0
383.1000,68.1913,0.074897,0.3467,-1.00,-1.00,0
383.1333,68.1881,0.074892,0.3467,-1.00,-1.00,0
383.1667,68.1911,0.074897,0.3467,-1.00,-1.00,0
383.2000,68.1901,0.074895,0.3467,-1.00,-1.00,0
383.2333,68.1909,0.074896,0.3467,-1.00,-1.00,0
383.2667,68.1831,0.074884,0.3466,-1.00,-1.00,0
383.3000,68.1912,0.074898,0.3468,-1.00,-1.00,0
383.3333,68.1898,0.074895,0.3467,-1.00,-1.00,0
383.3667,68.1915,0.074898,0.3467,-1.00,-1.00,0
383.4000,68.1909,0.074897,0.3467,-1.00,-1.00,0
383.4333,68.1916,0.074899,0.3467,-1.00,-1.00,0
383.4667,68.1915,0.074898,0.3467,-1.00,-1.00,0
383.5000,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.5333,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.5667,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.6000,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.6333,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.6667,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.7000,68.1861,0.074888,0.3468,-1.00,-1.00,0
383.7333,68.1861,0.074888,0.3468,-1.00,-1.00,0
383.7667,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.8000,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.8333,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.8667,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.9000,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.9333,68.1860,0.074888,0.3468,-1.00,-1.00,0
383.9667,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.0000,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.0333,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.0667,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.1000,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.1333,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.1667,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.2000,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.2333,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.2667,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.3000,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.3333,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.3667,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.4000,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.4333,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.4667,68.1860,0.074888,0.3468,-1.00,-1.00,0
384.5000,68.1780,0.074875,0.3468,-1.00,-1.00,0
384.5333,68.1780,0.074875,0.3468,-1.00,-1.00,0
384.5667,68.1736,0.074866,0.3467,-1.00,-1.00,0
384.6000,68.1736,0.074866,0.3467,-1.00,-1.00,0
384.6333,68.1754,0.074870,0.3465,-1.00,-1.00,0
384.6667,68.1754,0.074870,0.3465,-1.00,-1.00,0
384.7000,68.1778,0.074874,0.3466,-1.00,-1.00,0
384.7333,68.1778,0.074874,0.3466,-1.00,-1.00,0
384.7667,68.1807,0.074880,0.3466,-1.00,-1.00,0
384.8000,68.1807,0.074880,0.3466,-1.00,-1.00,0
384.8333,68.1810,0.074880,0.3467,-1.00,-1.00,0
384.8667,68.1810,0.074880,0.3467,-1.00,-1.00,0
384.9000,68.1844,0.074886,0.3468,-1.00,-1.00,0
384.9333,68.1844,0.074886,0.3468,-1.00,-1.00,0
384.9667,68.1838,0.074885,0.3468,-1.00,-1.00,0
385.0000,68.1838,0.074885,0.3468,-1.00,-1.00,0
385.0333,68.1853,0.074887,0.3468,-1.00,-1.00,0
385.0667,68.1853,0.074887,0.3468,-1.00,-1.00,0
385.1000,68.1786,0.074877,0.3467,-1.00,-1.00,0
385.1333,68.1786,0.074877,0.3467,-1.00,-1.00,0
385.1667,68.1856,0.074888,0.3468,-1.00,-1.00,0
385.2000,68.1856,0.074888,0.3468,-1.00,-1.00,0
385.2333,68.1862,0.074889,0.3468,-1.00,-1.00,0
385.2667,68.1862,0.074889,0.3468,-1.00,-1.00,0
385.3000,68.1868,0.074890,0.3468,-1.00,-1.00,0
385.3333,68.1868,0.074890,0.3468,-1.00,-1.00,0
385.3667,68.1871,0.074891,0.3468,-1.00,-1.00,0
385.4000,68.1871,0.074891,0.3468,-1.00,-1.00,0
385.4333,68.1871,0.074891,0.3468,-1.00,-1.00,0
385.4667,68.1871,0.074891,0.3468,-1.00,-1.00,0
385.5000,68.1860,0.074888,0.3468,-1.00,-1.00,0
385.5333,68.1860,0.074888,0.3468,-1.00,-1.00,0
385.5667,68.1859,0.074888,0.3468,-1.00,-1.00,0
385.6000,67.0504,0.071722,0.2443,-1.00,-1.00,0
385.6333,67.0504,0.071722,0.2443,-1.00,-1.00,0
385.6667,67.0484,0.071719,0.2444,-1.00,-1.00,0
385.7000,67.0484,0.071719,0.2444,-1.00,-1.00,0
385.7333,67.0507,0.071722,0.2443,-1.00,-1.00,0
385.7667,67.0507,0.071722,0.2443,-1.00,-1.00,0
385.8000,67.0540,0.071726,0.2441,-1.00,-1.00,0
385.8333,67.0540,0.071726,0.2441,-1.00,-1.00,0
385.8667,67.0537,0.071726,0.2441,-1.00,-1.00,0
385.9000,67.0537,0.071726,0.2441,-1.00,-1.00,0
385.9333,67.0544,0.071727,0.2441,-1.00,-1.00,0
385.9667,67.0544,0.071727,0.2441,-1.00,-1.00,0
386.0000,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.0333,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.0667,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.1000,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.1333,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.1667,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.2000,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.2333,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.2667,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.3000,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.3333,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.3667,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.4000,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.4333,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.4667,67.0551,0.071727,0.2441,-1.00,-1.00,0
386.5000,67.0603,0.071743,0.2443,-1.00,-1.00,0
386.5333,67.0603,0.071743,0.2443,-1.00,-1.00,0
386.5667,67.0574,0.071739,0.2444,-1.00,-1.00,0
386.6000,67.0574,0.071739,0.2444,-1.00,-1.00,0
386.6333,67.0531,0.071733,0.2446,-1.00,-1.00,0
386.6667,67.0531,0.071733,0.2446,-1.00,-1.00,0
386.7000,67.0591,0.071742,0.2444,-1.00,-1.00,0
386.7333,67.0591,0.071742,0.2444,-1.00,-1.00,0
386.7667,67.0592,0.071741,0.2443,-1.00,-1.00,0
386.8000,67.0592,0.071741,0.2443,-1.00,-1.00,0
386.8333,67.0617,0.071745,0.2442,-1.00,-1.00,0
