t_s,dot_x,dot_y,sky_upper_right_Ylin,sky_upper_right_Ymax_code,sky_upper_right_sat,grass_Ylin,grass_Ymax_code,grass_sat,water_left_Ylin,water_left_Ymax_code,water_left_sat,sun_disk_Ylin,sun_disk_Ymax_code,sun_disk_sat
619.7333,395.2,142.8,0.220325,183.7,0.0953,0.034839,71.3,0.2623,0.131210,117.6,0.0853,0.886353,255.0,0.3037
619.7667,394.8,143.2,0.222469,184.6,0.0948,0.034979,71.1,0.2655,0.132305,118.1,0.0852,0.886386,255.0,0.3046
619.8000,394.8,143.2,0.225825,185.6,0.0945,0.035708,71.9,0.2576,0.134655,118.3,0.0846,0.887536,255.0,0.3032
619.8333,394.8,143.2,0.228850,186.6,0.0951,0.036088,72.3,0.2688,0.136419,119.6,0.0868,0.884852,255.0,0.3075
619.8667,394.2,143.8,0.232903,187.6,0.0941,0.036323,72.3,0.2680,0.139118,120.9,0.0858,0.885905,255.0,0.3073
619.9000,394.2,143.8,0.235154,187.6,0.0933,0.037239,73.3,0.2647,0.140715,122.1,0.0871,0.885905,255.0,0.3073
619.9333,394.8,143.2,0.237862,188.6,0.0923,0.037561,73.3,0.2634,0.142366,122.4,0.0866,0.886341,255.0,0.3066
619.9667,395.1,142.2,0.208134,175.6,0.0960,0.033497,69.3,0.2781,0.125032,115.4,0.0900,0.764618,238.1,0.3130
620.0000,-1.0,-1.0,0.151465,152.0,0.1009,0.025665,60.1,0.2755,0.091775,99.9,0.0950,0.540312,204.3,0.3174
620.0333,-1.0,-1.0,0.104815,127.0,0.0982,0.018742,51.0,0.2759,0.064244,83.6,0.0919,0.360474,170.8,0.3224
620.0667,-1.0,-1.0,0.067116,101.6,0.0977,0.012857,40.5,0.2739,0.041776,66.7,0.0864,0.221571,137.0,0.3180
620.1000,-1.0,-1.0,0.038599,76.1,0.0980,0.008419,30.5,0.2692,0.024589,50.4,0.0876,0.120258,103.0,0.3173
620.1333,-1.0,-1.0,0.018618,51.4,0.0975,0.004954,21.1,0.2666,0.012396,34.4,0.0842,0.052345,68.0,0.3168
620.1667,-1.0,-1.0,0.006332,25.9,0.0915,0.002314,10.6,0.3054,0.004561,17.6,0.0675,0.014821,34.7,0.3242
620.2000,-1.0,-1.0,0.000000,0.4,0.0001,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
620.2333,-1.0,-1.0,0.000000,0.4,0.0001,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
620.2667,-1.0,-1.0,0.000000,0.4,0.0001,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
620.3000,-1.0,-1.0,0.000000,0.4,0.0001,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
620.3333,-1.0,-1.0,0.000000,0.4,0.0001,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
620.3667,-1.0,-1.0,0.000000,0.4,0.0001,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
