t_s,dot_x,dot_y,sky_upper_right_Ylin,sky_upper_right_Ymax_code,sky_upper_right_sat,grass_Ylin,grass_Ymax_code,grass_sat,water_left_Ylin,water_left_Ymax_code,water_left_sat,sun_disk_Ylin,sun_disk_Ymax_code,sun_disk_sat
612.7667,175.2,125.8,0.476891,219.6,0.0953,0.097573,117.5,0.2693,0.344848,183.6,0.0908,0.894507,255.0,0.3056
612.8000,176.2,127.2,0.472494,218.8,0.0954,0.096077,116.5,0.2732,0.341036,182.1,0.0915,0.894433,255.0,0.3061
612.8333,176.2,127.8,0.472095,219.0,0.0952,0.095837,115.0,0.2720,0.340051,181.9,0.0902,0.894690,255.0,0.3063
612.8667,175.8,127.8,0.472097,219.0,0.0952,0.095837,115.0,0.2719,0.340010,181.9,0.0900,0.894690,255.0,0.3063
612.9000,175.8,128.8,0.472097,219.0,0.0952,0.095837,115.0,0.2720,0.339458,181.6,0.0901,0.894690,255.0,0.3063
612.9333,175.2,128.2,0.472098,219.0,0.0952,0.095837,115.0,0.2719,0.337644,180.6,0.0904,0.894690,255.0,0.3063
612.9667,174.8,128.2,0.472097,219.0,0.0952,0.095838,115.0,0.2720,0.337359,180.6,0.0905,0.894690,255.0,0.3063
613.0000,174.8,128.8,0.472079,219.0,0.0952,0.095828,115.0,0.2718,0.336958,180.6,0.0916,0.894641,255.0,0.3058
613.0333,174.2,126.8,0.472106,219.0,0.0953,0.095837,115.0,0.2720,0.335654,179.6,0.0916,0.890440,255.0,0.3060
613.0667,174.2,127.8,0.472010,219.0,0.0953,0.095796,115.0,0.2712,0.335741,179.6,0.0911,0.892589,255.0,0.3052
613.1000,174.2,127.8,0.472111,219.0,0.0952,0.095842,115.0,0.2721,0.335598,179.6,0.0907,0.890895,255.0,0.3057
613.1333,174.2,126.8,0.472025,219.0,0.0954,0.095811,115.0,0.2715,0.334891,179.1,0.0902,0.890612,255.0,0.3057
613.1667,175.2,126.2,0.472081,219.0,0.0953,0.095827,115.0,0.2717,0.334523,179.6,0.0896,0.889413,255.0,0.3059
613.2000,176.8,126.8,0.471905,219.0,0.0953,0.095750,115.0,0.2700,0.333944,178.8,0.0885,0.889221,255.0,0.3047
613.2333,177.2,126.8,0.472079,218.6,0.0953,0.095832,115.0,0.2717,0.332891,178.3,0.0884,0.889346,255.0,0.3058
613.2667,178.2,127.2,0.471953,218.6,0.0953,0.095766,115.0,0.2703,0.332479,178.1,0.0876,0.889276,255.0,0.3062
613.3000,178.8,127.2,0.472106,218.6,0.0954,0.095845,115.0,0.2720,0.332171,178.3,0.0883,0.889347,255.0,0.3061
613.3333,179.8,127.2,0.472037,218.6,0.0952,0.095800,115.0,0.2708,0.331206,177.6,0.0882,0.889089,255.0,0.3063
613.3667,180.2,126.8,0.472119,218.6,0.0953,0.095842,115.0,0.2718,0.330816,177.3,0.0886,0.889812,255.0,0.3061
613.4000,180.8,127.2,0.472023,218.6,0.0952,0.095807,115.0,0.2708,0.330325,177.3,0.0879,0.889734,255.0,0.3061
613.4333,181.2,128.2,0.472066,218.6,0.0952,0.095834,115.0,0.2716,0.330109,177.3,0.0883,0.889972,255.0,0.3058
613.4667,180.8,126.8,0.471991,219.2,0.0951,0.095796,115.5,0.2703,0.329580,177.3,0.0875,0.889713,255.0,0.3055
613.5000,181.2,126.8,0.472097,219.0,0.0951,0.095842,115.0,0.2716,0.329660,177.3,0.0879,0.889489,255.0,0.3060
613.5333,180.8,127.2,0.471944,219.0,0.0951,0.095757,115.0,0.2695,0.329104,176.8,0.0883,0.889455,255.0,0.3056
613.5667,180.8,126.8,0.472100,218.6,0.0952,0.095844,115.5,0.2715,0.329084,177.3,0.0883,0.889260,255.0,0.3062
613.6000,180.8,126.2,0.471954,218.6,0.0952,0.095780,115.0,0.2704,0.328427,176.3,0.0884,0.887355,255.0,0.3068
613.6333,180.2,126.8,0.472027,218.6,0.0952,0.095817,115.0,0.2712,0.328490,176.4,0.0884,0.887715,255.0,0.3075
613.6667,181.8,127.8,0.471935,218.6,0.0953,0.095782,115.0,0.2707,0.328110,177.0,0.0882,0.888304,255.0,0.3068
613.7000,183.8,130.2,0.471805,218.6,0.0952,0.095802,115.0,0.2713,0.327577,177.4,0.0883,0.889246,255.0,0.3065
613.7333,185.2,131.2,0.469631,218.6,0.0950,0.095322,114.9,0.2713,0.325769,177.4,0.0880,0.889282,255.0,0.3057
613.7667,186.2,131.8,0.469596,218.6,0.0950,0.095317,114.9,0.2713,0.325662,177.3,0.0886,0.889095,255.0,0.3062
613.8000,187.2,132.8,0.469013,218.6,0.0950,0.095009,114.9,0.2701,0.325400,177.3,0.0877,0.888968,255.0,0.3063
613.8333,188.9,134.1,0.466934,216.5,0.0948,0.094019,111.2,0.2685,0.324245,175.6,0.0847,0.892578,253.9,0.3036
613.8667,326.2,207.2,0.472347,224.6,0.0896,0.090642,110.5,0.2866,0.337481,192.5,0.0873,0.970243,254.9,0.1961
613.9000,326.8,207.2,0.467216,224.6,0.0911,0.089587,109.7,0.2826,0.330111,188.5,0.0869,0.969218,254.8,0.1941
613.9333,327.2,206.2,0.458766,222.7,0.0922,0.086764,108.5,0.2869,0.318549,183.3,0.0879,nan,nan,nan
613.9667,327.2,206.2,0.452158,221.6,0.0926,0.084383,108.5,0.2907,0.311828,180.4,0.0888,nan,nan,nan
614.0000,329.2,205.8,0.444091,220.6,0.0918,0.084216,108.5,0.2859,0.303986,177.4,0.0887,nan,nan,nan
614.0333,330.8,205.2,0.437875,219.6,0.0924,0.081796,106.9,0.2884,0.297905,176.3,0.0859,nan,nan,nan
614.0667,332.8,204.2,0.431513,218.6,0.0929,0.079522,105.9,0.2889,0.290926,172.9,0.0902,nan,nan,nan
614.1000,334.2,203.2,0.425708,217.9,0.0946,0.078196,105.9,0.2855,0.285771,169.9,0.0886,nan,nan,nan
614.1333,336.2,202.8,0.417794,216.6,0.0965,0.076332,105.9,0.2890,0.279018,166.8,0.0898,nan,nan,nan
614.1667,337.2,202.8,0.411720,215.1,0.0960,0.074583,104.6,0.2869,0.273801,164.6,0.0905,nan,nan,nan
614.2000,338.8,202.8,0.403753,214.1,0.0956,0.072430,102.9,0.2909,0.266788,163.3,0.0910,nan,nan,nan
614.2333,340.1,202.2,0.398143,213.1,0.0963,0.071119,103.0,0.2880,0.262496,162.3,0.0920,nan,nan,nan
614.2667,339.8,201.8,0.391193,211.6,0.0957,0.068849,101.0,0.2774,0.256955,160.0,0.0878,nan,nan,nan
614.3000,338.8,202.2,0.382961,210.5,0.0954,0.067179,98.3,0.2735,0.251103,159.0,0.0870,nan,nan,nan
614.3333,338.2,203.2,0.372009,208.9,0.0951,0.064199,97.2,0.2724,0.242627,156.3,0.0882,nan,nan,nan
614.3667,337.8,203.8,0.365968,208.9,0.0946,0.063786,97.2,0.2731,0.237886,154.0,0.0896,nan,nan,nan
614.4000,337.2,203.2,0.359732,206.6,0.0949,0.061693,94.8,0.2715,0.232941,152.6,0.0869,nan,nan,nan
614.4333,336.8,203.8,0.353161,203.9,0.0949,0.060324,93.0,0.2753,0.228531,151.2,0.0884,nan,nan,nan
614.4667,335.8,204.8,0.347276,202.6,0.0949,0.058321,92.0,0.2751,0.223834,151.1,0.0885,nan,nan,nan
614.5000,334.8,206.2,0.341031,201.6,0.0951,0.056431,91.8,0.2768,0.218509,149.8,0.0886,nan,nan,nan
614.5333,335.2,205.8,0.334619,201.6,0.0945,0.055680,91.8,0.2670,0.214168,148.2,0.0869,nan,nan,nan
614.5667,334.8,205.2,0.326321,200.6,0.0948,0.054039,90.8,0.2712,0.208282,146.2,0.0844,nan,nan,nan
614.6000,334.2,204.8,0.320527,199.6,0.0944,0.053094,89.1,0.2671,0.204178,145.2,0.0856,nan,nan,nan
614.6333,334.2,204.8,0.312828,198.2,0.0949,0.051335,87.2,0.2726,0.198376,143.0,0.0881,nan,nan,nan
614.6667,334.8,203.8,0.307963,196.6,0.0944,0.050308,86.3,0.2680,0.194788,141.8,0.0900,nan,nan,nan
614.7000,335.2,204.8,0.301253,195.1,0.0950,0.048451,85.5,0.2689,0.190138,139.8,0.0877,nan,nan,nan
614.7333,336.8,203.1,0.290828,193.3,0.0950,0.046701,83.5,0.2696,0.182713,137.5,0.0888,nan,nan,nan
614.7667,336.8,204.2,0.284075,191.3,0.0943,0.045144,82.5,0.2711,0.177864,134.8,0.0901,nan,nan,nan
614.8000,337.2,203.8,0.281068,190.8,0.0947,0.044998,82.5,0.2667,0.175890,134.8,0.0882,nan,nan,nan
614.8333,337.8,204.2,0.273227,188.3,0.0954,0.043036,79.5,0.2744,0.170180,132.2,0.0862,nan,nan,nan
614.8667,337.8,204.8,0.266726,186.7,0.0956,0.041707,79.5,0.2774,0.165930,131.7,0.0869,nan,nan,nan
614.9000,337.2,205.2,0.260524,185.3,0.0957,0.040634,78.5,0.2769,0.161750,130.4,0.0857,nan,nan,nan
614.9333,337.2,205.2,0.255044,184.3,0.0955,0.039778,77.5,0.2689,0.157695,127.9,0.0851,nan,nan,nan
614.9667,337.2,204.8,0.248448,184.3,0.0954,0.038701,75.8,0.2749,0.153355,126.8,0.0860,nan,nan,nan
615.0000,337.8,203.2,0.242836,182.3,0.0950,0.037660,74.7,0.2671,0.149530,125.2,0.0840,nan,nan,nan
615.0333,338.8,201.2,0.236040,180.3,0.0951,0.036541,73.7,0.2748,0.145113,123.2,0.0839,nan,nan,nan
615.0667,337.8,202.8,0.230897,179.3,0.0950,0.035555,73.5,0.2672,0.141541,121.8,0.0839,nan,nan,nan
615.1000,338.8,201.8,0.224366,177.2,0.0948,0.034489,71.8,0.2747,0.137230,120.4,0.0870,nan,nan,nan
615.1333,338.2,201.8,0.219317,175.3,0.0952,0.033287,71.3,0.2764,0.133744,118.6,0.0867,nan,nan,nan
615.1667,338.2,200.2,0.213069,174.3,0.0951,0.032797,69.5,0.2787,0.130024,117.6,0.0895,nan,nan,nan
615.2000,337.2,201.2,0.207983,172.8,0.0950,0.031767,68.5,0.2683,0.126475,116.4,0.0862,nan,nan,nan
615.2333,337.2,201.8,0.201953,170.8,0.0949,0.030753,66.8,0.2740,0.122625,114.9,0.0846,nan,nan,nan
615.2667,336.8,201.8,0.197273,169.2,0.0952,0.029864,66.9,0.2728,0.119469,112.7,0.0850,nan,nan,nan
615.3000,337.2,201.2,0.191357,167.2,0.0953,0.028990,65.8,0.2779,0.115732,111.7,0.0866,nan,nan,nan
615.3333,337.2,201.8,0.186198,165.2,0.0955,0.028017,63.9,0.2696,0.112366,109.6,0.0867,nan,nan,nan
615.3667,336.8,202.8,0.180322,163.2,0.0950,0.027346,63.1,0.2661,0.108713,108.1,0.0850,nan,nan,nan
615.4000,336.8,203.2,0.175790,161.2,0.0942,0.026346,62.1,0.2740,0.105687,106.6,0.0855,nan,nan,nan
615.4333,337.2,204.2,0.170279,159.2,0.0943,0.025762,61.1,0.2645,0.102509,105.6,0.0847,nan,nan,nan
615.4667,337.8,204.8,0.166084,158.5,0.0941,0.024699,59.8,0.2738,0.099543,103.6,0.0864,nan,nan,nan
615.5000,337.8,205.2,0.160848,156.7,0.0950,0.024267,59.3,0.2657,0.096590,102.1,0.0846,nan,nan,nan
615.5333,338.2,205.8,0.156808,156.5,0.0942,0.023293,59.1,0.2746,0.093790,101.1,0.0848,nan,nan,nan
615.5667,338.8,206.2,0.151969,153.9,0.0953,0.022907,58.1,0.2652,0.090788,99.1,0.0837,nan,nan,nan
615.6000,339.2,205.2,0.147939,151.9,0.0943,0.021992,55.9,0.2745,0.088160,97.6,0.0838,nan,nan,nan
615.6333,340.2,205.2,0.143383,149.9,0.0954,0.021669,56.1,0.2646,0.085657,96.6,0.0835,nan,nan,nan
615.6667,340.8,205.2,0.139790,148.8,0.0958,0.020905,55.2,0.2768,0.083324,95.6,0.0853,nan,nan,nan
615.7000,341.2,204.8,0.136130,146.9,0.0956,0.020609,55.2,0.2672,0.081065,93.9,0.0839,nan,nan,nan
615.7333,341.8,204.2,0.131723,145.5,0.0949,0.019878,53.5,0.2758,0.078347,92.4,0.0853,nan,nan,nan
615.7667,342.2,204.2,0.128232,143.8,0.0952,0.019367,52.5,0.2679,0.076186,91.1,0.0833,nan,nan,nan
615.8000,341.8,203.8,0.123979,141.6,0.0949,0.018780,51.3,0.2757,0.073727,89.8,0.0856,nan,nan,nan
615.8333,341.8,204.8,0.120314,139.8,0.0944,0.018149,50.5,0.2719,0.071494,89.0,0.0869,nan,nan,nan
615.8667,341.2,204.8,0.117315,138.6,0.0955,0.017967,50.5,0.2729,0.069579,88.0,0.0849,nan,nan,nan
615.9000,341.2,204.2,0.113250,136.6,0.0952,0.017235,49.4,0.2750,0.067241,86.3,0.0867,nan,nan,nan
615.9333,341.2,204.2,0.110317,134.9,0.0954,0.017023,48.4,0.2790,0.065299,85.3,0.0884,nan,nan,nan
615.9667,341.2,203.8,0.106076,133.2,0.0961,0.016135,46.6,0.2698,0.062696,83.4,0.0847,nan,nan,nan
616.0000,340.8,204.2,0.103006,131.6,0.0964,0.015863,45.6,0.2870,0.061053,82.2,0.0918,nan,nan,nan
616.0333,340.2,204.2,0.100172,130.1,0.0957,0.015243,44.6,0.2781,0.059225,81.0,0.0881,nan,nan,nan
616.0667,340.8,204.2,0.096734,128.1,0.0946,0.014935,44.6,0.2818,0.057354,79.7,0.0890,nan,nan,nan
616.1000,340.2,204.8,0.093627,125.1,0.0952,0.014457,44.1,0.2706,0.055388,78.4,0.0882,nan,nan,nan
616.1333,339.2,205.8,0.090672,124.1,0.0952,0.014110,43.6,0.2652,0.053574,77.3,0.0851,nan,nan,nan
616.1667,339.8,205.2,0.087654,123.8,0.0952,0.013760,43.2,0.2667,0.051889,75.8,0.0879,nan,nan,nan
616.2000,339.8,205.2,0.084747,120.1,0.0960,0.013328,42.4,0.2640,0.050271,74.3,0.0847,nan,nan,nan
616.2333,339.2,205.2,0.082235,119.1,0.0945,0.012790,41.6,0.2729,0.048562,73.9,0.0843,nan,nan,nan
616.2667,339.2,204.7,0.079289,117.1,0.0965,0.012655,41.5,0.2616,0.047118,72.1,0.0844,nan,nan,nan
616.3000,339.2,204.7,0.077073,116.1,0.0958,0.012112,40.5,0.2740,0.045674,71.1,0.0841,nan,nan,nan
616.3333,339.2,205.1,0.074498,114.1,0.0970,0.012005,40.5,0.2677,0.044187,69.9,0.0877,nan,nan,nan
616.3667,340.4,204.1,0.072274,113.1,0.0943,0.011573,40.2,0.2746,0.042711,68.9,0.0867,nan,nan,nan
616.4000,340.3,203.7,0.070421,110.9,0.0951,0.011214,39.2,0.2750,0.041623,67.9,0.0838,nan,nan,nan
616.4333,339.7,203.6,0.068484,109.1,0.0954,0.011090,39.2,0.2761,0.040496,66.9,0.0862,nan,nan,nan
616.4667,339.7,203.6,0.068521,109.1,0.0953,0.011069,38.6,0.2650,0.040535,66.9,0.0857,nan,nan,nan
616.5000,339.3,203.6,0.068945,110.1,0.0961,0.011147,39.2,0.2643,0.040810,67.4,0.0843,nan,nan,nan
616.5333,339.6,203.1,0.068986,110.1,0.0953,0.011167,39.2,0.2641,0.040900,67.9,0.0837,nan,nan,nan
616.5667,339.4,202.6,0.069992,111.1,0.0960,0.011175,39.2,0.2633,0.041424,67.9,0.0831,nan,nan,nan
616.6000,338.7,202.6,0.070607,111.1,0.0952,0.011493,39.2,0.2629,0.041845,67.9,0.0837,nan,nan,nan
616.6333,338.6,202.2,0.072115,112.3,0.0956,0.011538,39.2,0.2625,0.042804,68.9,0.0814,nan,nan,nan
616.6667,338.7,202.2,0.073019,113.1,0.0951,0.011802,39.2,0.2634,0.043321,69.1,0.0828,nan,nan,nan
616.7000,338.6,201.6,0.074620,114.1,0.0957,0.011855,39.2,0.2633,0.044315,69.9,0.0816,nan,nan,nan
616.7333,339.3,201.6,0.075700,115.9,0.0948,0.012013,39.2,0.2682,0.044871,70.1,0.0818,nan,nan,nan
616.7667,339.2,202.2,0.077255,115.9,0.0951,0.012280,39.7,0.2624,0.045881,70.9,0.0814,nan,nan,nan
616.8000,338.7,202.1,0.079092,117.3,0.0956,0.012502,39.6,0.2611,0.046718,72.1,0.0827,nan,nan,nan
616.8333,338.8,202.1,0.080176,117.8,0.0951,0.012667,39.9,0.2726,0.047424,72.8,0.0808,nan,nan,nan
616.8667,339.7,201.6,0.081160,117.8,0.0953,0.012861,40.6,0.2668,0.048088,73.1,0.0818,nan,nan,nan
616.9000,339.7,201.1,0.081688,117.6,0.0965,0.012867,41.4,0.2736,0.048388,73.0,0.0844,nan,nan,nan
616.9333,340.2,200.1,0.083721,118.6,0.0951,0.013131,41.6,0.2687,0.049720,74.3,0.0823,nan,nan,nan
616.9667,339.7,200.6,0.084459,119.6,0.0944,0.013135,41.6,0.2721,0.050056,74.3,0.0844,nan,nan,nan
617.0000,339.7,200.1,0.086621,120.6,0.0950,0.013528,41.6,0.2671,0.051363,75.4,0.0818,nan,nan,nan
617.0333,338.7,200.1,0.087576,121.6,0.0956,0.013587,41.6,0.2738,0.051758,75.8,0.0841,nan,nan,nan
617.0667,339.3,200.1,0.089726,123.1,0.0952,0.014004,42.6,0.2655,0.053175,76.7,0.0833,nan,nan,nan
617.1000,339.7,199.2,0.090685,123.9,0.0958,0.014074,42.6,0.2694,0.053678,76.9,0.0857,nan,nan,nan
617.1333,339.7,200.1,0.092904,125.3,0.0959,0.014490,43.6,0.2632,0.055132,78.0,0.0822,nan,nan,nan
617.1667,340.3,200.7,0.093980,125.6,0.0971,0.014567,44.6,0.2727,0.055721,78.7,0.0829,nan,nan,nan
617.2000,340.7,200.6,0.096142,127.3,0.0957,0.014946,44.6,0.2635,0.057119,79.7,0.0816,nan,nan,nan
617.2333,340.7,200.1,0.097188,128.9,0.0957,0.015009,43.6,0.2710,0.057621,79.9,0.0832,nan,nan,nan
617.2667,341.1,200.6,0.099507,129.9,0.0939,0.015466,45.6,0.2636,0.059068,80.9,0.0794,nan,nan,nan
617.3000,342.2,199.1,0.100142,129.9,0.0948,0.015923,47.4,0.2599,0.059645,81.8,0.0808,nan,nan,nan
617.3333,342.2,199.7,0.102172,131.3,0.0943,0.015932,47.4,0.2623,0.060753,82.4,0.0791,nan,nan,nan
617.3667,340.8,200.2,0.103405,131.6,0.0946,0.016137,46.6,0.2661,0.061296,82.4,0.0815,nan,nan,nan
617.4000,340.8,200.2,0.103233,131.3,0.0907,0.016057,46.2,0.2839,0.061256,82.0,0.0840,nan,nan,nan
617.4333,340.7,200.1,0.102013,131.6,0.0947,0.016063,47.4,0.2659,0.060672,82.1,0.0847,nan,nan,nan
617.4667,340.7,200.7,0.101864,131.6,0.0941,0.015895,47.4,0.2737,0.060449,82.1,0.0833,nan,nan,nan
617.5000,341.2,200.2,0.102102,131.6,0.0948,0.016029,47.6,0.2667,0.060568,82.3,0.0842,nan,nan,nan
617.5333,340.8,201.2,0.101905,131.6,0.0942,0.015895,46.6,0.2727,0.060447,81.7,0.0835,nan,nan,nan
617.5667,341.2,201.2,0.099254,129.6,0.0947,0.015593,46.6,0.2613,0.058829,80.4,0.0851,nan,nan,nan
617.6000,341.2,201.2,0.095762,126.9,0.0952,0.014973,45.4,0.2723,0.056730,79.2,0.0865,nan,nan,nan
617.6333,340.8,201.2,0.092979,125.9,0.0952,0.014552,44.6,0.2720,0.054972,78.7,0.0871,nan,nan,nan
617.6667,340.7,200.6,0.092514,125.9,0.0954,0.014552,44.6,0.2667,0.054767,77.8,0.0885,nan,nan,nan
617.7000,340.8,201.2,0.093454,125.9,0.0957,0.014637,44.1,0.2732,0.055366,78.7,0.0862,nan,nan,nan
617.7333,340.1,201.8,0.093029,125.9,0.0957,0.014578,45.4,0.2695,0.055074,78.4,0.0855,nan,nan,nan
617.7667,340.1,201.8,0.091088,124.9,0.0955,0.014309,44.8,0.2642,0.053621,77.0,0.0872,nan,nan,nan
617.8000,340.7,200.6,0.087932,121.9,0.0965,0.014007,43.5,0.2598,0.052076,76.0,0.0867,nan,nan,nan
617.8333,392.2,147.8,0.086146,129.1,0.0953,0.014685,44.6,0.2698,0.051858,75.4,0.0858,0.951202,255.0,0.2830
617.8667,392.2,147.8,0.088160,130.1,0.0938,0.014704,44.6,0.2696,0.052838,76.5,0.0849,0.949237,255.0,0.2835
617.9000,392.2,147.8,0.089251,130.1,0.0921,0.014927,44.6,0.2673,0.053665,76.7,0.0862,0.947174,255.0,0.2865
617.9333,392.2,147.8,0.091166,131.1,0.0932,0.015444,45.4,0.2615,0.054678,77.7,0.0844,0.942440,255.0,0.2904
617.9667,392.8,146.2,0.092417,131.3,0.0934,0.015571,45.9,0.2616,0.055495,77.9,0.0830,0.933631,255.0,0.2964
618.0000,392.8,146.2,0.094514,133.3,0.0942,0.015844,46.6,0.2592,0.056655,78.8,0.0824,0.930158,255.0,0.2962
618.0333,393.8,145.2,0.095841,134.3,0.0946,0.015994,47.3,0.2657,0.057477,79.7,0.0852,0.924563,255.0,0.3020
618.0667,393.8,145.2,0.098013,136.1,0.0941,0.016343,47.3,0.2625,0.058741,80.7,0.0836,0.922208,255.0,0.2993
618.1000,393.8,145.2,0.099066,137.1,0.0942,0.016344,47.4,0.2665,0.059317,81.0,0.0832,0.918294,255.0,0.3002
618.1333,394.8,144.2,0.101435,138.5,0.0946,0.016826,47.9,0.2621,0.060660,81.7,0.0853,0.914497,255.0,0.2999
618.1667,394.8,144.2,0.102719,138.5,0.0942,0.016879,48.2,0.2677,0.061372,82.4,0.0849,0.912859,255.0,0.3011
618.2000,394.8,144.2,0.105107,139.5,0.0942,0.017330,49.0,0.2634,0.062668,82.8,0.0830,0.908881,255.0,0.3016
618.2333,394.8,144.2,0.106392,140.3,0.0940,0.017374,49.0,0.2680,0.063374,83.6,0.0857,0.908609,255.0,0.3009
618.2667,395.2,144.2,0.108878,142.8,0.0947,0.017846,49.2,0.2657,0.064997,84.3,0.0850,0.908569,255.0,0.2990
618.3000,397.2,141.8,0.110159,143.3,0.0948,0.017897,50.5,0.2692,0.065613,84.9,0.0850,0.912463,255.0,0.2939
618.3333,397.2,141.8,0.112806,145.1,0.0948,0.018347,50.2,0.2674,0.067231,86.1,0.0843,0.911918,255.0,0.2917
618.3667,397.2,141.8,0.114079,145.5,0.0954,0.018389,50.3,0.2697,0.067886,86.7,0.0855,0.910039,255.0,0.2947
618.4000,397.8,141.2,0.116733,146.5,0.0942,0.018806,51.1,0.2657,0.069397,87.5,0.0843,0.909015,255.0,0.2930
618.4333,398.2,140.8,0.117996,147.6,0.0941,0.018868,51.1,0.2668,0.070132,87.7,0.0863,0.908035,255.0,0.2940
618.4667,398.2,140.8,0.120622,148.3,0.0939,0.019476,51.3,0.2613,0.071495,89.4,0.0870,0.905533,255.0,0.2937
618.5000,398.8,140.2,0.122399,149.6,0.0940,0.019674,52.2,0.2661,0.072729,89.4,0.0871,0.905622,255.0,0.2944
618.5333,398.2,139.8,0.124812,150.6,0.0940,0.019974,53.0,0.2626,0.073986,90.6,0.0853,0.901593,255.0,0.2954
618.5667,398.2,139.2,0.126564,151.6,0.0935,0.020286,52.8,0.2632,0.074952,90.6,0.0855,0.900102,255.0,0.2995
618.6000,398.8,139.2,0.129240,153.3,0.0942,0.020700,53.8,0.2599,0.076393,91.6,0.0835,0.900156,255.0,0.2980
618.6333,398.2,139.2,0.131074,154.6,0.0953,0.020876,54.2,0.2660,0.077510,92.6,0.0849,0.897995,255.0,0.2991
618.6667,398.2,139.8,0.133689,155.6,0.0946,0.021156,55.2,0.2637,0.078914,93.1,0.0851,0.893899,255.0,0.3024
618.7000,398.2,139.8,0.135481,155.6,0.0947,0.021581,55.3,0.2635,0.080112,93.7,0.0854,0.893795,255.0,0.3024
618.7333,398.2,139.8,0.138251,156.6,0.0945,0.021857,55.4,0.2618,0.081578,94.4,0.0827,0.893214,255.0,0.3027
618.7667,398.3,139.2,0.140070,156.6,0.0940,0.022205,55.4,0.2647,0.082857,95.7,0.0836,0.892611,255.0,0.3057
618.8000,398.3,139.2,0.142728,158.1,0.0944,0.022647,56.6,0.2618,0.084455,96.4,0.0841,0.892915,255.0,0.3022
618.8333,398.7,139.1,0.144800,158.5,0.0940,0.022802,55.3,0.2683,0.085385,96.0,0.0850,0.888641,255.0,0.3041
618.8667,398.2,139.8,0.147871,160.1,0.0943,0.023305,56.2,0.2620,0.087145,96.9,0.0832,0.888042,255.0,0.3048
618.9000,397.8,139.7,0.149544,161.6,0.0948,0.023450,57.7,0.2667,0.087969,98.1,0.0864,0.887215,255.0,0.3072
618.9333,397.1,139.8,0.152748,162.6,0.0940,0.023835,57.9,0.2639,0.089917,98.9,0.0822,0.885090,255.0,0.3076
618.9667,396.8,140.2,0.154486,162.6,0.0930,0.023858,57.7,0.2651,0.090998,99.9,0.0810,0.881309,255.0,0.3127
619.0000,396.7,140.2,0.157741,162.9,0.0937,0.024562,58.0,0.2601,0.093037,100.7,0.0804,0.882853,255.0,0.3107
619.0333,396.8,140.9,0.159638,162.9,0.0940,0.024853,58.2,0.2654,0.094007,101.6,0.0812,0.883239,255.0,0.3113
619.0667,396.2,141.1,0.162936,164.7,0.0940,0.025367,60.0,0.2623,0.096113,102.4,0.0800,0.882654,255.0,0.3113
619.1000,396.2,141.2,0.164677,166.3,0.0932,0.025518,60.8,0.2652,0.096886,103.4,0.0806,0.880079,254.9,0.3139
619.1333,395.2,141.1,0.167948,167.5,0.0939,0.026214,61.1,0.2603,0.099260,104.6,0.0810,0.880954,255.0,0.3131
619.1667,395.8,141.3,0.169628,167.5,0.0940,0.026367,62.1,0.2670,0.100119,104.6,0.0828,0.879179,255.0,0.3154
619.2000,396.2,140.8,0.173092,169.2,0.0944,0.027004,62.8,0.2631,0.102405,105.6,0.0814,0.880951,255.0,0.3138
619.2333,396.8,140.8,0.174992,170.5,0.0946,0.027093,63.1,0.2681,0.103159,105.6,0.0835,0.881948,255.0,0.3136
619.2667,396.2,140.8,0.178634,170.5,0.0945,0.027833,64.1,0.2619,0.105592,106.6,0.0818,0.882269,255.0,0.3116
619.3000,396.3,140.3,0.180744,170.5,0.0946,0.028018,64.1,0.2687,0.106873,107.6,0.0845,0.880888,255.0,0.3129
619.3333,396.1,140.3,0.184377,172.5,0.0949,0.028766,64.5,0.2604,0.109183,108.2,0.0828,0.882336,255.0,0.3117
619.3667,396.8,140.1,0.186596,174.3,0.0961,0.029011,64.5,0.2693,0.110312,109.5,0.0844,0.881612,255.0,0.3157
619.4000,397.2,139.1,0.190212,175.0,0.0949,0.029762,65.8,0.2601,0.112730,109.8,0.0817,0.882874,255.0,0.3140
619.4333,396.8,140.1,0.192229,175.9,0.0950,0.029872,66.3,0.2597,0.113567,110.6,0.0811,0.881229,255.0,0.3120
619.4667,396.2,140.2,0.196304,176.5,0.0947,0.030781,66.8,0.2622,0.116251,111.6,0.0840,0.881201,255.0,0.3119
619.5000,395.7,140.7,0.198262,177.0,0.0942,0.030876,67.2,0.2623,0.117402,111.6,0.0842,0.879571,255.0,0.3145
619.5333,395.3,141.3,0.202213,179.2,0.0943,0.031768,68.1,0.2605,0.119817,113.1,0.0834,0.880901,255.0,0.3112
619.5667,395.2,142.2,0.204172,179.9,0.0934,0.031868,68.5,0.2623,0.120939,114.1,0.0831,0.881020,255.0,0.3114
619.6000,394.8,141.7,0.208155,180.2,0.0946,0.032741,69.5,0.2625,0.123639,114.4,0.0875,0.882297,255.0,0.3106
619.6333,395.2,142.2,0.210055,181.5,0.0937,0.032827,69.5,0.2623,0.124768,114.6,0.0873,0.882656,255.0,0.3109
619.6667,395.2,142.8,0.214168,182.5,0.0949,0.033759,70.3,0.2640,0.127445,116.1,0.0884,0.884320,255.0,0.3076
619.7000,394.8,142.8,0.216273,183.2,0.0948,0.033890,70.5,0.2656,0.128532,116.6,0.0858,0.883847,255.0,0.3069
