0,-8,-2.30103,4.65847e-06
0,-7.9,-2.30103,4.65847e-06
0,-7.8,-2.30103,4.65847e-06
0,-7.7,-2.30103,4.65847e-06
0,-7.6,-2.30103,4.65847e-06
0,-7.5,-2.30103,4.65847e-06
0,-7.4,-2.30103,4.65847e-06
0,-7.3,-2.30103,4.65847e-06
0,-7.2,-2.30103,4.65847e-06
0,-7.1,-2.30103,4.65847e-06
0,-7,-2.30103,4.65847e-06
0,-6.9,-2.30103,4.65847e-06
0,-6.8,-2.30103,4.65847e-06
0,-6.7,-2.30103,4.65847e-06
0,-6.6,-2.30103,4.65847e-06
0,-6.5,-2.30103,4.65847e-06
0,-6.4,-2.30103,4.65847e-06
0,-6.3,-2.30103,4.65847e-06
0,-6.2,-2.30103,4.65847e-06
0,-6.1,-2.30103,4.65847e-06
0,-6,-2.30103,4.65847e-06
0,-5.9,-2.30103,4.65847e-06
0,-5.8,-2.30103,4.65847e-06
0,-5.7,-2.30103,4.65847e-06
0,-5.6,-2.30103,4.65847e-06
0,-5.5,-2.30103,4.65847e-06
0,-5.4,-2.30103,4.65847e-06
0,-5.3,-2.30103,4.65847e-06
0,-5.2,-2.30103,4.65847e-06
0,-5.1,-2.30103,4.65847e-06
0,-5,-2.30103,4.65847e-06
0,-4.9,-2.30103,4.65847e-06
0,-4.8,-2.30103,4.65847e-06
0,-4.7,-2.30103,4.65847e-06
0,-4.6,-2.30103,4.65847e-06
0,-4.5,-1.50642,0.0113222
0,-4.4,-0.803435,0.0252128
0,-4.3,-0.325547,0.0419877
0,-4.2,-0.0155055,0.0582269
0,-4.1,0.219685,0.0745518
0,-4,0.426994,0.092665
0,-3.9,0.613103,0.112626
0,-3.8,0.768284,0.13251
0,-3.7,0.913903,0.154343
0,-3.6,1.0882,0.185248
0,-3.5,1.25782,0.221248
0,-3.4,1.42483,0.263519
0,-3.3,1.54928,0.300185
0,-3.2,1.662,0.337777
0,-3.1,1.7667,0.3769
0,-3,1.86657,0.418431
0,-2.9,1.96127,0.462031
0,-2.8,2.05262,0.50839
0,-2.7,2.14493,0.559963
0,-2.6,2.23348,0.61434
0,-2.5,2.31113,0.666356
0,-2.4,2.39178,0.725049
0,-2.3,2.46899,0.78607
0,-2.2,2.54035,0.847034
0,-2.1,2.60906,0.910188
0,-2,2.69897,1
0,-1.9,2.69897,1
0,-1.8,2.69897,1
0,-1.7,2.69897,1
0,-1.6,2.69897,1
0,-1.5,2.69897,1
0,-1.4,2.69897,1
0,-1.3,2.69897,1
0,-1.2,2.69897,1
0,-1.1,2.69897,1
0,-1,2.69897,1
0,-0.9,2.69897,1
0,-0.8,2.69897,1
0,-0.7,2.69897,1
0,-0.6,2.69897,1
0,-0.5,2.69897,1
0,-0.4,2.69897,1
0,-0.3,2.69897,1
0,-0.2,2.69897,1
0,-0.0999999,2.69897,1
0,1.19209e-07,2.69897,1
0,0.1,2.69897,1
0,0.2,2.69897,1
0,0.3,2.69897,1
0,0.4,2.69897,1
0,0.5,2.69897,1
0,0.6,2.69897,1
0,0.7,2.69897,1
0,0.8,2.69897,1
0,0.9,2.69897,1
0,1,2.69897,1
0,1.1,2.69897,1
0,1.2,2.69897,1
0,1.3,2.69897,1
0,1.4,2.69897,1
0,1.5,2.69897,1
0,1.6,2.69897,1
0,1.7,2.69897,1
0,1.8,2.69897,1
0,1.9,2.69897,1
0,2,2.69897,1
0,2.1,2.69897,1
0,2.2,2.69897,1
0,2.3,2.69897,1
0,2.4,2.69897,1
0,2.5,2.69897,1
0,2.6,2.69897,1
0,2.7,2.69897,1
0,2.8,2.69897,1
0,2.9,2.69897,1
0,3,2.69897,1
0,3.1,2.69897,1
0,3.2,2.69897,1
0,3.3,2.69897,1
0,3.4,2.69897,1
0,3.5,2.69897,1
0,3.6,2.69897,1
0,3.7,2.69897,1
0,3.8,2.69897,1
0,3.9,2.69897,1
0,4,2.69897,1
0,4.1,2.69897,1
0,4.2,2.69897,1
0,4.3,2.69897,1
0,4.4,2.69897,1
0,4.5,2.69897,1
0,4.6,2.69897,1
0,4.7,2.69897,1
0,4.8,2.69897,1
0,4.9,2.69897,1
0,5,2.69897,1
0,5.1,2.69897,1
0,5.2,2.69897,1
0,5.3,2.69897,1
0,5.4,2.69897,1
0,5.5,2.69897,1
0,5.6,2.69897,1
0,5.7,2.69897,1
0,5.8,2.69897,1
0,5.9,2.69897,1
0,6,2.69897,1
0,6.1,2.69897,1
0,6.2,2.69897,1
0,6.3,2.69897,1
0,6.4,2.69897,1
0,6.5,2.69897,1
0,6.6,2.69897,1
0,6.7,2.69897,1
0,6.8,2.69897,1
0,6.9,2.69897,1
0,7,2.69897,1
0,7.1,2.69897,1
0,7.2,2.69897,1
0,7.3,2.69897,1
0,7.4,2.69897,1
0,7.5,2.69897,1
0,7.6,2.69897,1
0,7.7,2.69897,1
0,7.8,2.69897,1
0,7.9,2.69897,1
0,8,2.69897,1
