# DIGITIZED_EXTERNAL_VALIDATION; Ginis et al. 2012 J Vis 12(3):20; y = Log(PSF) as printed (log10 of PSF in sr^-1, see README)
curve,theta_deg,log10_psf
CS,2.5768,0.1327
CS,2.5805,0.1327
CS,2.5842,0.1274
CS,2.5879,0.1274
CS,2.5916,0.1274
CS,2.5953,0.1221
CS,2.5990,0.1221
CS,2.6027,0.1194
CS,2.6064,0.1194
CS,2.6101,0.1167
CS,2.6138,0.1167
CS,2.6175,0.1114
CS,2.6212,0.1114
CS,2.6248,0.1061
CS,2.6285,0.1034
CS,2.6322,0.1034
CS,2.6359,0.1008
CS,2.6396,0.1008
CS,2.6433,0.1008
CS,2.6470,0.1008
CS,2.6507,0.0954
CS,2.6544,0.0954
CS,2.6581,0.0954
CS,2.6618,0.0901
CS,2.6655,0.0901
CS,2.6692,0.0848
CS,2.6729,0.0848
CS,2.6766,0.0848
CS,2.6803,0.0821
CS,2.6840,0.0794
CS,2.6877,0.0768
CS,2.6914,0.0741
CS,2.6951,0.0741
CS,2.6988,0.0741
CS,2.7025,0.0688
CS,2.7062,0.0688
CS,2.7099,0.0688
CS,2.7136,0.0661
CS,2.7173,0.0635
CS,2.7210,0.0608
CS,2.7247,0.0581
CS,2.7284,0.0581
CS,2.7321,0.0581
CS,2.7358,0.0555
CS,2.7395,0.0528
CS,2.7432,0.0501
CS,2.7469,0.0475
CS,2.7506,0.0475
CS,2.7542,0.0475
CS,2.7579,0.0448
CS,2.7616,0.0421
CS,2.7653,0.0421
CS,2.7690,0.0368
CS,2.7727,0.0368
CS,2.7764,0.0368
CS,2.7801,0.0315
CS,2.7838,0.0315
CS,2.7875,0.0315
CS,2.7912,0.0288
CS,2.7949,0.0288
CS,2.7986,0.0262
CS,2.8023,0.0208
CS,2.8060,0.0182
CS,2.8097,0.0182
CS,2.8134,0.0155
CS,2.8171,0.0155
CS,2.8208,0.0155
CS,2.8245,0.0128
CS,2.8282,0.0102
CS,2.8319,0.0102
CS,2.8356,0.0075
CS,2.8393,0.0048
CS,2.8430,0.0022
CS,2.8467,-0.0005
CS,2.8504,-0.0005
CS,2.8541,-0.0005
CS,2.8578,-0.0005
CS,2.8615,-0.0058
CS,2.8652,-0.0058
CS,2.8689,-0.0058
CS,2.8726,-0.0111
CS,2.8763,-0.0111
CS,2.8800,-0.0111
CS,2.8837,-0.0138
CS,2.8873,-0.0165
CS,2.8910,-0.0218
CS,2.8947,-0.0218
CS,2.8984,-0.0218
CS,2.9021,-0.0218
CS,2.9058,-0.0271
CS,2.9095,-0.0271
CS,2.9132,-0.0271
CS,2.9169,-0.0298
CS,2.9206,-0.0325
CS,2.9243,-0.0378
CS,2.9280,-0.0378
CS,2.9317,-0.0378
CS,2.9354,-0.0378
CS,2.9391,-0.0378
CS,2.9428,-0.0431
CS,2.9465,-0.0431
CS,2.9502,-0.0484
CS,2.9539,-0.0484
CS,2.9576,-0.0484
CS,2.9613,-0.0484
CS,2.9650,-0.0511
CS,2.9687,-0.0538
CS,2.9724,-0.0538
CS,2.9761,-0.0538
CS,2.9798,-0.0591
CS,2.9835,-0.0618
CS,2.9872,-0.0618
CS,2.9909,-0.0644
CS,2.9946,-0.0644
CS,2.9983,-0.0671
CS,3.0020,-0.0698
CS,3.0057,-0.0698
CS,3.0094,-0.0698
CS,3.0131,-0.0724
CS,3.0168,-0.0751
CS,3.0204,-0.0751
CS,3.0241,-0.0804
CS,3.0278,-0.0804
CS,3.0315,-0.0804
CS,3.0352,-0.0804
CS,3.0389,-0.0857
CS,3.0426,-0.0857
CS,3.0463,-0.0857
CS,3.0500,-0.0884
CS,3.0537,-0.0911
CS,3.0574,-0.0911
CS,3.0611,-0.0937
CS,3.0648,-0.0964
CS,3.0685,-0.0964
CS,3.0722,-0.0964
CS,3.0759,-0.1017
CS,3.0796,-0.1017
CS,3.0833,-0.1017
CS,3.0870,-0.1044
CS,3.0907,-0.1071
CS,3.0944,-0.1071
CS,3.0981,-0.1097
CS,3.1018,-0.1124
CS,3.1055,-0.1124
CS,3.1092,-0.1124
CS,3.1129,-0.1177
CS,3.1166,-0.1177
CS,3.1203,-0.1177
CS,3.1240,-0.1204
CS,3.1277,-0.1230
CS,3.1314,-0.1257
CS,3.1351,-0.1284
CS,3.1388,-0.1284
CS,3.1425,-0.1284
CS,3.1462,-0.1310
CS,3.1498,-0.1310
CS,3.1535,-0.1337
CS,3.1572,-0.1337
CS,3.1609,-0.1364
CS,3.1646,-0.1364
CS,3.1683,-0.1390
CS,3.1720,-0.1390
CS,3.1757,-0.1417
CS,3.1794,-0.1444
CS,3.1831,-0.1470
CS,3.1868,-0.1497
CS,3.1905,-0.1524
CS,3.1942,-0.1524
CS,3.1979,-0.1524
CS,3.2016,-0.1550
CS,3.2053,-0.1550
CS,3.2090,-0.1550
CS,3.2127,-0.1550
CS,3.2164,-0.1577
CS,3.2201,-0.1603
CS,3.2238,-0.1603
CS,3.2275,-0.1630
CS,3.2312,-0.1657
CS,3.2349,-0.1657
CS,3.2386,-0.1683
CS,3.2423,-0.1710
CS,3.2460,-0.1710
CS,3.2497,-0.1763
CS,3.2534,-0.1763
CS,3.2571,-0.1763
CS,3.2608,-0.1790
CS,3.2645,-0.1790
CS,3.2682,-0.1817
CS,3.2719,-0.1817
CS,3.2756,-0.1843
CS,3.2793,-0.1870
CS,3.2829,-0.1870
CS,3.2866,-0.1870
CS,3.2903,-0.1870
CS,3.2940,-0.1897
CS,3.2977,-0.1923
CS,3.3014,-0.1923
CS,3.3051,-0.1976
CS,3.3088,-0.1976
CS,3.3125,-0.2003
CS,3.3162,-0.2003
CS,3.3199,-0.2030
CS,3.3236,-0.2030
CS,3.3273,-0.2030
CS,3.3310,-0.2056
CS,3.3347,-0.2083
CS,3.3384,-0.2083
CS,3.3421,-0.2110
CS,3.3458,-0.2136
CS,3.3495,-0.2136
CS,3.3532,-0.2136
CS,3.3569,-0.2136
CS,3.3606,-0.2190
CS,3.3643,-0.2190
CS,3.3680,-0.2190
CS,3.3717,-0.2243
CS,3.3754,-0.2243
CS,3.3791,-0.2243
CS,3.3828,-0.2270
CS,3.3865,-0.2270
CS,3.3902,-0.2296
CS,3.3939,-0.2323
CS,3.3976,-0.2323
CS,3.4013,-0.2349
CS,3.4050,-0.2349
CS,3.4087,-0.2376
CS,3.4124,-0.2403
CS,3.4160,-0.2403
CS,3.4197,-0.2403
CS,3.4234,-0.2429
CS,3.4271,-0.2429
CS,3.4308,-0.2456
CS,3.4345,-0.2456
CS,3.4382,-0.2456
CS,3.4419,-0.2456
CS,3.4456,-0.2483
CS,3.4493,-0.2509
CS,3.4530,-0.2563
CS,3.4567,-0.2563
CS,3.4604,-0.2563
CS,3.4641,-0.2563
CS,3.4678,-0.2616
CS,3.4715,-0.2616
CS,3.4752,-0.2616
CS,3.4789,-0.2616
CS,3.4826,-0.2669
CS,3.4863,-0.2669
CS,3.4900,-0.2669
CS,3.4937,-0.2696
CS,3.4974,-0.2722
CS,3.5011,-0.2722
CS,3.5048,-0.2722
CS,3.5085,-0.2749
CS,3.5122,-0.2776
CS,3.5159,-0.2776
CS,3.5196,-0.2776
CS,3.5233,-0.2829
CS,3.5270,-0.2829
CS,3.5307,-0.2829
CS,3.5344,-0.2829
CS,3.5381,-0.2856
CS,3.5418,-0.2882
CS,3.5454,-0.2882
CS,3.5491,-0.2936
CS,3.5528,-0.2936
CS,3.5565,-0.2936
CS,3.5602,-0.2936
CS,3.5639,-0.2962
CS,3.5676,-0.2962
CS,3.5713,-0.2989
CS,3.5750,-0.2989
CS,3.5787,-0.3016
CS,3.5824,-0.3016
CS,3.5861,-0.3042
CS,3.5898,-0.3042
CS,3.5935,-0.3069
CS,3.5972,-0.3069
CS,3.6009,-0.3095
CS,3.6046,-0.3122
CS,3.6083,-0.3122
CS,3.6120,-0.3149
CS,3.6157,-0.3175
CS,3.6194,-0.3175
CS,3.6231,-0.3175
CS,3.6268,-0.3202
CS,3.6305,-0.3255
CS,3.6342,-0.3255
CS,3.6379,-0.3255
CS,3.6416,-0.3255
CS,3.6453,-0.3255
CS,3.6490,-0.3255
CS,3.6527,-0.3282
CS,3.6564,-0.3309
CS,3.6601,-0.3309
CS,3.6638,-0.3309
CS,3.6675,-0.3335
CS,3.6712,-0.3362
CS,3.6749,-0.3362
CS,3.6785,-0.3389
CS,3.6822,-0.3389
CS,3.6859,-0.3415
CS,3.6896,-0.3415
CS,3.6933,-0.3442
CS,3.6970,-0.3442
CS,3.7007,-0.3468
CS,3.7044,-0.3468
CS,3.7081,-0.3468
CS,3.7118,-0.3495
CS,3.7155,-0.3522
CS,3.7192,-0.3522
CS,3.7229,-0.3522
CS,3.7266,-0.3548
CS,3.7303,-0.3575
CS,3.7340,-0.3575
CS,3.7377,-0.3575
CS,3.7414,-0.3628
CS,3.7451,-0.3628
CS,3.7488,-0.3628
CS,3.7525,-0.3628
CS,3.7562,-0.3628
CS,3.7599,-0.3682
CS,3.7636,-0.3682
CS,3.7673,-0.3708
CS,3.7710,-0.3708
CS,3.7747,-0.3735
CS,3.7784,-0.3735
CS,3.7821,-0.3735
CS,3.7858,-0.3788
CS,3.7895,-0.3788
CS,3.7932,-0.3788
CS,3.7969,-0.3815
CS,3.8006,-0.3841
CS,3.8043,-0.3841
CS,3.8080,-0.3841
CS,3.8116,-0.3841
CS,3.8153,-0.3868
CS,3.8190,-0.3868
CS,3.8227,-0.3895
CS,3.8264,-0.3895
CS,3.8301,-0.3895
CS,3.8338,-0.3921
CS,3.8375,-0.3948
CS,3.8412,-0.3948
CS,3.8449,-0.3975
CS,3.8486,-0.3975
CS,3.8523,-0.4001
CS,3.8560,-0.4001
CS,3.8597,-0.4001
CS,3.8634,-0.4028
CS,3.8671,-0.4055
CS,3.8708,-0.4081
CS,3.8745,-0.4081
CS,3.8782,-0.4108
CS,3.8819,-0.4108
CS,3.8856,-0.4108
CS,3.8893,-0.4108
CS,3.8930,-0.4108
CS,3.8967,-0.4135
CS,3.9004,-0.4161
CS,3.9041,-0.4161
CS,3.9078,-0.4188
CS,3.9115,-0.4215
CS,3.9152,-0.4215
CS,3.9189,-0.4215
CS,3.9226,-0.4215
CS,3.9263,-0.4241
CS,3.9300,-0.4268
CS,3.9337,-0.4268
CS,3.9374,-0.4268
CS,3.9411,-0.4321
CS,3.9447,-0.4321
CS,3.9484,-0.4321
CS,3.9521,-0.4321
CS,3.9558,-0.4348
CS,3.9595,-0.4348
CS,3.9632,-0.4374
CS,3.9669,-0.4374
CS,3.9706,-0.4401
CS,3.9743,-0.4401
CS,3.9780,-0.4428
CS,3.9817,-0.4428
CS,3.9854,-0.4454
CS,3.9891,-0.4481
CS,3.9928,-0.4481
CS,3.9965,-0.4481
CS,4.0002,-0.4508
CS,4.0039,-0.4508
CS,4.0076,-0.4508
CS,4.0113,-0.4534
CS,4.0150,-0.4561
CS,4.0187,-0.4561
CS,4.0224,-0.4588
CS,4.0261,-0.4588
CS,4.0298,-0.4588
CS,4.0335,-0.4588
CS,4.0372,-0.4641
CS,4.0409,-0.4641
CS,4.0446,-0.4641
CS,4.0483,-0.4667
CS,4.0520,-0.4694
CS,4.0557,-0.4694
CS,4.0594,-0.4694
CS,4.0631,-0.4694
CS,4.0668,-0.4721
CS,4.0705,-0.4747
CS,4.0741,-0.4747
CS,4.0778,-0.4747
CS,4.0815,-0.4774
CS,4.0852,-0.4774
CS,4.0889,-0.4774
CS,4.0926,-0.4774
CS,4.0963,-0.4774
CS,4.1000,-0.4801
CS,4.1037,-0.4854
CS,4.1074,-0.4854
CS,4.1111,-0.4854
CS,4.1148,-0.4881
CS,4.1185,-0.4907
CS,4.1222,-0.4907
CS,4.1259,-0.4907
CS,4.1296,-0.4907
CS,4.1333,-0.4934
CS,4.1370,-0.4961
CS,4.1407,-0.4961
CS,4.1444,-0.4961
CS,4.1481,-0.4987
CS,4.1518,-0.4987
CS,4.1555,-0.4987
CS,4.1592,-0.5014
CS,4.1629,-0.5040
CS,4.1666,-0.5094
CS,4.1703,-0.5094
CS,4.1740,-0.5094
CS,4.1777,-0.5094
CS,4.1814,-0.5094
CS,4.1851,-0.5120
CS,4.1888,-0.5147
CS,4.1925,-0.5147
CS,4.1962,-0.5147
CS,4.1999,-0.5174
CS,4.2036,-0.5174
CS,4.2072,-0.5174
CS,4.2109,-0.5174
CS,4.2146,-0.5174
CS,4.2183,-0.5174
CS,4.2220,-0.5200
CS,4.2257,-0.5227
CS,4.2294,-0.5227
CS,4.2331,-0.5254
CS,4.2368,-0.5280
CS,4.2405,-0.5280
CS,4.2442,-0.5280
CS,4.2479,-0.5307
CS,4.2516,-0.5307
CS,4.2553,-0.5307
CS,4.2590,-0.5334
CS,4.2627,-0.5334
CS,4.2664,-0.5360
CS,4.2701,-0.5360
CS,4.2738,-0.5360
CS,4.2775,-0.5360
CS,4.2812,-0.5413
CS,4.2849,-0.5413
CS,4.2886,-0.5440
CS,4.2923,-0.5440
CS,4.2960,-0.5467
CS,4.2997,-0.5467
CS,4.3034,-0.5493
CS,4.3071,-0.5493
CS,4.3108,-0.5493
CS,4.3145,-0.5520
CS,4.3182,-0.5547
CS,4.3219,-0.5547
CS,4.3256,-0.5547
CS,4.3293,-0.5547
CS,4.3330,-0.5573
CS,4.3367,-0.5573
CS,4.3403,-0.5600
CS,4.3440,-0.5600
CS,4.3477,-0.5600
CS,4.3514,-0.5627
CS,4.3551,-0.5627
CS,4.3588,-0.5653
CS,4.3625,-0.5653
CS,4.3662,-0.5653
CS,4.3699,-0.5680
CS,4.3736,-0.5680
CS,4.3773,-0.5680
CS,4.3810,-0.5733
CS,4.3847,-0.5733
CS,4.3884,-0.5733
CS,4.3921,-0.5733
CS,4.3958,-0.5786
CS,4.3995,-0.5786
CS,4.4032,-0.5813
CS,4.4069,-0.5813
CS,4.4106,-0.5813
CS,4.4143,-0.5813
CS,4.4180,-0.5813
CS,4.4217,-0.5840
CS,4.4254,-0.5840
CS,4.4291,-0.5866
CS,4.4328,-0.5866
CS,4.4365,-0.5866
CS,4.4402,-0.5893
CS,4.4439,-0.5893
CS,4.4476,-0.5920
CS,4.4513,-0.5920
CS,4.4550,-0.5920
CS,4.4587,-0.5946
CS,4.4624,-0.5973
CS,4.4661,-0.6000
CS,4.4697,-0.6000
CS,4.4734,-0.6000
CS,4.4771,-0.6000
CS,4.4808,-0.6026
CS,4.4845,-0.6026
CS,4.4882,-0.6053
CS,4.4919,-0.6053
CS,4.4956,-0.6053
CS,4.4993,-0.6053
CS,4.5030,-0.6053
CS,4.5067,-0.6053
CS,4.5104,-0.6053
CS,4.5141,-0.6080
CS,4.5178,-0.6133
CS,4.5215,-0.6133
CS,4.5252,-0.6133
CS,4.5289,-0.6159
CS,4.5326,-0.6159
CS,4.5363,-0.6186
CS,4.5400,-0.6186
CS,4.5437,-0.6186
CS,4.5474,-0.6186
CS,4.5511,-0.6186
CS,4.5548,-0.6213
CS,4.5585,-0.6213
CS,4.5622,-0.6239
CS,4.5659,-0.6239
CS,4.5696,-0.6239
CS,4.5733,-0.6239
CS,4.5770,-0.6293
CS,4.5807,-0.6293
CS,4.5844,-0.6293
CS,4.5881,-0.6319
CS,4.5918,-0.6319
CS,4.5955,-0.6346
CS,4.5992,-0.6346
CS,4.6028,-0.6346
CS,4.6065,-0.6346
CS,4.6102,-0.6373
CS,4.6139,-0.6399
CS,4.6176,-0.6399
CS,4.6213,-0.6399
CS,4.6250,-0.6399
CS,4.6287,-0.6399
CS,4.6324,-0.6426
CS,4.6361,-0.6453
CS,4.6398,-0.6479
CS,4.6435,-0.6479
CS,4.6472,-0.6479
CS,4.6509,-0.6506
CS,4.6546,-0.6506
CS,4.6583,-0.6506
CS,4.6620,-0.6506
CS,4.6657,-0.6532
CS,4.6694,-0.6532
CS,4.6731,-0.6532
CS,4.6768,-0.6559
CS,4.6805,-0.6559
CS,4.6842,-0.6559
CS,4.6879,-0.6559
CS,4.6916,-0.6586
CS,4.6953,-0.6639
CS,4.6990,-0.6639
CS,4.7027,-0.6639
CS,4.7064,-0.6666
CS,4.7101,-0.6666
CS,4.7138,-0.6666
CS,4.7175,-0.6666
CS,4.7212,-0.6666
CS,4.7249,-0.6666
CS,4.7286,-0.6666
CS,4.7323,-0.6692
CS,4.7359,-0.6719
CS,4.7396,-0.6746
CS,4.7433,-0.6746
CS,4.7470,-0.6746
CS,4.7507,-0.6746
CS,4.7544,-0.6772
CS,4.7581,-0.6799
CS,4.7618,-0.6799
CS,4.7655,-0.6799
CS,4.7692,-0.6826
CS,4.7729,-0.6826
CS,4.7766,-0.6852
CS,4.7803,-0.6852
CS,4.7840,-0.6852
CS,4.7877,-0.6852
CS,4.7914,-0.6852
CS,4.7951,-0.6879
CS,4.7988,-0.6879
CS,4.8025,-0.6879
CS,4.8062,-0.6905
CS,4.8099,-0.6905
CS,4.8136,-0.6932
CS,4.8173,-0.6932
CS,4.8210,-0.6932
CS,4.8247,-0.6985
CS,4.8284,-0.6985
CS,4.8321,-0.6985
CS,4.8358,-0.6985
CS,4.8395,-0.6985
CS,4.8432,-0.6985
CS,4.8469,-0.6985
CS,4.8506,-0.7012
CS,4.8543,-0.7012
CS,4.8580,-0.7039
CS,4.8617,-0.7039
CS,4.8654,-0.7065
CS,4.8690,-0.7065
CS,4.8727,-0.7092
CS,4.8764,-0.7119
CS,4.8801,-0.7119
CS,4.8838,-0.7145
CS,4.8875,-0.7145
CS,4.8912,-0.7145
CS,4.8949,-0.7145
CS,4.8986,-0.7145
CS,4.9023,-0.7145
CS,4.9060,-0.7145
CS,4.9097,-0.7172
CS,4.9134,-0.7172
CS,4.9171,-0.7199
CS,4.9208,-0.7199
CS,4.9245,-0.7225
CS,4.9282,-0.7225
CS,4.9319,-0.7252
CS,4.9356,-0.7278
CS,4.9393,-0.7278
CS,4.9430,-0.7278
CS,4.9467,-0.7278
CS,4.9504,-0.7278
CS,4.9541,-0.7305
CS,4.9578,-0.7305
CS,4.9615,-0.7332
CS,4.9652,-0.7332
CS,4.9689,-0.7332
CS,4.9726,-0.7332
CS,4.9763,-0.7332
CS,4.9800,-0.7332
CS,4.9837,-0.7332
CS,4.9874,-0.7358
CS,4.9911,-0.7385
CS,4.9948,-0.7385
CS,4.9984,-0.7412
CS,5.0021,-0.7412
CS,5.0058,-0.7412
CS,5.0095,-0.7465
CS,5.0132,-0.7465
CS,5.0169,-0.7465
CS,5.0206,-0.7465
CS,5.0243,-0.7465
CS,5.0280,-0.7465
CS,5.0317,-0.7465
CS,5.0354,-0.7492
CS,5.0391,-0.7518
CS,5.0428,-0.7518
CS,5.0465,-0.7518
CS,5.0502,-0.7545
CS,5.0539,-0.7545
CS,5.0576,-0.7572
CS,5.0613,-0.7572
CS,5.0650,-0.7572
CS,5.0687,-0.7598
CS,5.0724,-0.7598
CS,5.0761,-0.7598
CS,5.0798,-0.7598
CS,5.0835,-0.7625
CS,5.0872,-0.7625
CS,5.0909,-0.7625
CS,5.0946,-0.7652
CS,5.0983,-0.7652
CS,5.1020,-0.7652
CS,5.1057,-0.7678
CS,5.1094,-0.7705
CS,5.1131,-0.7705
CS,5.1168,-0.7705
CS,5.1205,-0.7705
CS,5.1242,-0.7731
CS,5.1279,-0.7731
CS,5.1315,-0.7731
CS,5.1352,-0.7731
CS,5.1389,-0.7731
CS,5.1426,-0.7785
CS,5.1463,-0.7785
CS,5.1500,-0.7785
CS,5.1537,-0.7785
CS,5.1574,-0.7785
CS,5.1611,-0.7785
CS,5.1648,-0.7811
CS,5.1685,-0.7838
CS,5.1722,-0.7838
CS,5.1759,-0.7838
CS,5.1796,-0.7865
CS,5.1833,-0.7865
CS,5.1870,-0.7865
CS,5.1907,-0.7865
CS,5.1944,-0.7891
CS,5.1981,-0.7918
CS,5.2018,-0.7918
CS,5.2055,-0.7918
CS,5.2092,-0.7918
CS,5.2129,-0.7945
CS,5.2166,-0.7945
CS,5.2203,-0.7945
CS,5.2240,-0.7945
CS,5.2277,-0.7971
CS,5.2314,-0.8025
CS,5.2351,-0.8025
CS,5.2388,-0.8025
CS,5.2425,-0.8025
CS,5.2462,-0.8025
CS,5.2499,-0.8025
CS,5.2536,-0.8051
CS,5.2573,-0.8051
CS,5.2610,-0.8051
CS,5.2646,-0.8051
CS,5.2683,-0.8051
CS,5.2720,-0.8104
CS,5.2757,-0.8104
CS,5.2794,-0.8104
CS,5.2831,-0.8104
CS,5.2868,-0.8131
CS,5.2905,-0.8158
CS,5.2942,-0.8158
CS,5.2979,-0.8158
CS,5.3016,-0.8158
CS,5.3053,-0.8158
CS,5.3090,-0.8158
CS,5.3127,-0.8184
CS,5.3164,-0.8184
CS,5.3201,-0.8184
CS,5.3238,-0.8184
CS,5.3275,-0.8184
CS,5.3312,-0.8184
CS,5.3349,-0.8184
CS,5.3386,-0.8211
CS,5.3423,-0.8238
CS,5.3460,-0.8264
CS,5.3497,-0.8264
CS,5.3534,-0.8264
CS,5.3571,-0.8264
CS,5.3608,-0.8291
CS,5.3645,-0.8291
CS,5.3682,-0.8291
CS,5.3719,-0.8318
CS,5.3756,-0.8318
CS,5.3793,-0.8318
CS,5.3830,-0.8344
CS,5.3867,-0.8371
CS,5.3904,-0.8371
CS,5.3940,-0.8371
CS,5.3977,-0.8371
CS,5.4014,-0.8371
CS,5.4051,-0.8371
CS,5.4088,-0.8424
CS,5.4125,-0.8424
CS,5.4162,-0.8424
CS,5.4199,-0.8424
CS,5.4236,-0.8424
CS,5.4273,-0.8451
CS,5.4310,-0.8451
CS,5.4347,-0.8451
CS,5.4384,-0.8451
CS,5.4421,-0.8477
CS,5.4458,-0.8504
CS,5.4495,-0.8504
CS,5.4532,-0.8504
CS,5.4569,-0.8504
CS,5.4606,-0.8531
CS,5.4643,-0.8557
CS,5.4680,-0.8557
CS,5.4717,-0.8557
CS,5.4754,-0.8557
CS,5.4791,-0.8557
CS,5.4828,-0.8557
CS,5.4865,-0.8584
CS,5.4902,-0.8584
CS,5.4939,-0.8611
CS,5.4976,-0.8611
CS,5.5013,-0.8611
CS,5.5050,-0.8611
CS,5.5087,-0.8637
CS,5.5124,-0.8637
CS,5.5161,-0.8637
CS,5.5198,-0.8664
CS,5.5235,-0.8664
CS,5.5271,-0.8664
CS,5.5308,-0.8691
CS,5.5345,-0.8691
CS,5.5382,-0.8691
CS,5.5419,-0.8691
CS,5.5456,-0.8744
CS,5.5493,-0.8744
CS,5.5530,-0.8744
CS,5.5567,-0.8744
CS,5.5604,-0.8744
CS,5.5641,-0.8744
CS,5.5678,-0.8744
CS,5.5715,-0.8771
CS,5.5752,-0.8797
CS,5.5789,-0.8797
CS,5.5826,-0.8797
CS,5.5863,-0.8824
CS,5.5900,-0.8824
CS,5.5937,-0.8850
CS,5.5974,-0.8850
CS,5.6011,-0.8850
CS,5.6048,-0.8850
CS,5.6085,-0.8850
CS,5.6122,-0.8877
CS,5.6159,-0.8877
CS,5.6196,-0.8877
CS,5.6233,-0.8904
CS,5.6270,-0.8904
CS,5.6307,-0.8904
CS,5.6344,-0.8904
CS,5.6381,-0.8904
CS,5.6418,-0.8957
CS,5.6455,-0.8957
CS,5.6492,-0.8957
CS,5.6529,-0.8957
CS,5.6566,-0.8957
CS,5.6602,-0.8957
CS,5.6639,-0.8984
CS,5.6676,-0.9010
CS,5.6713,-0.9010
CS,5.6750,-0.9010
CS,5.6787,-0.9010
CS,5.6824,-0.9010
CS,5.6861,-0.9010
CS,5.6898,-0.9010
CS,5.6935,-0.9010
CS,5.6972,-0.9037
CS,5.7009,-0.9064
CS,5.7046,-0.9090
CS,5.7083,-0.9090
CS,5.7120,-0.9090
CS,5.7157,-0.9117
CS,5.7194,-0.9117
CS,5.7231,-0.9117
CS,5.7268,-0.9117
CS,5.7305,-0.9117
CS,5.7342,-0.9144
CS,5.7379,-0.9144
CS,5.7416,-0.9144
CS,5.7453,-0.9170
CS,5.7490,-0.9170
CS,5.7527,-0.9170
CS,5.7564,-0.9197
CS,5.7601,-0.9223
CS,5.7638,-0.9223
CS,5.7675,-0.9223
CS,5.7712,-0.9223
CS,5.7749,-0.9223
CS,5.7786,-0.9223
CS,5.7823,-0.9223
CS,5.7860,-0.9223
CS,5.7896,-0.9277
CS,5.7933,-0.9277
CS,5.7970,-0.9277
CS,5.8007,-0.9303
CS,5.8044,-0.9303
CS,5.8081,-0.9303
CS,5.8118,-0.9303
CS,5.8155,-0.9303
CS,5.8192,-0.9330
CS,5.8229,-0.9357
CS,5.8266,-0.9357
CS,5.8303,-0.9357
CS,5.8340,-0.9357
CS,5.8377,-0.9357
CS,5.8414,-0.9383
CS,5.8451,-0.9410
CS,5.8488,-0.9410
CS,5.8525,-0.9410
CS,5.8562,-0.9410
CS,5.8599,-0.9410
CS,5.8636,-0.9410
CS,5.8673,-0.9437
CS,5.8710,-0.9437
CS,5.8747,-0.9437
CS,5.8784,-0.9463
CS,5.8821,-0.9463
CS,5.8858,-0.9463
CS,5.8895,-0.9490
CS,5.8932,-0.9490
CS,5.8969,-0.9490
CS,5.9006,-0.9517
CS,5.9043,-0.9517
CS,5.9080,-0.9517
CS,5.9117,-0.9517
CS,5.9154,-0.9543
CS,5.9191,-0.9543
CS,5.9227,-0.9543
CS,5.9264,-0.9570
CS,5.9301,-0.9570
CS,5.9338,-0.9570
CS,5.9375,-0.9596
CS,5.9412,-0.9596
CS,5.9449,-0.9596
CS,5.9486,-0.9623
CS,5.9523,-0.9623
CS,5.9560,-0.9623
CS,5.9597,-0.9623
CS,5.9634,-0.9650
CS,5.9671,-0.9650
CS,5.9708,-0.9650
CS,5.9745,-0.9650
CS,5.9782,-0.9676
CS,5.9819,-0.9676
CS,5.9856,-0.9676
CS,5.9893,-0.9676
CS,5.9930,-0.9703
CS,5.9967,-0.9730
CS,6.0004,-0.9730
CS,6.0041,-0.9730
CS,6.0078,-0.9730
CS,6.0115,-0.9730
CS,6.0152,-0.9730
CS,6.0189,-0.9756
CS,6.0226,-0.9756
CS,6.0263,-0.9783
CS,6.0300,-0.9783
CS,6.0337,-0.9783
CS,6.0374,-0.9810
CS,6.0411,-0.9810
CS,6.0448,-0.9810
CS,6.0485,-0.9810
CS,6.0522,-0.9810
CS,6.0558,-0.9836
CS,6.0595,-0.9836
CS,6.0632,-0.9836
CS,6.0669,-0.9863
CS,6.0706,-0.9863
CS,6.0743,-0.9863
CS,6.0780,-0.9890
CS,6.0817,-0.9890
CS,6.0854,-0.9890
CS,6.0891,-0.9890
CS,6.0928,-0.9890
CS,6.0965,-0.9890
CS,6.1002,-0.9890
CS,6.1039,-0.9890
CS,6.1076,-0.9890
CS,6.1113,-0.9943
CS,6.1150,-0.9969
CS,6.1187,-0.9969
CS,6.1224,-0.9969
CS,6.1261,-0.9996
CS,6.1298,-0.9996
CS,6.1335,-0.9996
CS,6.1372,-0.9996
CS,6.1409,-1.0023
CS,6.1446,-1.0023
CS,6.1483,-1.0023
CS,6.1520,-1.0023
CS,6.1557,-1.0049
CS,6.1594,-1.0049
CS,6.1631,-1.0076
CS,6.1668,-1.0076
CS,6.1705,-1.0076
CS,6.1742,-1.0076
CS,6.1779,-1.0076
CS,6.1816,-1.0076
CS,6.1853,-1.0076
CS,6.1889,-1.0103
CS,6.1926,-1.0129
CS,6.1963,-1.0129
CS,6.2000,-1.0129
CS,6.2037,-1.0156
CS,6.2074,-1.0156
CS,6.2111,-1.0156
CS,6.2148,-1.0183
CS,6.2185,-1.0183
CS,6.2222,-1.0183
CS,6.2259,-1.0183
CS,6.2296,-1.0183
CS,6.2333,-1.0209
CS,6.2370,-1.0236
CS,6.2407,-1.0236
CS,6.2444,-1.0263
CS,6.2481,-1.0263
CS,6.2518,-1.0263
CS,6.2555,-1.0263
CS,6.2592,-1.0263
CS,6.2629,-1.0263
