# DIGITIZED_EXTERNAL_VALIDATION; Ginis et al. 2012 J Vis 12(3):20; y = Log(PSF) as printed (log10 of PSF in sr^-1, see README)
curve,theta_deg,log10_psf
GP_RECONSTRUCTED,1.8916,0.8327
GP_RECONSTRUCTED,1.8957,0.8327
GP_RECONSTRUCTED,1.8997,0.8284
GP_RECONSTRUCTED,1.9038,0.8263
GP_RECONSTRUCTED,1.9079,0.8220
GP_RECONSTRUCTED,1.9120,0.8199
GP_RECONSTRUCTED,1.9160,0.8199
GP_RECONSTRUCTED,1.9201,0.8156
GP_RECONSTRUCTED,1.9242,0.8156
GP_RECONSTRUCTED,1.9283,0.8156
GP_RECONSTRUCTED,1.9323,0.8114
GP_RECONSTRUCTED,1.9364,0.8092
GP_RECONSTRUCTED,1.9405,0.8071
GP_RECONSTRUCTED,1.9446,0.8028
GP_RECONSTRUCTED,1.9486,0.8007
GP_RECONSTRUCTED,1.9527,0.8007
GP_RECONSTRUCTED,1.9568,0.7986
GP_RECONSTRUCTED,1.9609,0.7964
GP_RECONSTRUCTED,1.9650,0.7964
GP_RECONSTRUCTED,1.9690,0.7922
GP_RECONSTRUCTED,1.9731,0.7901
GP_RECONSTRUCTED,1.9772,0.7879
GP_RECONSTRUCTED,1.9813,0.7858
GP_RECONSTRUCTED,1.9853,0.7858
GP_RECONSTRUCTED,1.9894,0.7858
GP_RECONSTRUCTED,1.9935,0.7837
GP_RECONSTRUCTED,1.9976,0.7815
GP_RECONSTRUCTED,2.0016,0.7794
GP_RECONSTRUCTED,2.0057,0.7730
GP_RECONSTRUCTED,2.0098,0.7730
GP_RECONSTRUCTED,2.0139,0.7709
GP_RECONSTRUCTED,2.0179,0.7709
GP_RECONSTRUCTED,2.0220,0.7666
GP_RECONSTRUCTED,2.0261,0.7687
GP_RECONSTRUCTED,2.0302,0.7687
GP_RECONSTRUCTED,2.0342,0.7666
GP_RECONSTRUCTED,2.0383,0.7645
GP_RECONSTRUCTED,2.0424,0.7623
GP_RECONSTRUCTED,2.0465,0.7623
GP_RECONSTRUCTED,2.0505,0.7602
GP_RECONSTRUCTED,2.0546,0.7602
GP_RECONSTRUCTED,2.0587,0.7538
GP_RECONSTRUCTED,2.0628,0.7538
GP_RECONSTRUCTED,2.0668,0.7496
GP_RECONSTRUCTED,2.0709,0.7496
GP_RECONSTRUCTED,2.0750,0.7474
GP_RECONSTRUCTED,2.0791,0.7453
GP_RECONSTRUCTED,2.0831,0.7410
GP_RECONSTRUCTED,2.0872,0.7410
GP_RECONSTRUCTED,2.0913,0.7389
GP_RECONSTRUCTED,2.0954,0.7368
GP_RECONSTRUCTED,2.0994,0.7368
GP_RECONSTRUCTED,2.1035,0.7325
GP_RECONSTRUCTED,2.1076,0.7304
GP_RECONSTRUCTED,2.1117,0.7304
GP_RECONSTRUCTED,2.1157,0.7304
GP_RECONSTRUCTED,2.1198,0.7282
GP_RECONSTRUCTED,2.1239,0.7282
GP_RECONSTRUCTED,2.1280,0.7240
GP_RECONSTRUCTED,2.1320,0.7218
GP_RECONSTRUCTED,2.1361,0.7197
GP_RECONSTRUCTED,2.1402,0.7155
GP_RECONSTRUCTED,2.1443,0.7155
GP_RECONSTRUCTED,2.1484,0.7133
GP_RECONSTRUCTED,2.1524,0.7133
GP_RECONSTRUCTED,2.1565,0.7133
GP_RECONSTRUCTED,2.1606,0.7112
GP_RECONSTRUCTED,2.1647,0.7091
GP_RECONSTRUCTED,2.1687,0.7048
GP_RECONSTRUCTED,2.1728,0.7048
GP_RECONSTRUCTED,2.1769,0.7027
GP_RECONSTRUCTED,2.1810,0.7027
GP_RECONSTRUCTED,2.1850,0.7005
GP_RECONSTRUCTED,2.1891,0.7005
GP_RECONSTRUCTED,2.1932,0.6984
GP_RECONSTRUCTED,2.1973,0.6984
GP_RECONSTRUCTED,2.2013,0.6963
GP_RECONSTRUCTED,2.2054,0.6899
GP_RECONSTRUCTED,2.2095,0.6899
GP_RECONSTRUCTED,2.2136,0.6877
GP_RECONSTRUCTED,2.2176,0.6856
GP_RECONSTRUCTED,2.2217,0.6856
GP_RECONSTRUCTED,2.2258,0.6856
GP_RECONSTRUCTED,2.2299,0.6835
GP_RECONSTRUCTED,2.2339,0.6814
GP_RECONSTRUCTED,2.2380,0.6771
GP_RECONSTRUCTED,2.2421,0.6771
GP_RECONSTRUCTED,2.2462,0.6771
GP_RECONSTRUCTED,2.2502,0.6750
GP_RECONSTRUCTED,2.2543,0.6728
GP_RECONSTRUCTED,2.2584,0.6707
GP_RECONSTRUCTED,2.2625,0.6707
GP_RECONSTRUCTED,2.2665,0.6643
GP_RECONSTRUCTED,2.2706,0.6643
GP_RECONSTRUCTED,2.2747,0.6622
GP_RECONSTRUCTED,2.2788,0.6622
GP_RECONSTRUCTED,2.2828,0.6622
GP_RECONSTRUCTED,2.2869,0.6579
GP_RECONSTRUCTED,2.2910,0.6579
GP_RECONSTRUCTED,2.2951,0.6600
GP_RECONSTRUCTED,2.2991,0.6536
GP_RECONSTRUCTED,2.3032,0.6515
GP_RECONSTRUCTED,2.3073,0.6494
GP_RECONSTRUCTED,2.3114,0.6494
GP_RECONSTRUCTED,2.3154,0.6494
GP_RECONSTRUCTED,2.3195,0.6472
GP_RECONSTRUCTED,2.3236,0.6451
GP_RECONSTRUCTED,2.3277,0.6430
GP_RECONSTRUCTED,2.3317,0.6387
GP_RECONSTRUCTED,2.3358,0.6366
GP_RECONSTRUCTED,2.3399,0.6345
GP_RECONSTRUCTED,2.3440,0.6345
GP_RECONSTRUCTED,2.3481,0.6302
GP_RECONSTRUCTED,2.3521,0.6302
GP_RECONSTRUCTED,2.3562,0.6323
GP_RECONSTRUCTED,2.3603,0.6302
GP_RECONSTRUCTED,2.3644,0.6281
GP_RECONSTRUCTED,2.3684,0.6238
GP_RECONSTRUCTED,2.3725,0.6238
GP_RECONSTRUCTED,2.3766,0.6238
GP_RECONSTRUCTED,2.3807,0.6217
GP_RECONSTRUCTED,2.3847,0.6217
GP_RECONSTRUCTED,2.3888,0.6217
GP_RECONSTRUCTED,2.3929,0.6153
GP_RECONSTRUCTED,2.3970,0.6131
GP_RECONSTRUCTED,2.4010,0.6131
GP_RECONSTRUCTED,2.4051,0.6131
GP_RECONSTRUCTED,2.4092,0.6131
GP_RECONSTRUCTED,2.4133,0.6068
GP_RECONSTRUCTED,2.4173,0.6068
GP_RECONSTRUCTED,2.4214,0.6068
GP_RECONSTRUCTED,2.4255,0.6046
GP_RECONSTRUCTED,2.4296,0.6025
GP_RECONSTRUCTED,2.4336,0.5982
GP_RECONSTRUCTED,2.4377,0.5982
GP_RECONSTRUCTED,2.4418,0.5982
GP_RECONSTRUCTED,2.4459,0.5982
GP_RECONSTRUCTED,2.4499,0.5961
GP_RECONSTRUCTED,2.4540,0.5961
GP_RECONSTRUCTED,2.4581,0.5918
GP_RECONSTRUCTED,2.4622,0.5918
GP_RECONSTRUCTED,2.4662,0.5876
GP_RECONSTRUCTED,2.4703,0.5854
GP_RECONSTRUCTED,2.4744,0.5833
GP_RECONSTRUCTED,2.4785,0.5833
GP_RECONSTRUCTED,2.4825,0.5833
GP_RECONSTRUCTED,2.4866,0.5833
GP_RECONSTRUCTED,2.4907,0.5812
GP_RECONSTRUCTED,2.4948,0.5769
GP_RECONSTRUCTED,2.4988,0.5748
GP_RECONSTRUCTED,2.5029,0.5726
GP_RECONSTRUCTED,2.5070,0.5726
GP_RECONSTRUCTED,2.5111,0.5726
GP_RECONSTRUCTED,2.5151,0.5726
GP_RECONSTRUCTED,2.5192,0.5684
GP_RECONSTRUCTED,2.5233,0.5663
GP_RECONSTRUCTED,2.5274,0.5641
GP_RECONSTRUCTED,2.5315,0.5620
GP_RECONSTRUCTED,2.5355,0.5620
GP_RECONSTRUCTED,2.5396,0.5620
GP_RECONSTRUCTED,2.5437,0.5620
GP_RECONSTRUCTED,2.5478,0.5620
GP_RECONSTRUCTED,2.5518,0.5620
GP_RECONSTRUCTED,2.5559,0.5599
GP_RECONSTRUCTED,2.5600,0.5535
GP_RECONSTRUCTED,2.5641,0.5492
GP_RECONSTRUCTED,2.5681,0.5492
GP_RECONSTRUCTED,2.5722,0.5492
GP_RECONSTRUCTED,2.5763,0.5449
GP_RECONSTRUCTED,2.5804,0.5449
GP_RECONSTRUCTED,2.5844,0.5449
GP_RECONSTRUCTED,2.5885,0.5449
GP_RECONSTRUCTED,2.5926,0.5428
GP_RECONSTRUCTED,2.5967,0.5428
GP_RECONSTRUCTED,2.6007,0.5407
GP_RECONSTRUCTED,2.6048,0.5407
GP_RECONSTRUCTED,2.6089,0.5385
GP_RECONSTRUCTED,2.6130,0.5364
GP_RECONSTRUCTED,2.6170,0.5364
GP_RECONSTRUCTED,2.6211,0.5364
GP_RECONSTRUCTED,2.6252,0.5322
GP_RECONSTRUCTED,2.6293,0.5279
GP_RECONSTRUCTED,2.6333,0.5279
GP_RECONSTRUCTED,2.6374,0.5300
GP_RECONSTRUCTED,2.6415,0.5300
GP_RECONSTRUCTED,2.6456,0.5300
GP_RECONSTRUCTED,2.6496,0.5258
GP_RECONSTRUCTED,2.6537,0.5236
GP_RECONSTRUCTED,2.6578,0.5215
GP_RECONSTRUCTED,2.6619,0.5194
GP_RECONSTRUCTED,2.6659,0.5194
GP_RECONSTRUCTED,2.6700,0.5151
GP_RECONSTRUCTED,2.6741,0.5151
GP_RECONSTRUCTED,2.6782,0.5151
GP_RECONSTRUCTED,2.6822,0.5130
GP_RECONSTRUCTED,2.6863,0.5108
GP_RECONSTRUCTED,2.6904,0.5066
GP_RECONSTRUCTED,2.6945,0.5066
GP_RECONSTRUCTED,2.6985,0.5066
GP_RECONSTRUCTED,2.7026,0.5066
GP_RECONSTRUCTED,2.7067,0.5066
GP_RECONSTRUCTED,2.7108,0.5044
GP_RECONSTRUCTED,2.7148,0.5023
GP_RECONSTRUCTED,2.7189,0.5023
GP_RECONSTRUCTED,2.7230,0.5002
GP_RECONSTRUCTED,2.7271,0.4980
GP_RECONSTRUCTED,2.7312,0.4959
GP_RECONSTRUCTED,2.7352,0.4959
GP_RECONSTRUCTED,2.7393,0.4959
GP_RECONSTRUCTED,2.7434,0.4938
GP_RECONSTRUCTED,2.7475,0.4938
GP_RECONSTRUCTED,2.7515,0.4917
GP_RECONSTRUCTED,2.7556,0.4853
GP_RECONSTRUCTED,2.7597,0.4853
GP_RECONSTRUCTED,2.7638,0.4831
GP_RECONSTRUCTED,2.7678,0.4831
GP_RECONSTRUCTED,2.7719,0.4810
GP_RECONSTRUCTED,2.7760,0.4810
GP_RECONSTRUCTED,2.7801,0.4789
GP_RECONSTRUCTED,2.7841,0.4789
GP_RECONSTRUCTED,2.7882,0.4767
GP_RECONSTRUCTED,2.7923,0.4767
GP_RECONSTRUCTED,2.7964,0.4746
GP_RECONSTRUCTED,2.8004,0.4746
GP_RECONSTRUCTED,2.8045,0.4725
GP_RECONSTRUCTED,2.8086,0.4703
GP_RECONSTRUCTED,2.8127,0.4703
GP_RECONSTRUCTED,2.8167,0.4703
GP_RECONSTRUCTED,2.8208,0.4661
GP_RECONSTRUCTED,2.8249,0.4661
GP_RECONSTRUCTED,2.8290,0.4661
GP_RECONSTRUCTED,2.8330,0.4639
GP_RECONSTRUCTED,2.8371,0.4618
GP_RECONSTRUCTED,2.8412,0.4618
GP_RECONSTRUCTED,2.8453,0.4618
GP_RECONSTRUCTED,2.8493,0.4597
GP_RECONSTRUCTED,2.8534,0.4575
GP_RECONSTRUCTED,2.8575,0.4575
GP_RECONSTRUCTED,2.8616,0.4533
GP_RECONSTRUCTED,2.8656,0.4533
GP_RECONSTRUCTED,2.8697,0.4533
GP_RECONSTRUCTED,2.8738,0.4490
GP_RECONSTRUCTED,2.8779,0.4490
GP_RECONSTRUCTED,2.8819,0.4490
GP_RECONSTRUCTED,2.8860,0.4448
GP_RECONSTRUCTED,2.8901,0.4426
GP_RECONSTRUCTED,2.8942,0.4426
GP_RECONSTRUCTED,2.8982,0.4426
GP_RECONSTRUCTED,2.9023,0.4405
GP_RECONSTRUCTED,2.9064,0.4405
GP_RECONSTRUCTED,2.9105,0.4384
GP_RECONSTRUCTED,2.9146,0.4362
GP_RECONSTRUCTED,2.9186,0.4362
GP_RECONSTRUCTED,2.9227,0.4341
GP_RECONSTRUCTED,2.9268,0.4320
GP_RECONSTRUCTED,2.9309,0.4320
GP_RECONSTRUCTED,2.9349,0.4320
GP_RECONSTRUCTED,2.9390,0.4298
GP_RECONSTRUCTED,2.9431,0.4277
GP_RECONSTRUCTED,2.9472,0.4277
GP_RECONSTRUCTED,2.9512,0.4234
GP_RECONSTRUCTED,2.9553,0.4234
GP_RECONSTRUCTED,2.9594,0.4234
GP_RECONSTRUCTED,2.9635,0.4234
GP_RECONSTRUCTED,2.9675,0.4213
GP_RECONSTRUCTED,2.9716,0.4213
GP_RECONSTRUCTED,2.9757,0.4192
GP_RECONSTRUCTED,2.9798,0.4171
GP_RECONSTRUCTED,2.9838,0.4128
GP_RECONSTRUCTED,2.9879,0.4107
GP_RECONSTRUCTED,2.9920,0.4107
GP_RECONSTRUCTED,2.9961,0.4085
GP_RECONSTRUCTED,3.0001,0.4085
GP_RECONSTRUCTED,3.0042,0.4085
GP_RECONSTRUCTED,3.0083,0.4085
GP_RECONSTRUCTED,3.0124,0.4085
GP_RECONSTRUCTED,3.0164,0.4043
GP_RECONSTRUCTED,3.0205,0.4021
GP_RECONSTRUCTED,3.0246,0.4021
GP_RECONSTRUCTED,3.0287,0.4021
GP_RECONSTRUCTED,3.0327,0.4000
GP_RECONSTRUCTED,3.0368,0.3979
GP_RECONSTRUCTED,3.0409,0.3979
GP_RECONSTRUCTED,3.0450,0.3979
GP_RECONSTRUCTED,3.0490,0.3936
GP_RECONSTRUCTED,3.0531,0.3915
GP_RECONSTRUCTED,3.0572,0.3915
GP_RECONSTRUCTED,3.0613,0.3893
GP_RECONSTRUCTED,3.0653,0.3872
GP_RECONSTRUCTED,3.0694,0.3872
GP_RECONSTRUCTED,3.0735,0.3872
GP_RECONSTRUCTED,3.0776,0.3851
GP_RECONSTRUCTED,3.0816,0.3829
GP_RECONSTRUCTED,3.0857,0.3808
GP_RECONSTRUCTED,3.0898,0.3808
GP_RECONSTRUCTED,3.0939,0.3808
GP_RECONSTRUCTED,3.0979,0.3787
GP_RECONSTRUCTED,3.1020,0.3787
GP_RECONSTRUCTED,3.1061,0.3766
GP_RECONSTRUCTED,3.1102,0.3744
GP_RECONSTRUCTED,3.1143,0.3723
GP_RECONSTRUCTED,3.1183,0.3723
GP_RECONSTRUCTED,3.1224,0.3702
GP_RECONSTRUCTED,3.1265,0.3702
GP_RECONSTRUCTED,3.1306,0.3702
GP_RECONSTRUCTED,3.1346,0.3702
GP_RECONSTRUCTED,3.1387,0.3702
GP_RECONSTRUCTED,3.1428,0.3659
GP_RECONSTRUCTED,3.1469,0.3638
GP_RECONSTRUCTED,3.1509,0.3638
GP_RECONSTRUCTED,3.1550,0.3638
GP_RECONSTRUCTED,3.1591,0.3616
GP_RECONSTRUCTED,3.1632,0.3616
GP_RECONSTRUCTED,3.1672,0.3595
GP_RECONSTRUCTED,3.1713,0.3574
GP_RECONSTRUCTED,3.1754,0.3574
GP_RECONSTRUCTED,3.1795,0.3574
GP_RECONSTRUCTED,3.1835,0.3574
GP_RECONSTRUCTED,3.1876,0.3574
GP_RECONSTRUCTED,3.1917,0.3574
GP_RECONSTRUCTED,3.1958,0.3552
GP_RECONSTRUCTED,3.1998,0.3552
GP_RECONSTRUCTED,3.2039,0.3552
GP_RECONSTRUCTED,3.2080,0.3531
GP_RECONSTRUCTED,3.2121,0.3446
GP_RECONSTRUCTED,3.2161,0.3446
GP_RECONSTRUCTED,3.2202,0.3403
GP_RECONSTRUCTED,3.2243,0.3403
GP_RECONSTRUCTED,3.2284,0.3403
GP_RECONSTRUCTED,3.2324,0.3403
GP_RECONSTRUCTED,3.2365,0.3403
GP_RECONSTRUCTED,3.2406,0.3403
GP_RECONSTRUCTED,3.2447,0.3382
GP_RECONSTRUCTED,3.2487,0.3382
GP_RECONSTRUCTED,3.2528,0.3361
GP_RECONSTRUCTED,3.2569,0.3361
GP_RECONSTRUCTED,3.2610,0.3361
GP_RECONSTRUCTED,3.2650,0.3339
GP_RECONSTRUCTED,3.2691,0.3318
GP_RECONSTRUCTED,3.2732,0.3318
GP_RECONSTRUCTED,3.2773,0.3254
GP_RECONSTRUCTED,3.2813,0.3254
GP_RECONSTRUCTED,3.2854,0.3254
GP_RECONSTRUCTED,3.2895,0.3254
GP_RECONSTRUCTED,3.2936,0.3254
GP_RECONSTRUCTED,3.2977,0.3233
GP_RECONSTRUCTED,3.3017,0.3233
GP_RECONSTRUCTED,3.3058,0.3211
GP_RECONSTRUCTED,3.3099,0.3211
GP_RECONSTRUCTED,3.3140,0.3190
GP_RECONSTRUCTED,3.3180,0.3169
GP_RECONSTRUCTED,3.3221,0.3147
GP_RECONSTRUCTED,3.3262,0.3147
GP_RECONSTRUCTED,3.3303,0.3147
GP_RECONSTRUCTED,3.3343,0.3147
GP_RECONSTRUCTED,3.3384,0.3105
GP_RECONSTRUCTED,3.3425,0.3083
GP_RECONSTRUCTED,3.3466,0.3083
GP_RECONSTRUCTED,3.3506,0.3083
GP_RECONSTRUCTED,3.3547,0.3062
GP_RECONSTRUCTED,3.3588,0.3062
GP_RECONSTRUCTED,3.3629,0.3062
GP_RECONSTRUCTED,3.3669,0.3062
GP_RECONSTRUCTED,3.3710,0.3041
GP_RECONSTRUCTED,3.3751,0.3020
GP_RECONSTRUCTED,3.3792,0.2998
GP_RECONSTRUCTED,3.3832,0.2998
GP_RECONSTRUCTED,3.3873,0.2998
GP_RECONSTRUCTED,3.3914,0.2977
GP_RECONSTRUCTED,3.3955,0.2977
GP_RECONSTRUCTED,3.3995,0.2977
GP_RECONSTRUCTED,3.4036,0.2956
GP_RECONSTRUCTED,3.4077,0.2956
GP_RECONSTRUCTED,3.4118,0.2913
GP_RECONSTRUCTED,3.4158,0.2913
GP_RECONSTRUCTED,3.4199,0.2913
GP_RECONSTRUCTED,3.4240,0.2892
GP_RECONSTRUCTED,3.4281,0.2892
GP_RECONSTRUCTED,3.4321,0.2892
GP_RECONSTRUCTED,3.4362,0.2870
GP_RECONSTRUCTED,3.4403,0.2870
GP_RECONSTRUCTED,3.4444,0.2870
GP_RECONSTRUCTED,3.4484,0.2828
GP_RECONSTRUCTED,3.4525,0.2828
GP_RECONSTRUCTED,3.4566,0.2806
GP_RECONSTRUCTED,3.4607,0.2806
GP_RECONSTRUCTED,3.4647,0.2806
GP_RECONSTRUCTED,3.4688,0.2806
GP_RECONSTRUCTED,3.4729,0.2721
GP_RECONSTRUCTED,3.4770,0.2721
GP_RECONSTRUCTED,3.4810,0.2721
GP_RECONSTRUCTED,3.4851,0.2721
GP_RECONSTRUCTED,3.4892,0.2721
GP_RECONSTRUCTED,3.4933,0.2721
GP_RECONSTRUCTED,3.4974,0.2700
GP_RECONSTRUCTED,3.5014,0.2679
GP_RECONSTRUCTED,3.5055,0.2657
GP_RECONSTRUCTED,3.5096,0.2657
GP_RECONSTRUCTED,3.5137,0.2657
GP_RECONSTRUCTED,3.5177,0.2636
GP_RECONSTRUCTED,3.5218,0.2615
GP_RECONSTRUCTED,3.5259,0.2615
GP_RECONSTRUCTED,3.5300,0.2615
GP_RECONSTRUCTED,3.5340,0.2615
GP_RECONSTRUCTED,3.5381,0.2572
GP_RECONSTRUCTED,3.5422,0.2551
GP_RECONSTRUCTED,3.5463,0.2551
GP_RECONSTRUCTED,3.5503,0.2551
GP_RECONSTRUCTED,3.5544,0.2529
GP_RECONSTRUCTED,3.5585,0.2529
GP_RECONSTRUCTED,3.5626,0.2529
GP_RECONSTRUCTED,3.5666,0.2508
GP_RECONSTRUCTED,3.5707,0.2487
GP_RECONSTRUCTED,3.5748,0.2487
GP_RECONSTRUCTED,3.5789,0.2444
GP_RECONSTRUCTED,3.5829,0.2444
GP_RECONSTRUCTED,3.5870,0.2444
GP_RECONSTRUCTED,3.5911,0.2444
GP_RECONSTRUCTED,3.5952,0.2444
GP_RECONSTRUCTED,3.5992,0.2444
GP_RECONSTRUCTED,3.6033,0.2401
GP_RECONSTRUCTED,3.6074,0.2401
GP_RECONSTRUCTED,3.6115,0.2401
GP_RECONSTRUCTED,3.6155,0.2401
GP_RECONSTRUCTED,3.6196,0.2401
GP_RECONSTRUCTED,3.6237,0.2380
GP_RECONSTRUCTED,3.6278,0.2380
GP_RECONSTRUCTED,3.6318,0.2359
GP_RECONSTRUCTED,3.6359,0.2337
GP_RECONSTRUCTED,3.6400,0.2316
GP_RECONSTRUCTED,3.6441,0.2316
GP_RECONSTRUCTED,3.6481,0.2316
GP_RECONSTRUCTED,3.6522,0.2295
GP_RECONSTRUCTED,3.6563,0.2274
GP_RECONSTRUCTED,3.6604,0.2274
GP_RECONSTRUCTED,3.6644,0.2274
GP_RECONSTRUCTED,3.6685,0.2231
GP_RECONSTRUCTED,3.6726,0.2210
GP_RECONSTRUCTED,3.6767,0.2210
GP_RECONSTRUCTED,3.6808,0.2210
GP_RECONSTRUCTED,3.6848,0.2210
GP_RECONSTRUCTED,3.6889,0.2210
GP_RECONSTRUCTED,3.6930,0.2188
GP_RECONSTRUCTED,3.6971,0.2188
GP_RECONSTRUCTED,3.7011,0.2188
GP_RECONSTRUCTED,3.7052,0.2146
GP_RECONSTRUCTED,3.7093,0.2146
GP_RECONSTRUCTED,3.7134,0.2124
GP_RECONSTRUCTED,3.7174,0.2124
GP_RECONSTRUCTED,3.7215,0.2124
GP_RECONSTRUCTED,3.7256,0.2103
GP_RECONSTRUCTED,3.7297,0.2082
GP_RECONSTRUCTED,3.7337,0.2060
GP_RECONSTRUCTED,3.7378,0.2060
GP_RECONSTRUCTED,3.7419,0.2039
GP_RECONSTRUCTED,3.7460,0.2039
GP_RECONSTRUCTED,3.7500,0.2039
GP_RECONSTRUCTED,3.7541,0.2039
GP_RECONSTRUCTED,3.7582,0.2018
GP_RECONSTRUCTED,3.7623,0.2018
GP_RECONSTRUCTED,3.7663,0.2018
GP_RECONSTRUCTED,3.7704,0.1975
GP_RECONSTRUCTED,3.7745,0.1975
GP_RECONSTRUCTED,3.7786,0.1975
GP_RECONSTRUCTED,3.7826,0.1954
GP_RECONSTRUCTED,3.7867,0.1954
GP_RECONSTRUCTED,3.7908,0.1954
GP_RECONSTRUCTED,3.7949,0.1933
GP_RECONSTRUCTED,3.7989,0.1911
GP_RECONSTRUCTED,3.8030,0.1911
GP_RECONSTRUCTED,3.8071,0.1890
GP_RECONSTRUCTED,3.8112,0.1890
GP_RECONSTRUCTED,3.8152,0.1869
GP_RECONSTRUCTED,3.8193,0.1869
GP_RECONSTRUCTED,3.8234,0.1869
GP_RECONSTRUCTED,3.8275,0.1869
GP_RECONSTRUCTED,3.8315,0.1847
GP_RECONSTRUCTED,3.8356,0.1826
GP_RECONSTRUCTED,3.8397,0.1826
GP_RECONSTRUCTED,3.8438,0.1805
GP_RECONSTRUCTED,3.8478,0.1805
GP_RECONSTRUCTED,3.8519,0.1783
GP_RECONSTRUCTED,3.8560,0.1783
GP_RECONSTRUCTED,3.8601,0.1783
GP_RECONSTRUCTED,3.8641,0.1762
GP_RECONSTRUCTED,3.8682,0.1741
GP_RECONSTRUCTED,3.8723,0.1741
GP_RECONSTRUCTED,3.8764,0.1741
GP_RECONSTRUCTED,3.8805,0.1741
GP_RECONSTRUCTED,3.8845,0.1698
GP_RECONSTRUCTED,3.8886,0.1698
GP_RECONSTRUCTED,3.8927,0.1677
GP_RECONSTRUCTED,3.8968,0.1655
GP_RECONSTRUCTED,3.9008,0.1655
GP_RECONSTRUCTED,3.9049,0.1655
GP_RECONSTRUCTED,3.9090,0.1634
GP_RECONSTRUCTED,3.9131,0.1613
GP_RECONSTRUCTED,3.9171,0.1613
GP_RECONSTRUCTED,3.9212,0.1613
GP_RECONSTRUCTED,3.9253,0.1613
GP_RECONSTRUCTED,3.9294,0.1591
GP_RECONSTRUCTED,3.9334,0.1591
GP_RECONSTRUCTED,3.9375,0.1591
GP_RECONSTRUCTED,3.9416,0.1570
GP_RECONSTRUCTED,3.9457,0.1570
GP_RECONSTRUCTED,3.9497,0.1570
GP_RECONSTRUCTED,3.9538,0.1528
GP_RECONSTRUCTED,3.9579,0.1528
GP_RECONSTRUCTED,3.9620,0.1528
GP_RECONSTRUCTED,3.9660,0.1528
GP_RECONSTRUCTED,3.9701,0.1528
GP_RECONSTRUCTED,3.9742,0.1528
GP_RECONSTRUCTED,3.9783,0.1528
GP_RECONSTRUCTED,3.9823,0.1506
GP_RECONSTRUCTED,3.9864,0.1506
GP_RECONSTRUCTED,3.9905,0.1485
GP_RECONSTRUCTED,3.9946,0.1464
GP_RECONSTRUCTED,3.9986,0.1464
GP_RECONSTRUCTED,4.0027,0.1442
GP_RECONSTRUCTED,4.0068,0.1442
GP_RECONSTRUCTED,4.0109,0.1421
GP_RECONSTRUCTED,4.0149,0.1400
GP_RECONSTRUCTED,4.0190,0.1400
GP_RECONSTRUCTED,4.0231,0.1400
GP_RECONSTRUCTED,4.0272,0.1400
GP_RECONSTRUCTED,4.0312,0.1378
GP_RECONSTRUCTED,4.0353,0.1357
GP_RECONSTRUCTED,4.0394,0.1357
GP_RECONSTRUCTED,4.0435,0.1357
GP_RECONSTRUCTED,4.0475,0.1357
GP_RECONSTRUCTED,4.0516,0.1357
GP_RECONSTRUCTED,4.0557,0.1336
GP_RECONSTRUCTED,4.0598,0.1314
GP_RECONSTRUCTED,4.0638,0.1293
GP_RECONSTRUCTED,4.0679,0.1293
GP_RECONSTRUCTED,4.0720,0.1293
GP_RECONSTRUCTED,4.0761,0.1272
GP_RECONSTRUCTED,4.0802,0.1272
GP_RECONSTRUCTED,4.0842,0.1272
GP_RECONSTRUCTED,4.0883,0.1229
GP_RECONSTRUCTED,4.0924,0.1229
GP_RECONSTRUCTED,4.0965,0.1208
GP_RECONSTRUCTED,4.1005,0.1208
GP_RECONSTRUCTED,4.1046,0.1208
GP_RECONSTRUCTED,4.1087,0.1208
GP_RECONSTRUCTED,4.1128,0.1165
GP_RECONSTRUCTED,4.1168,0.1165
GP_RECONSTRUCTED,4.1209,0.1165
GP_RECONSTRUCTED,4.1250,0.1144
GP_RECONSTRUCTED,4.1291,0.1144
GP_RECONSTRUCTED,4.1331,0.1144
GP_RECONSTRUCTED,4.1372,0.1123
GP_RECONSTRUCTED,4.1413,0.1123
GP_RECONSTRUCTED,4.1454,0.1123
GP_RECONSTRUCTED,4.1494,0.1101
GP_RECONSTRUCTED,4.1535,0.1101
GP_RECONSTRUCTED,4.1576,0.1101
GP_RECONSTRUCTED,4.1617,0.1059
GP_RECONSTRUCTED,4.1657,0.1059
GP_RECONSTRUCTED,4.1698,0.1059
GP_RECONSTRUCTED,4.1739,0.1059
GP_RECONSTRUCTED,4.1780,0.1059
GP_RECONSTRUCTED,4.1820,0.1037
GP_RECONSTRUCTED,4.1861,0.0995
GP_RECONSTRUCTED,4.1902,0.1016
GP_RECONSTRUCTED,4.1943,0.1016
GP_RECONSTRUCTED,4.1983,0.1016
GP_RECONSTRUCTED,4.2024,0.1016
GP_RECONSTRUCTED,4.2065,0.1016
GP_RECONSTRUCTED,4.2106,0.0995
GP_RECONSTRUCTED,4.2146,0.0973
GP_RECONSTRUCTED,4.2187,0.0973
GP_RECONSTRUCTED,4.2228,0.0952
GP_RECONSTRUCTED,4.2269,0.0952
GP_RECONSTRUCTED,4.2309,0.0952
GP_RECONSTRUCTED,4.2350,0.0909
GP_RECONSTRUCTED,4.2391,0.0909
GP_RECONSTRUCTED,4.2432,0.0909
GP_RECONSTRUCTED,4.2472,0.0909
